subject,accuracy,rt,reject
3608,0.7875,976.5,0
3632,0.7125,881.899999976158,0
3633,0.6916666666666667,870.3000000715255,0
3638,0.5041666666666667,575.59999999404,0
3653,0.6166666666666667,791.1999998092649,0
3681,0.8541666666666666,1247.70000004768,0
3716,0.85,999.0999999940385,0
3740,0.8833333333333333,1067.85000002384,0
3746,0.8625,925.399999976158,0
3747,0.7916666666666666,801.650000035763,0
3754,0.5583333333333333,703.9999998807909,0
3772,0.6583333333333333,1184.69999998808,0
3783,0.5583333333333333,848.6999999992545,0
3784,0.5625,556.599999999627,0
3789,0.8458333333333333,685.90000000596,0
3803,0.6708333333333333,864.800000011921,0
3848,0.5375,934.0,0
3849,0.6333333333333333,915.850000023842,0
3856,0.9416666666666667,623.2500000074506,0
3858,0.7416666666666667,849.5499999523165,0
3859,0.85,819.8000000007451,0
3874,0.8125,960.0,0
3876,0.8875,1229.80000001192,0
3878,0.9125,612.299999952316,0
3889,0.7791666666666667,953.700000017881,0
3891,0.48333333333333334,698.5,0
3897,1.0,809.5,1
3910,0.8375,1062.90000003576,0
3912,0.7333333333333333,821.400000035763,0
3913,0.55,1115.0,0
3923,0.9125,681.299999999814,0
3932,1.0,632.7999999999299,1
3933,0.5958333333333333,848.400000095367,0
3934,0.6291666666666667,745.10000000149,0
3944,0.9125,853.0,0
3945,0.6666666666666666,962.3499999996275,0
3953,0.8875,928.900000095367,0
3956,0.925,752.5,0
3961,0.5583333333333333,1210.04999998212,0
3964,0.7791666666666667,835.199999999953,0
3965,0.48333333333333334,816.75,0
3966,0.8583333333333333,838.79999999702,0
3978,0.75,894.1500000059605,0
3983,0.8208333333333333,968.29999999702,0
3988,0.5083333333333333,239.65000003576301,0
3992,0.825,971.9499999880791,0
4004,0.7833333333333333,954.6499999910595,0
4041,0.525,661.09999999404,0
4065,0.5375,796.799999952316,0
4066,1.0,1145.0,1
4134,0.5208333333333334,720.199999988079,0
4155,0.7916666666666666,836.25,0
4159,0.6583333333333333,859.6999999284745,0
4162,0.775,925.1500000059605,0
4163,1.0,649.65000000596,1
4168,0.625,684.29999999702,0
4173,0.8375,759.89999999851,0
4191,0.75,840.5,0
4196,0.5041666666666667,752.000000000233,0
4200,0.49166666666666664,670.9000000013041,0
4211,0.8708333333333333,1210.69999998808,0
4246,0.5708333333333333,886.399999991059,0
