	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_pr[1,79]	1.64	0.00688	0.626	0.43	1.62	2.87	8292.0	0.514	1.0
theta_pr[1,80]	0.881	0.00643	0.68	-0.312	0.827	2.28	11213.0	0.695	1.0
theta_pr[1,81]	-0.648	0.0141	0.842	-1.55	-0.984	1.47	3562.0	0.221	1.0
theta_pr[1,82]	0.864	0.00563	0.448	0.056	0.836	1.79	6350.0	0.394	1.0
theta_pr[1,83]	0.374	0.0105	0.867	-1.08	0.305	2.12	6884.0	0.427	1.0
theta_pr[1,84]	0.0478	0.00736	0.615	-0.851	-0.0747	1.45	6979.0	0.433	1.0
theta_pr[1,85]	-0.351	0.01	0.804	-1.47	-0.523	1.44	6463.0	0.401	1.0
theta_pr[1,86]	0.00793	0.00809	0.708	-1.02	-0.126	1.58	7666.0	0.475	1.0
theta_pr[1,87]	-0.568	0.0106	0.72	-1.41	-0.808	1.25	4632.0	0.287	1.0
theta_pr[1,88]	0.31	0.00563	0.409	-0.421	0.276	1.18	5290.0	0.328	1.0
theta_pr[1,89]	-0.907	0.0147	0.696	-1.58	-1.16	1.03	2226.0	0.138	1.0
theta_pr[1,90]	-0.406	0.0207	1.09	-1.72	-0.729	1.93	2763.0	0.171	1.0
theta_pr[1,91]	-0.325	0.00549	0.343	-0.882	-0.369	0.43	3912.0	0.242	1.0
theta_pr[1,92]	-0.107	0.0144	0.981	-1.44	-0.289	1.94	4663.0	0.289	1.0
theta_pr[1,93]	1.45	0.00647	0.685	0.182	1.41	2.82	11218.0	0.695	1.0
theta_pr[1,94]	-0.333	0.0103	0.82	-1.46	-0.516	1.52	6292.0	0.39	1.0
theta_pr[1,95]	-0.947	0.0126	0.815	-2.32	-1.09	0.881	4215.0	0.261	1.0
theta_pr[1,96]	0.513	0.00771	0.694	-0.62	0.429	1.99	8097.0	0.502	1.0
theta_pr[1,97]	0.569	0.00772	0.737	-0.696	0.508	2.08	9106.0	0.564	1.0
theta_pr[1,98]	0.507	0.00548	0.421	-0.248	0.467	1.41	5909.0	0.366	1.0
theta_pr[1,99]	-0.968	0.00461	0.199	-1.37	-0.973	-0.589	1869.0	0.116	1.0
theta_pr[1,100]	-0.619	0.0126	0.855	-1.73	-0.877	1.35	4587.0	0.284	1.0
theta_pr[1,101]	0.977	0.0081	0.744	-0.375	0.936	2.45	8438.0	0.523	1.0
theta_pr[1,102]	0.316	0.0104	0.835	-1.06	0.245	2.05	6451.0	0.4	1.0
theta_pr[1,103]	-0.692	0.0138	0.845	-1.68	-0.998	1.3	3763.0	0.233	1.0
theta_pr[1,104]	0.519	0.0059	0.499	-0.319	0.462	1.6	7161.0	0.444	1.0
theta_pr[1,105]	-0.391	0.0161	0.971	-1.53	-0.744	1.78	3646.0	0.226	1.0
theta_pr[1,106]	1.76	0.00726	0.683	0.488	1.72	3.12	8837.0	0.548	1.0
theta_pr[1,107]	0.631	0.00713	0.691	-0.543	0.558	2.08	9393.0	0.582	1.0
theta_pr[1,108]	0.64	0.00582	0.531	-0.257	0.576	1.79	8311.0	0.515	1.0
theta_pr[1,109]	0.508	0.00864	0.774	-0.775	0.429	2.12	8016.0	0.497	1.0
theta_pr[1,110]	0.419	0.00842	0.713	-0.743	0.326	1.94	7163.0	0.444	1.0
theta_pr[1,111]	-0.953	0.00613	0.275	-1.53	-0.951	-0.441	2020.0	0.125	1.0
theta_pr[1,112]	1.2	0.0063	0.647	0.0402	1.15	2.54	10530.0	0.653	1.0
theta_pr[1,113]	-0.179	0.0127	0.929	-1.54	-0.341	1.8	5367.0	0.333	1.0
theta_pr[1,114]	0.796	0.00572	0.493	-0.0938	0.753	1.84	7417.0	0.46	1.0
theta_pr[1,115]	-0.316	0.00477	0.295	-0.855	-0.339	0.297	3835.0	0.238	1.0
theta_pr[1,116]	0.443	0.0059	0.568	-0.519	0.377	1.68	9281.0	0.575	1.0
theta_pr[1,117]	-1.05	0.00536	0.224	-1.52	-1.05	-0.637	1744.0	0.108	1.0
theta_pr[1,118]	-0.44	0.00855	0.518	-1.12	-0.561	0.88	3668.0	0.227	1.0
theta_pr[1,119]	-0.554	0.00535	0.313	-1.09	-0.588	0.123	3414.0	0.212	1.0
theta_pr[1,120]	0.4	0.00658	0.605	-0.564	0.315	1.73	8431.0	0.523	1.0
theta_pr[1,121]	0.745	0.00654	0.721	-0.555	0.701	2.23	12143.0	0.753	1.0
theta_pr[1,122]	-0.897	0.0211	0.952	-1.83	-1.3	1.55	2044.0	0.127	1.0
theta_pr[1,123]	-0.881	0.0276	1.14	-2.03	-1.41	1.9	1712.0	0.106	1.0
theta_pr[1,124]	0.111	0.00718	0.591	-0.749	-0.00871	1.5	6774.0	0.42	1.0
theta_pr[1,125]	-0.172	0.0286	1.25	-1.73	-0.386	2.29	1905.0	0.118	1.0
theta_pr[1,126]	-0.273	0.00612	0.413	-0.902	-0.341	0.697	4551.0	0.282	1.0
theta_pr[1,127]	0.743	0.00647	0.631	-0.359	0.689	2.05	9516.0	0.59	1.0
theta_pr[1,128]	0.731	0.00597	0.622	-0.34	0.669	2.05	10845.0	0.672	1.0
theta_pr[1,129]	-0.218	0.00852	0.659	-1.09	-0.391	1.38	5986.0	0.371	1.0
theta_pr[1,130]	0.0714	0.0126	0.906	-1.26	-0.0507	1.95	5174.0	0.321	1.0
theta_pr[1,131]	0.968	0.00715	0.682	-0.219	0.91	2.38	9091.0	0.563	1.0
theta_pr[1,132]	-0.859	0.00506	0.277	-1.33	-0.887	-0.265	2996.0	0.186	1.0
theta_pr[1,133]	-1.05	0.00886	0.314	-1.49	-1.09	-0.464	1254.0	0.0777	1.0
theta_pr[1,134]	-0.601	0.00458	0.27	-1.09	-0.623	-0.0377	3472.0	0.215	1.0
theta_pr[1,135]	-0.851	0.0119	0.798	-2.04	-1.04	0.964	4482.0	0.278	1.0
theta_pr[1,136]	-0.772	0.00523	0.295	-1.25	-0.812	-0.116	3175.0	0.197	1.0
theta_pr[1,137]	-0.881	0.00916	0.445	-1.41	-0.975	0.336	2355.0	0.146	1.0
theta_pr[1,138]	-1.02	0.00541	0.241	-1.44	-1.03	-0.547	1977.0	0.123	1.0
theta_pr[1,139]	-0.295	0.00778	0.661	-1.24	-0.438	1.26	7210.0	0.447	1.0
theta_pr[1,140]	0.155	0.00792	0.682	-0.894	0.0476	1.66	7425.0	0.46	1.0
theta_pr[1,141]	-1.31	0.00558	0.279	-1.89	-1.3	-0.801	2504.0	0.155	1.0
theta_pr[1,142]	0.749	0.00802	0.749	-0.569	0.697	2.28	8737.0	0.541	1.0
theta_pr[1,143]	-0.494	0.00947	0.671	-1.31	-0.698	1.22	5016.0	0.311	1.0
theta_pr[1,144]	0.288	0.0112	0.907	-1.22	0.211	2.13	6512.0	0.404	1.0
theta_pr[1,145]	-0.516	0.0147	0.879	-1.51	-0.85	1.66	3551.0	0.22	1.0
theta_pr[2,1]	0.57	0.00544	0.405	-0.226	0.552	1.37	5522.0	0.342	1.0
theta_pr[2,2]	-0.0942	0.00393	0.301	-0.713	-0.0953	0.484	5882.0	0.365	1.0
theta_pr[2,3]	-0.502	0.00345	0.279	-1.06	-0.508	0.038	6556.0	0.406	1.0
theta_pr[2,4]	1.64	0.00523	0.477	0.716	1.62	2.59	8325.0	0.516	1.0
theta_pr[2,5]	0.876	0.00612	0.453	0.00886	0.852	1.8	5465.0	0.339	1.0
theta_pr[2,6]	-1.39	0.00396	0.307	-2.03	-1.39	-0.816	6012.0	0.373	1.0
theta_pr[2,7]	-0.362	0.00471	0.386	-1.14	-0.371	0.383	6734.0	0.417	1.0
theta_pr[2,8]	-0.569	0.00403	0.319	-1.21	-0.571	0.0348	6273.0	0.389	1.0
theta_pr[2,9]	-0.176	0.00517	0.332	-0.848	-0.179	0.446	4107.0	0.254	1.0
theta_pr[2,10]	-0.192	0.00362	0.323	-0.823	-0.202	0.452	7970.0	0.494	1.0
theta_pr[2,11]	-0.71	0.00404	0.328	-1.36	-0.718	-0.0789	6575.0	0.407	1.0
theta_pr[2,12]	-0.0134	0.00494	0.358	-0.731	-0.0223	0.686	5256.0	0.326	1.0
theta_pr[2,13]	1.8	0.00522	0.5	0.85	1.78	2.78	9151.0	0.567	1.0
theta_pr[2,14]	-1.29	0.00444	0.333	-1.96	-1.3	-0.648	5624.0	0.349	1.0
theta_pr[2,15]	-0.422	0.0054	0.32	-1.07	-0.424	0.192	3516.0	0.218	1.0
theta_pr[2,16]	-0.542	0.00485	0.419	-1.38	-0.549	0.267	7462.0	0.462	1.0
theta_pr[2,17]	-0.858	0.00439	0.324	-1.5	-0.87	-0.211	5455.0	0.338	1.0
theta_pr[2,18]	-0.491	0.00482	0.334	-1.13	-0.505	0.188	4796.0	0.297	1.0
theta_pr[2,19]	0.585	0.00433	0.407	-0.2	0.573	1.38	8846.0	0.548	1.0
theta_pr[2,20]	-0.397	0.00394	0.298	-0.997	-0.404	0.178	5726.0	0.355	1.0
theta_pr[2,21]	1.49	0.00488	0.453	0.63	1.47	2.39	8609.0	0.533	1.0
theta_pr[2,22]	1.25	0.00418	0.465	0.346	1.24	2.16	12382.0	0.767	1.0
theta_pr[2,23]	0.537	0.00515	0.416	-0.293	0.53	1.34	6521.0	0.404	1.0
theta_pr[2,24]	-0.819	0.00398	0.358	-1.54	-0.823	-0.126	8109.0	0.503	1.0
theta_pr[2,25]	0.162	0.00447	0.359	-0.544	0.149	0.864	6464.0	0.401	1.0
theta_pr[2,26]	-0.686	0.00565	0.408	-1.52	-0.689	0.0937	5206.0	0.323	1.0
theta_pr[2,27]	0.201	0.00385	0.312	-0.418	0.198	0.805	6571.0	0.407	1.0
theta_pr[2,28]	-0.121	0.00482	0.338	-0.81	-0.124	0.535	4900.0	0.304	1.0
theta_pr[2,29]	0.607	0.00448	0.398	-0.168	0.593	1.39	7916.0	0.491	1.0
theta_pr[2,30]	0.87	0.00493	0.392	0.124	0.853	1.65	6332.0	0.392	1.0
theta_pr[2,31]	1.24	0.00496	0.427	0.433	1.22	2.1	7397.0	0.458	1.0
theta_pr[2,32]	2.03	0.0056	0.565	0.956	2.0	3.15	10190.0	0.632	1.0
theta_pr[2,33]	-0.19	0.00396	0.281	-0.766	-0.193	0.344	5033.0	0.312	1.0
theta_pr[2,34]	0.246	0.00356	0.366	-0.467	0.234	0.973	10527.0	0.652	1.0
theta_pr[2,35]	-1.6	0.00517	0.354	-2.3	-1.61	-0.893	4675.0	0.29	1.0
theta_pr[2,36]	0.571	0.00572	0.467	-0.346	0.556	1.5	6651.0	0.412	1.0
theta_pr[2,37]	0.752	0.00595	0.445	-0.11	0.732	1.62	5584.0	0.346	1.0
theta_pr[2,38]	2.09	0.00561	0.543	1.04	2.07	3.15	9384.0	0.582	1.0
theta_pr[2,39]	2.72	0.0051	0.557	1.65	2.69	3.83	11903.0	0.738	1.0
theta_pr[2,40]	0.503	0.00491	0.344	-0.163	0.492	1.18	4898.0	0.304	1.0
theta_pr[2,41]	0.0922	0.00467	0.365	-0.635	0.0847	0.801	6113.0	0.379	1.0
theta_pr[2,42]	1.19	0.00656	0.47	0.277	1.17	2.1	5138.0	0.318	1.0
theta_pr[2,43]	-0.666	0.00444	0.339	-1.35	-0.669	-0.0196	5853.0	0.363	1.0
theta_pr[2,44]	0.264	0.00366	0.345	-0.413	0.254	0.939	8891.0	0.551	1.0
theta_pr[2,45]	0.796	0.00378	0.392	0.0298	0.783	1.56	10746.0	0.666	1.0
theta_pr[2,46]	0.0953	0.006	0.338	-0.554	0.0812	0.77	3162.0	0.196	1.0
theta_pr[2,47]	-0.291	0.0047	0.346	-0.953	-0.308	0.395	5420.0	0.336	1.0
theta_pr[2,48]	0.864	0.00561	0.366	0.144	0.851	1.58	4265.0	0.264	1.0
theta_pr[2,49]	-0.687	0.00389	0.331	-1.35	-0.695	-0.0464	7230.0	0.448	1.0
theta_pr[2,50]	-0.361	0.00368	0.358	-1.09	-0.367	0.329	9462.0	0.586	1.0
theta_pr[2,51]	-0.154	0.00514	0.349	-0.815	-0.172	0.557	4605.0	0.285	1.0
theta_pr[2,52]	-2.43	0.00755	0.429	-3.3	-2.44	-1.61	3224.0	0.2	1.0
theta_pr[2,53]	-0.256	0.00379	0.28	-0.824	-0.259	0.279	5463.0	0.339	1.0
theta_pr[2,54]	0.567	0.00451	0.375	-0.175	0.556	1.3	6883.0	0.427	1.0
theta_pr[2,55]	0.368	0.00358	0.348	-0.322	0.354	1.05	9423.0	0.584	1.0
theta_pr[2,56]	-0.272	0.00346	0.308	-0.895	-0.278	0.316	7907.0	0.49	1.0
theta_pr[2,57]	-0.00296	0.00619	0.428	-0.856	-0.0127	0.825	4771.0	0.296	1.0
theta_pr[2,58]	-0.547	0.00491	0.354	-1.25	-0.557	0.148	5198.0	0.322	1.0
theta_pr[2,59]	-0.453	0.0042	0.301	-1.03	-0.465	0.154	5149.0	0.319	1.0
theta_pr[2,60]	0.648	0.00408	0.351	-0.0344	0.632	1.35	7417.0	0.46	1.0
theta_pr[2,61]	-0.251	0.00657	0.371	-0.916	-0.286	0.534	3199.0	0.198	1.0
theta_pr[2,62]	-0.748	0.00432	0.309	-1.36	-0.755	-0.146	5112.0	0.317	1.0
theta_pr[2,63]	-0.353	0.00554	0.326	-0.954	-0.375	0.316	3459.0	0.214	1.0
theta_pr[2,64]	-0.864	0.00613	0.368	-1.55	-0.889	-0.114	3605.0	0.223	1.0
theta_pr[2,65]	0.481	0.00514	0.391	-0.27	0.465	1.25	5793.0	0.359	1.0
theta_pr[2,66]	-0.95	0.00428	0.323	-1.59	-0.961	-0.318	5706.0	0.354	1.0
theta_pr[2,67]	0.252	0.0039	0.384	-0.503	0.238	1.0	9676.0	0.6	1.0
theta_pr[2,68]	-0.885	0.00578	0.376	-1.6	-0.905	-0.13	4247.0	0.263	1.0
theta_pr[2,69]	0.638	0.00444	0.345	-0.0488	0.631	1.32	6033.0	0.374	1.0
theta_pr[2,70]	2.1	0.00563	0.569	1.01	2.08	3.23	10212.0	0.633	1.0
theta_pr[2,71]	-0.0432	0.0054	0.356	-0.701	-0.065	0.687	4363.0	0.27	1.0
theta_pr[2,72]	-0.57	0.00672	0.369	-1.24	-0.601	0.203	3016.0	0.187	1.0
theta_pr[2,73]	0.315	0.00667	0.368	-0.362	0.286	1.1	3032.0	0.188	1.0
theta_pr[2,74]	-0.869	0.00589	0.358	-1.55	-0.892	-0.145	3703.0	0.229	1.0
theta_pr[2,75]	-0.241	0.00468	0.344	-0.912	-0.253	0.433	5400.0	0.335	1.0
theta_pr[2,76]	0.294	0.00387	0.335	-0.361	0.287	0.943	7499.0	0.465	1.0
theta_pr[2,77]	-0.558	0.00395	0.308	-1.16	-0.569	0.0614	6083.0	0.377	1.0
theta_pr[2,78]	0.824	0.00495	0.433	-0.00205	0.807	1.69	7651.0	0.474	1.0
theta_pr[2,79]	-0.426	0.00618	0.418	-1.25	-0.441	0.394	4585.0	0.284	1.0
theta_pr[2,80]	-0.264	0.0039	0.316	-0.884	-0.28	0.366	6561.0	0.407	1.0
theta_pr[2,81]	-0.317	0.00546	0.331	-0.932	-0.34	0.362	3676.0	0.228	1.0
theta_pr[2,82]	-0.714	0.00377	0.336	-1.4	-0.718	-0.0701	7960.0	0.493	1.0
theta_pr[2,83]	-0.715	0.0051	0.353	-1.42	-0.724	-0.0277	4797.0	0.297	1.0
theta_pr[2,84]	-0.282	0.00335	0.297	-0.869	-0.292	0.297	7876.0	0.488	1.0
theta_pr[2,85]	0.264	0.00427	0.333	-0.383	0.255	0.911	6093.0	0.378	1.0
theta_pr[2,86]	-0.0643	0.00341	0.314	-0.692	-0.0725	0.549	8478.0	0.525	1.0
theta_pr[2,87]	0.149	0.00418	0.321	-0.47	0.135	0.797	5901.0	0.366	1.0
theta_pr[2,88]	-0.635	0.00351	0.339	-1.3	-0.643	0.029	9337.0	0.579	1.0
theta_pr[2,89]	-0.365	0.00494	0.291	-0.96	-0.371	0.189	3472.0	0.215	1.0
theta_pr[2,90]	-0.152	0.00642	0.383	-0.867	-0.174	0.619	3557.0	0.22	1.0
theta_pr[2,91]	-0.0401	0.00363	0.323	-0.684	-0.049	0.586	7924.0	0.491	1.0
theta_pr[2,92]	-0.907	0.00518	0.349	-1.59	-0.92	-0.204	4550.0	0.282	1.0
theta_pr[2,93]	0.12	0.00518	0.344	-0.553	0.107	0.808	4422.0	0.274	1.0
theta_pr[2,94]	1.19	0.00446	0.402	0.412	1.17	1.99	8106.0	0.502	1.0
theta_pr[2,95]	2.4	0.00624	0.614	1.23	2.37	3.62	9680.0	0.6	1.0
theta_pr[2,96]	-0.355	0.00379	0.31	-0.956	-0.366	0.262	6729.0	0.417	1.0
theta_pr[2,97]	-0.754	0.00429	0.326	-1.4	-0.766	-0.112	5785.0	0.359	1.0
theta_pr[2,98]	-0.666	0.00368	0.338	-1.36	-0.67	-0.0221	8428.0	0.522	1.0
theta_pr[2,99]	2.32	0.00479	0.524	1.31	2.29	3.36	11986.0	0.743	1.0
theta_pr[2,100]	1.13	0.00506	0.423	0.321	1.12	1.97	7003.0	0.434	1.0
theta_pr[2,101]	-0.929	0.00436	0.317	-1.54	-0.944	-0.296	5273.0	0.327	1.0
theta_pr[2,102]	-0.0791	0.00419	0.334	-0.722	-0.0911	0.603	6344.0	0.393	1.0
theta_pr[2,103]	1.31	0.0056	0.437	0.488	1.29	2.19	6091.0	0.377	1.0
theta_pr[2,104]	-0.502	0.00363	0.368	-1.25	-0.503	0.205	10281.0	0.637	1.0
theta_pr[2,105]	-1.06	0.00556	0.36	-1.74	-1.09	-0.328	4203.0	0.26	1.0
theta_pr[2,106]	-1.29	0.00541	0.373	-2.04	-1.3	-0.563	4771.0	0.296	1.0
theta_pr[2,107]	0.104	0.00385	0.343	-0.559	0.088	0.77	7943.0	0.492	1.0
theta_pr[2,108]	1.05	0.00408	0.429	0.213	1.03	1.88	11022.0	0.683	1.0
theta_pr[2,109]	-0.535	0.00382	0.312	-1.14	-0.547	0.0816	6668.0	0.413	1.0
theta_pr[2,110]	-0.357	0.0042	0.332	-1.0	-0.363	0.285	6237.0	0.387	1.0
theta_pr[2,111]	2.76	0.00518	0.575	1.66	2.74	3.91	12357.0	0.766	1.0
theta_pr[2,112]	-0.404	0.0046	0.377	-1.13	-0.417	0.334	6741.0	0.418	1.0
theta_pr[2,113]	-0.0712	0.00507	0.365	-0.79	-0.0802	0.64	5179.0	0.321	1.0
theta_pr[2,114]	-1.23	0.00387	0.356	-1.97	-1.23	-0.546	8476.0	0.525	1.0
theta_pr[2,115]	-0.392	0.00368	0.287	-0.97	-0.393	0.157	6105.0	0.378	1.0
theta_pr[2,116]	-0.173	0.00389	0.355	-0.881	-0.181	0.522	8354.0	0.518	1.0
theta_pr[2,117]	-1.26	0.00539	0.274	-1.84	-1.25	-0.757	2578.0	0.16	1.0
theta_pr[2,118]	-1.19	0.00462	0.309	-1.82	-1.19	-0.598	4474.0	0.277	1.0
theta_pr[2,119]	-0.182	0.00363	0.289	-0.762	-0.187	0.37	6351.0	0.394	1.0
theta_pr[2,120]	0.148	0.00347	0.327	-0.485	0.138	0.783	8841.0	0.548	1.0
