	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b3[103]	3.16	0.003	0.435	2.36	3.13	4.04	21080.0	1.83	1.0
b3[104]	0.659	0.00265	0.398	-0.146	0.655	1.42	22632.0	1.97	1.0
b3[105]	0.225	0.00148	0.193	-0.168	0.223	0.593	16997.0	1.48	1.0
b3[106]	-0.709	0.00213	0.301	-1.33	-0.706	-0.15	20029.0	1.74	1.0
b3[107]	1.08	0.00198	0.277	0.528	1.07	1.61	19527.0	1.7	1.0
b3[108]	2.37	0.00335	0.477	1.47	2.35	3.31	20345.0	1.77	1.0
b3[109]	0.498	0.00162	0.221	0.0515	0.497	0.921	18523.0	1.61	1.0
b3[110]	0.879	0.00206	0.281	0.333	0.869	1.43	18736.0	1.63	1.0
b3[111]	4.47	0.00525	0.696	3.2	4.42	5.92	17526.0	1.52	1.0
b3[112]	0.597	0.00293	0.404	-0.199	0.589	1.38	19010.0	1.65	1.0
b3[113]	1.46	0.00191	0.241	0.993	1.46	1.94	15907.0	1.38	1.0
b3[114]	-0.355	0.00239	0.349	-1.09	-0.353	0.299	21402.0	1.86	1.0
b3[115]	0.922	0.00186	0.27	0.391	0.913	1.45	21034.0	1.83	1.0
b3[116]	1.07	0.00265	0.392	0.307	1.05	1.83	21878.0	1.9	1.0
b3[117]	0.552	0.0019	0.276	0.0031	0.545	1.09	20958.0	1.82	1.0
b3[118]	0.0262	0.0017	0.225	-0.434	0.0269	0.451	17439.0	1.52	1.0
b3[119]	1.37	0.00216	0.327	0.735	1.36	2.02	22945.0	2.0	1.0
b3[120]	1.55	0.00251	0.372	0.833	1.53	2.28	21853.0	1.9	1.0
b3[121]	0.687	0.00196	0.268	0.152	0.681	1.21	18604.0	1.62	1.0
b3[122]	0.831	0.00166	0.206	0.42	0.829	1.23	15411.0	1.34	1.0
b3[123]	1.56	0.00193	0.243	1.08	1.55	2.03	15748.0	1.37	1.0
b3[124]	-0.604	0.00207	0.284	-1.2	-0.6	-0.0794	18710.0	1.63	1.0
b3[125]	-0.354	0.00144	0.183	-0.727	-0.354	-0.0121	16203.0	1.41	1.0
b3[126]	1.47	0.00213	0.317	0.869	1.46	2.11	22207.0	1.93	1.0
b3[127]	0.332	0.00201	0.281	-0.244	0.331	0.869	19632.0	1.71	1.0
b3[128]	1.26	0.00276	0.397	0.467	1.25	2.05	20733.0	1.8	1.0
b3[129]	0.804	0.0018	0.257	0.292	0.798	1.3	20495.0	1.78	1.0
b3[130]	0.483	0.00152	0.198	0.0872	0.481	0.866	16952.0	1.47	1.0
b3[131]	0.576	0.00204	0.3	-0.0194	0.568	1.15	21638.0	1.88	1.0
b3[132]	2.35	0.00282	0.408	1.57	2.33	3.17	21005.0	1.83	1.0
b3[133]	0.92	0.002	0.259	0.409	0.912	1.42	16752.0	1.46	1.0
b3[134]	0.51	0.00199	0.287	-0.0634	0.505	1.06	20937.0	1.82	1.0
b3[135]	4.14	0.00449	0.624	3.01	4.09	5.44	19337.0	1.68	1.0
b3[136]	1.03	0.0023	0.347	0.349	1.02	1.71	22730.0	1.98	1.0
b3[137]	1.37	0.00217	0.284	0.826	1.36	1.94	17101.0	1.49	1.0
b3[138]	3.77	0.00384	0.557	2.74	3.74	4.91	21108.0	1.84	1.0
b3[139]	2.39	0.00291	0.417	1.61	2.37	3.23	20481.0	1.78	1.0
b3[140]	0.678	0.00187	0.268	0.132	0.675	1.19	20611.0	1.79	1.0
b3[141]	2.23	0.00391	0.422	1.42	2.21	3.07	11635.0	1.01	1.0
b3[142]	0.769	0.00207	0.301	0.175	0.755	1.36	21232.0	1.85	1.0
b3[143]	2.71	0.0029	0.419	1.92	2.69	3.54	20856.0	1.81	1.0
b3[144]	0.797	0.00154	0.206	0.38	0.793	1.19	17950.0	1.56	1.0
b3[145]	2.26	0.0022	0.308	1.66	2.24	2.87	19723.0	1.72	1.0
b4[1]	0.365	0.00182	0.263	-0.168	0.359	0.871	20837.0	1.81	1.0
b4[2]	0.771	0.00188	0.289	0.196	0.764	1.34	23706.0	2.06	1.0
b4[3]	-0.427	0.00177	0.265	-0.981	-0.423	0.0603	22483.0	1.96	1.0
b4[4]	-0.13	0.0014	0.189	-0.528	-0.131	0.223	18277.0	1.59	1.0
b4[5]	-0.0231	0.00218	0.322	-0.691	-0.0243	0.583	21842.0	1.9	1.0
b4[6]	0.363	0.00192	0.29	-0.224	0.36	0.922	22899.0	1.99	1.0
b4[7]	0.496	0.00217	0.333	-0.177	0.491	1.13	23550.0	2.05	1.0
b4[8]	-0.0179	0.00192	0.288	-0.617	-0.0185	0.515	22603.0	1.97	1.0
b4[9]	0.204	0.00158	0.224	-0.248	0.203	0.634	20131.0	1.75	1.0
b4[10]	0.317	0.00162	0.236	-0.163	0.315	0.766	21183.0	1.84	1.0
b4[11]	-0.124	0.00205	0.316	-0.779	-0.125	0.462	23658.0	2.06	1.0
b4[12]	-0.419	0.00135	0.19	-0.816	-0.417	-0.0644	19762.0	1.72	1.0
b4[13]	-2.49	0.00233	0.327	-3.2	-2.48	-1.91	19598.0	1.7	1.0
b4[14]	-0.0477	0.00156	0.229	-0.526	-0.0487	0.38	21419.0	1.86	1.0
b4[15]	-0.472	0.00146	0.199	-0.888	-0.471	-0.0984	18598.0	1.62	1.0
b4[16]	0.296	0.00249	0.391	-0.494	0.293	1.04	24692.0	2.15	1.0
b4[17]	-0.537	0.00146	0.219	-0.997	-0.535	-0.131	22677.0	1.97	1.0
b4[18]	0.278	0.00138	0.195	-0.119	0.277	0.651	19908.0	1.73	1.0
b4[19]	-0.45	0.00223	0.337	-1.16	-0.441	0.178	22700.0	1.97	1.0
b4[20]	0.52	0.00206	0.307	-0.0972	0.516	1.11	22141.0	1.93	1.0
b4[21]	-0.413	0.00162	0.213	-0.847	-0.411	-0.0172	17262.0	1.5	1.0
b4[22]	1.39	0.00259	0.399	0.627	1.38	2.17	23776.0	2.07	1.0
b4[23]	1.29	0.00232	0.337	0.636	1.29	1.95	21104.0	1.84	1.0
b4[24]	-0.0884	0.00209	0.305	-0.726	-0.0846	0.484	21343.0	1.86	1.0
b4[25]	-0.127	0.0019	0.269	-0.688	-0.13	0.379	20004.0	1.74	1.0
b4[26]	0.815	0.00212	0.303	0.218	0.803	1.41	20445.0	1.78	1.0
b4[27]	-0.306	0.0015	0.216	-0.754	-0.306	0.101	20860.0	1.81	1.0
b4[28]	-0.545	0.0015	0.223	-1.02	-0.541	-0.136	22150.0	1.93	1.0
b4[29]	-0.215	0.00189	0.289	-0.808	-0.217	0.331	23340.0	2.03	1.0
b4[30]	0.537	0.00143	0.194	0.149	0.533	0.911	18457.0	1.61	1.0
b4[31]	-0.766	0.00138	0.197	-1.18	-0.763	-0.399	20317.0	1.77	1.0
b4[32]	-3.39	0.00326	0.464	-4.43	-3.36	-2.59	20256.0	1.76	1.0
b4[33]	0.461	0.00158	0.235	-0.00838	0.458	0.91	22010.0	1.91	1.0
b4[34]	-0.171	0.00231	0.349	-0.896	-0.17	0.48	22942.0	2.0	1.0
b4[35]	-0.434	0.00139	0.197	-0.852	-0.433	-0.0681	20186.0	1.76	1.0
b4[36]	0.408	0.00251	0.39	-0.384	0.408	1.16	24087.0	2.1	1.0
b4[37]	0.741	0.00239	0.363	0.0292	0.73	1.45	22972.0	2.0	1.0
b4[38]	-3.01	0.0028	0.396	-3.89	-2.99	-2.31	20079.0	1.75	1.0
b4[39]	2.4	0.00291	0.419	1.6	2.38	3.24	20767.0	1.81	1.0
b4[40]	-0.771	0.00145	0.2	-1.19	-0.77	-0.405	18898.0	1.64	1.0
b4[41]	0.0801	0.00159	0.241	-0.415	0.0789	0.534	22946.0	2.0	1.0
b4[42]	-0.349	0.00138	0.188	-0.736	-0.348	0.0068	18597.0	1.62	1.0
b4[43]	-0.765	0.00197	0.295	-1.39	-0.76	-0.221	22451.0	1.95	1.0
b4[44]	0.824	0.0023	0.359	0.123	0.817	1.51	24438.0	2.13	1.0
b4[45]	-0.396	0.00212	0.305	-1.03	-0.397	0.17	20738.0	1.8	1.0
b4[46]	0.642	0.00139	0.197	0.243	0.64	1.02	19992.0	1.74	1.0
b4[47]	-0.238	0.00134	0.189	-0.623	-0.237	0.112	19832.0	1.73	1.0
b4[48]	1.56	0.00186	0.254	1.07	1.56	2.06	18741.0	1.63	1.0
b4[49]	0.425	0.00206	0.309	-0.197	0.419	1.02	22474.0	1.96	1.0
b4[50]	-0.441	0.00218	0.337	-1.15	-0.437	0.179	23806.0	2.07	1.0
b4[51]	-0.642	0.00135	0.193	-1.05	-0.64	-0.279	20398.0	1.77	1.0
b4[52]	-2.37	0.0022	0.308	-3.03	-2.35	-1.81	19556.0	1.7	1.0
b4[53]	-0.968	0.00155	0.24	-1.48	-0.961	-0.532	23810.0	2.07	1.0
b4[54]	0.789	0.00191	0.28	0.239	0.782	1.33	21490.0	1.87	1.0
b4[55]	0.669	0.002	0.312	0.0456	0.663	1.27	24340.0	2.12	1.0
b4[56]	0.966	0.00266	0.392	0.207	0.948	1.74	21709.0	1.89	1.0
b4[57]	0.657	0.00199	0.286	0.0917	0.649	1.21	20775.0	1.81	1.0
b4[58]	0.223	0.00151	0.214	-0.212	0.223	0.626	20002.0	1.74	1.0
b4[59]	-0.478	0.00141	0.205	-0.908	-0.475	-0.0983	21132.0	1.84	1.0
b4[60]	-3.53	0.0035	0.485	-4.62	-3.5	-2.7	19163.0	1.67	1.0
b4[61]	0.835	0.0014	0.199	0.429	0.834	1.22	20165.0	1.75	1.0
b4[62]	0.299	0.00151	0.223	-0.155	0.299	0.725	21668.0	1.88	1.0
b4[63]	0.589	0.00134	0.193	0.199	0.586	0.955	20640.0	1.8	1.0
b4[64]	-0.207	0.00141	0.189	-0.595	-0.207	0.152	17927.0	1.56	1.0
b4[65]	-0.109	0.00199	0.284	-0.7	-0.108	0.423	20482.0	1.78	1.0
b4[66]	-0.0129	0.0014	0.2	-0.421	-0.0127	0.364	20518.0	1.78	1.0
b4[67]	1.05	0.00259	0.378	0.323	1.04	1.79	21210.0	1.85	1.0
b4[68]	-0.431	0.00131	0.186	-0.812	-0.43	-0.0832	20303.0	1.77	1.0
b4[69]	0.999	0.00164	0.242	0.516	0.994	1.47	21881.0	1.9	1.0
b4[70]	-3.85	0.00386	0.543	-5.08	-3.81	-2.93	19752.0	1.72	1.0
b4[71]	-0.572	0.00135	0.189	-0.97	-0.57	-0.218	19643.0	1.71	1.0
b4[72]	0.246	0.00134	0.185	-0.131	0.246	0.601	19051.0	1.66	1.0
b4[73]	1.47	0.00168	0.231	1.01	1.46	1.92	18945.0	1.65	1.0
b4[74]	0.143	0.00135	0.192	-0.247	0.144	0.509	20193.0	1.76	1.0
b4[75]	-0.269	0.00154	0.228	-0.743	-0.267	0.15	21880.0	1.9	1.0
b4[76]	0.196	0.00144	0.215	-0.247	0.197	0.607	22536.0	1.96	1.0
b4[77]	-0.269	0.0015	0.223	-0.735	-0.267	0.146	22063.0	1.92	1.0
b4[78]	1.86	0.00289	0.406	1.09	1.84	2.67	19810.0	1.72	1.0
b4[79]	0.0893	0.00228	0.343	-0.628	0.0902	0.731	22722.0	1.98	1.0
b4[80]	-0.695	0.00188	0.283	-1.3	-0.69	-0.177	22642.0	1.97	1.0
b4[81]	0.185	0.00132	0.185	-0.202	0.186	0.532	19697.0	1.71	1.0
b4[82]	-0.149	0.00213	0.332	-0.844	-0.146	0.472	24263.0	2.11	1.0
b4[83]	-0.0106	0.00136	0.193	-0.412	-0.0106	0.357	20227.0	1.76	1.0
b4[84]	-0.0716	0.00146	0.215	-0.524	-0.0708	0.336	21675.0	1.89	1.0
b4[85]	-2.85	0.00249	0.371	-3.67	-2.84	-2.2	22274.0	1.94	1.0
b4[86]	-0.41	0.00145	0.21	-0.846	-0.407	-0.0189	20820.0	1.81	1.0
b4[87]	0.516	0.0015	0.215	0.0741	0.512	0.932	20581.0	1.79	1.0
b4[88]	1.19	0.00243	0.374	0.463	1.18	1.92	23671.0	2.06	1.0
b4[89]	-0.0308	0.00146	0.21	-0.464	-0.0327	0.364	20787.0	1.81	1.0
b4[90]	-0.184	0.00134	0.186	-0.57	-0.184	0.163	19072.0	1.66	1.0
b4[91]	0.198	0.00176	0.28	-0.381	0.199	0.735	25324.0	2.2	1.0
b4[92]	-0.466	0.00136	0.19	-0.86	-0.465	-0.108	19449.0	1.69	1.0
b4[93]	0.632	0.00182	0.269	0.105	0.626	1.15	21867.0	1.9	1.0
b4[94]	-0.463	0.00138	0.194	-0.866	-0.463	-0.0982	19995.0	1.74	1.0
b4[95]	-3.84	0.00389	0.55	-5.11	-3.81	-2.91	20040.0	1.74	1.0
b4[96]	0.392	0.00168	0.252	-0.113	0.388	0.87	22465.0	1.95	1.0
b4[97]	-0.64	0.0015	0.22	-1.11	-0.637	-0.236	21593.0	1.88	1.0
b4[98]	-1.2	0.00266	0.377	-2.0	-1.19	-0.514	20085.0	1.75	1.0
b4[99]	-0.96	0.00182	0.252	-1.5	-0.951	-0.506	19215.0	1.67	1.0
b4[100]	-1.98	0.00186	0.271	-2.57	-1.97	-1.49	21222.0	1.85	1.0
b4[101]	-0.144	0.00153	0.225	-0.609	-0.144	0.283	21602.0	1.88	1.0
b4[102]	0.348	0.00153	0.22	-0.105	0.346	0.758	20638.0	1.8	1.0
b4[103]	-0.972	0.00145	0.205	-1.41	-0.97	-0.595	19902.0	1.73	1.0
b4[104]	-0.153	0.0021	0.315	-0.813	-0.153	0.428	22357.0	1.94	1.0
b4[105]	-0.609	0.00141	0.198	-1.02	-0.608	-0.243	19728.0	1.72	1.0
b4[106]	1.24	0.00272	0.407	0.444	1.23	2.04	22278.0	1.94	1.0
b4[107]	-0.224	0.00195	0.29	-0.831	-0.224	0.323	22200.0	1.93	1.0
b4[108]	0.615	0.00211	0.32	-0.0228	0.606	1.23	22989.0	2.0	1.0
b4[109]	0.126	0.00159	0.237	-0.357	0.126	0.569	22214.0	1.93	1.0
b4[110]	0.239	0.00154	0.232	-0.231	0.238	0.672	22713.0	1.98	1.0
b4[111]	0.188	0.00173	0.247	-0.311	0.189	0.658	20265.0	1.76	1.0
b4[112]	-0.00402	0.00177	0.271	-0.566	-0.00777	0.509	23479.0	2.04	1.0
b4[113]	-0.518	0.00137	0.187	-0.908	-0.516	-0.169	18635.0	1.62	1.0
b4[114]	0.363	0.00197	0.306	-0.254	0.36	0.96	24317.0	2.12	1.0
b4[115]	-0.301	0.00204	0.313	-0.964	-0.299	0.283	23617.0	2.05	1.0
b4[116]	0.0979	0.00191	0.287	-0.496	0.0998	0.639	22494.0	1.96	1.0
b4[117]	-0.589	0.00138	0.199	-1.0	-0.584	-0.224	20781.0	1.81	1.0
b4[118]	0.226	0.00195	0.293	-0.366	0.224	0.784	22457.0	1.95	1.0
b4[119]	-0.192	0.00166	0.249	-0.714	-0.19	0.266	22429.0	1.95	1.0
b4[120]	-0.0245	0.00167	0.251	-0.548	-0.0245	0.452	22773.0	1.98	1.0
b4[121]	-0.661	0.00164	0.235	-1.15	-0.657	-0.235	20536.0	1.79	1.0
b4[122]	-0.255	0.0013	0.186	-0.634	-0.256	0.0963	20583.0	1.79	1.0
b4[123]	0.388	0.00137	0.189	0.00618	0.387	0.743	19056.0	1.66	1.0
b4[124]	-0.516	0.00166	0.253	-1.04	-0.513	-0.0444	23159.0	2.01	1.0
b4[125]	-0.957	0.00145	0.2	-1.39	-0.953	-0.593	19051.0	1.66	1.0
b4[126]	1.15	0.00242	0.357	0.461	1.13	1.85	21688.0	1.89	1.0
b4[127]	-0.491	0.00196	0.278	-1.08	-0.486	0.0255	20126.0	1.75	1.0
b4[128]	-0.033	0.00183	0.282	-0.618	-0.0319	0.493	23748.0	2.07	1.0
b4[129]	-0.757	0.00175	0.263	-1.31	-0.75	-0.278	22544.0	1.96	1.0
b4[130]	-0.683	0.00134	0.201	-1.11	-0.682	-0.305	22460.0	1.95	1.0
b4[131]	1.13	0.00215	0.32	0.502	1.12	1.76	22200.0	1.93	1.0
b4[132]	0.507	0.00151	0.235	0.0382	0.504	0.964	24285.0	2.11	1.0
b4[133]	0.677	0.00154	0.218	0.243	0.672	1.1	20098.0	1.75	1.0
b4[134]	-0.251	0.00162	0.25	-0.767	-0.254	0.214	23715.0	2.06	1.0
b4[135]	-3.36	0.00327	0.454	-4.37	-3.34	-2.56	19314.0	1.68	1.0
b4[136]	0.549	0.00157	0.23	0.0835	0.547	0.983	21598.0	1.88	1.0
b4[137]	0.57	0.00178	0.23	0.106	0.568	1.01	16846.0	1.47	1.0
b4[138]	1.3	0.0021	0.305	0.702	1.29	1.91	21097.0	1.84	1.0
b4[139]	0.29	0.00154	0.225	-0.165	0.286	0.717	21450.0	1.87	1.0
b4[140]	0.483	0.00195	0.301	-0.117	0.477	1.07	23912.0	2.08	1.0
b4[141]	-0.712	0.00211	0.235	-1.2	-0.708	-0.282	12393.0	1.08	1.0
b4[142]	-0.0812	0.00138	0.203	-0.503	-0.0817	0.303	21461.0	1.87	1.0
b4[143]	0.783	0.00148	0.212	0.35	0.781	1.2	20505.0	1.78	1.0
b4[144]	0.335	0.00144	0.195	-0.0654	0.334	0.71	18443.0	1.6	1.0
b4[145]	1.55	0.00189	0.261	1.05	1.54	2.07	19032.0	1.66	1.0
a1[1]	0.0956	0.000208	0.0277	0.053	0.0915	0.158	17860.0	1.55	1.0
a1[2]	0.432	0.00054	0.0802	0.272	0.429	0.588	22027.0	1.92	1.0
a1[3]	0.165	0.000527	0.0665	0.0639	0.155	0.311	15954.0	1.39	1.0
a1[4]	0.0494	0.000708	0.0629	0.00597	0.029	0.214	7882.0	0.686	1.0
a1[5]	0.126	0.000183	0.025	0.0823	0.124	0.179	18779.0	1.63	1.0
a1[6]	0.236	0.000771	0.0911	0.0898	0.226	0.428	13935.0	1.21	1.0
a1[7]	0.168	0.000276	0.0381	0.101	0.164	0.246	19137.0	1.66	1.0
a1[8]	0.205	0.000537	0.0686	0.0865	0.2	0.346	16293.0	1.42	1.0
a1[9]	0.203	0.00172	0.145	0.0305	0.169	0.506	7113.0	0.619	1.0
a1[10]	0.176	0.000427	0.0588	0.0792	0.17	0.302	18975.0	1.65	1.0
a1[11]	0.16	0.000316	0.0433	0.0863	0.154	0.251	18779.0	1.63	1.0
a1[12]	0.0421	0.00046	0.0385	0.0108	0.0309	0.139	7005.0	0.609	1.0
a1[13]	0.046	0.00075	0.0691	0.00112	0.0224	0.234	8476.0	0.737	1.0
a1[14]	0.0906	0.000476	0.0487	0.0364	0.0768	0.214	10507.0	0.914	1.0
a1[15]	0.0903	0.00182	0.121	0.0153	0.0437	0.471	4386.0	0.382	1.0
a1[16]	0.21	0.000329	0.0463	0.126	0.207	0.305	19750.0	1.72	1.0
a1[17]	0.0687	0.000343	0.0359	0.0276	0.0596	0.155	10930.0	0.951	1.0
a1[18]	0.0565	0.000487	0.0429	0.0177	0.0439	0.163	7766.0	0.676	1.0
a1[19]	0.166	0.000309	0.0433	0.0918	0.161	0.258	19560.0	1.7	1.0
a1[20]	0.315	0.000923	0.103	0.111	0.315	0.508	12456.0	1.08	1.0
a1[21]	0.439	0.00239	0.192	0.0292	0.452	0.774	6418.0	0.558	1.0
a1[22]	0.321	0.000493	0.0714	0.182	0.318	0.459	20992.0	1.83	1.0
a1[23]	0.162	0.000329	0.0456	0.0876	0.156	0.261	19147.0	1.67	1.0
a1[24]	0.209	0.000546	0.0671	0.0971	0.202	0.353	15126.0	1.32	1.0
a1[25]	0.108	0.000237	0.0313	0.0608	0.103	0.178	17405.0	1.51	1.0
a1[26]	0.116	0.0003	0.0391	0.0596	0.109	0.206	17003.0	1.48	1.0
a1[27]	0.189	0.000936	0.0998	0.0445	0.175	0.4	11376.0	0.99	1.0
a1[28]	0.0943	0.000772	0.0743	0.0226	0.0693	0.289	9260.0	0.806	1.0
a1[29]	0.136	0.000271	0.0369	0.0769	0.132	0.218	18546.0	1.61	1.0
a1[30]	0.0705	0.00115	0.0943	0.00773	0.0335	0.351	6677.0	0.581	1.0
a1[31]	0.0391	0.00068	0.0593	0.00269	0.0202	0.188	7599.0	0.661	1.0
a1[32]	0.0387	0.000505	0.0518	0.00049	0.0209	0.17	10523.0	0.915	1.0
a1[33]	0.341	0.00122	0.119	0.0803	0.345	0.561	9457.0	0.823	1.0
a1[34]	0.301	0.000458	0.068	0.169	0.299	0.434	22036.0	1.92	1.0
a1[35]	0.0395	0.000505	0.0369	0.0134	0.0295	0.129	5351.0	0.465	1.0
a1[36]	0.237	0.000331	0.0437	0.153	0.235	0.323	17464.0	1.52	1.0
a1[37]	0.17	0.000252	0.0349	0.108	0.167	0.241	19239.0	1.67	1.0
a1[38]	0.0375	0.000569	0.0551	0.000772	0.0199	0.179	9383.0	0.816	1.0
a1[39]	0.403	0.000941	0.123	0.147	0.403	0.635	17027.0	1.48	1.0
a1[40]	0.262	0.00163	0.162	0.0277	0.243	0.602	9864.0	0.858	1.0
a1[41]	0.131	0.000507	0.0584	0.0506	0.119	0.267	13267.0	1.15	1.0
a1[42]	0.03	0.000832	0.0614	0.00126	0.0126	0.186	5434.0	0.473	1.0
a1[43]	0.123	0.000254	0.0349	0.0653	0.119	0.198	18837.0	1.64	1.0
a1[44]	0.188	0.000379	0.0521	0.0974	0.183	0.297	18970.0	1.65	1.0
a1[45]	0.324	0.0006	0.084	0.162	0.323	0.487	19590.0	1.7	1.0
a1[46]	0.0874	0.00221	0.137	0.00722	0.0263	0.491	3844.0	0.334	1.0
a1[47]	0.0342	0.000711	0.0455	0.00876	0.0239	0.105	4098.0	0.357	1.0
a1[48]	0.196	0.00284	0.198	0.0073	0.115	0.638	4839.0	0.421	1.0
a1[49]	0.181	0.000393	0.0509	0.097	0.175	0.291	16812.0	1.46	1.0
a1[50]	0.302	0.000514	0.0737	0.159	0.301	0.447	20534.0	1.79	1.0
a1[51]	0.0354	0.000784	0.0477	0.00662	0.0222	0.144	3706.0	0.322	1.0
a1[52]	0.00569	0.00015	0.0126	0.000103	0.00321	0.0212	7046.0	0.613	1.0
a1[53]	0.166	0.000808	0.0889	0.0419	0.151	0.362	12108.0	1.05	1.0
a1[54]	0.108	0.000474	0.0519	0.0439	0.0951	0.233	11971.0	1.04	1.0
a1[55]	0.247	0.000758	0.0988	0.0892	0.235	0.454	16997.0	1.48	1.0
a1[56]	0.306	0.00061	0.0817	0.148	0.304	0.464	17935.0	1.56	1.0
a1[57]	0.139	0.000273	0.0379	0.0788	0.134	0.224	19337.0	1.68	1.0
a1[58]	0.0917	0.000329	0.0408	0.0377	0.0828	0.191	15364.0	1.34	1.0
a1[59]	0.136	0.00125	0.109	0.0278	0.0947	0.411	7584.0	0.66	1.0
a1[60]	0.0526	0.000705	0.0654	0.0032	0.0307	0.226	8595.0	0.748	1.0
a1[61]	0.027	0.000714	0.0486	0.00385	0.0153	0.122	4621.0	0.402	1.0
a1[62]	0.135	0.000565	0.0634	0.0473	0.121	0.279	12577.0	1.09	1.0
a1[63]	0.0679	0.00137	0.0993	0.00927	0.0291	0.366	5257.0	0.457	1.0
a1[64]	0.0275	0.000534	0.039	0.00263	0.0154	0.125	5352.0	0.466	1.0
a1[65]	0.12	0.000193	0.0263	0.0755	0.117	0.176	18494.0	1.61	1.0
a1[66]	0.0458	0.000205	0.0213	0.0206	0.0409	0.0974	10807.0	0.94	1.0
a1[67]	0.272	0.000409	0.0596	0.155	0.271	0.388	21222.0	1.85	1.0
a1[68]	0.0135	0.00029	0.0222	0.00134	0.00888	0.0482	5881.0	0.512	1.0
a1[69]	0.295	0.0015	0.154	0.0509	0.288	0.597	10545.0	0.917	1.0
a1[70]	0.0328	0.000352	0.0406	0.000423	0.0206	0.132	13311.0	1.16	1.0
a1[71]	0.0194	0.000444	0.0329	0.00165	0.0115	0.083	5493.0	0.478	1.0
a1[72]	0.0587	0.00158	0.108	0.00348	0.0207	0.397	4673.0	0.407	1.0
a1[73]	0.0557	0.00148	0.102	0.0022	0.0172	0.36	4759.0	0.414	1.0
a1[74]	0.0518	0.00127	0.081	0.00865	0.025	0.294	4071.0	0.354	1.0
a1[75]	0.0699	0.000162	0.0211	0.0379	0.0664	0.118	17017.0	1.48	1.0
a1[76]	0.0985	0.000373	0.044	0.0425	0.0882	0.206	13954.0	1.21	1.0
a1[77]	0.112	0.000357	0.045	0.0481	0.103	0.215	15856.0	1.38	1.0
a1[78]	0.2	0.000342	0.0459	0.119	0.195	0.296	18013.0	1.57	1.0
a1[79]	0.157	0.00022	0.0295	0.103	0.154	0.218	18076.0	1.57	1.0
a1[80]	0.101	0.000254	0.0329	0.0522	0.0954	0.177	16721.0	1.45	1.0
a1[81]	0.0603	0.00149	0.096	0.00794	0.026	0.353	4176.0	0.363	1.0
a1[82]	0.202	0.000292	0.0426	0.12	0.2	0.286	21219.0	1.85	1.0
a1[83]	0.0373	0.000196	0.0211	0.0154	0.0319	0.0858	11582.0	1.01	1.0
a1[84]	0.303	0.000704	0.0923	0.119	0.303	0.477	17154.0	1.49	1.0
a1[85]	0.0344	0.000456	0.0422	0.00241	0.022	0.135	8539.0	0.743	1.0
a1[86]	0.143	0.000578	0.0676	0.052	0.128	0.305	13682.0	1.19	1.0
a1[87]	0.097	0.000809	0.0734	0.0245	0.0719	0.284	8242.0	0.717	1.0
a1[88]	0.244	0.00038	0.055	0.14	0.241	0.355	20923.0	1.82	1.0
a1[89]	0.141	0.00492	0.211	0.0207	0.05	0.75	1833.0	0.159	1.0
a1[90]	0.0203	0.000654	0.0392	0.00307	0.0123	0.0746	3591.0	0.312	1.0
a1[91]	0.257	0.000686	0.0895	0.101	0.251	0.44	17052.0	1.48	1.0
a1[92]	0.0259	0.000677	0.0387	0.00716	0.0174	0.086	3279.0	0.285	1.0
a1[93]	0.1	0.0002	0.0274	0.0571	0.0959	0.161	18828.0	1.64	1.0
a1[94]	0.0568	0.000469	0.0466	0.0132	0.0422	0.176	9872.0	0.859	1.0
a1[95]	0.0369	0.000584	0.0535	0.000422	0.0186	0.18	8391.0	0.73	1.0
a1[96]	0.0904	0.000323	0.0359	0.0412	0.0826	0.177	12350.0	1.07	1.0
a1[97]	0.0623	0.000257	0.0284	0.0288	0.0555	0.13	12240.0	1.06	1.0
a1[98]	0.268	0.000415	0.0588	0.154	0.266	0.383	20124.0	1.75	1.0
a1[99]	0.499	0.00106	0.135	0.2	0.504	0.739	16221.0	1.41	1.0
a1[100]	0.0251	0.000441	0.0399	0.000707	0.0133	0.121	8180.0	0.712	1.0
a1[101]	0.0598	0.000174	0.0204	0.0308	0.056	0.107	13750.0	1.2	1.0
a1[102]	0.0574	0.000287	0.0292	0.025	0.0501	0.129	10345.0	0.9	1.0
a1[103]	0.0403	0.000644	0.054	0.0036	0.0238	0.171	7028.0	0.611	1.0
a1[104]	0.231	0.000425	0.0622	0.12	0.227	0.357	21378.0	1.86	1.0
a1[105]	0.0336	0.000699	0.0444	0.00845	0.0213	0.143	4036.0	0.351	1.0
a1[106]	0.146	0.000254	0.0343	0.0878	0.143	0.22	18249.0	1.59	1.0
a1[107]	0.113	0.000353	0.0417	0.0531	0.105	0.207	13986.0	1.22	1.0
a1[108]	0.198	0.000384	0.0539	0.105	0.194	0.312	19691.0	1.71	1.0
a1[109]	0.0721	0.00029	0.031	0.0319	0.0653	0.146	11408.0	0.992	1.0
a1[110]	0.0784	0.000306	0.035	0.0346	0.0701	0.165	13072.0	1.14	1.0
a1[111]	0.512	0.000868	0.126	0.252	0.512	0.748	21005.0	1.83	1.0
a1[112]	0.144	0.000299	0.041	0.0778	0.138	0.233	18828.0	1.64	1.0
a1[113]	0.0308	0.000514	0.0403	0.00386	0.0193	0.13	6161.0	0.536	1.0
a1[114]	0.219	0.000317	0.0466	0.13	0.217	0.31	21627.0	1.88	1.0
