	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1[77]	16.8	0.0405	4.75	8.61	16.4	26.7	13763.0	1.2	1.0
b1[78]	20.8	0.0342	4.17	13.2	20.5	29.2	14910.0	1.3	1.0
b1[79]	23.3	0.0334	4.68	14.5	23.0	32.6	19659.0	1.71	1.0
b1[80]	15.0	0.0361	4.45	7.33	14.6	24.4	15266.0	1.33	1.0
b1[81]	12.2	0.0865	6.72	1.62	12.0	25.1	6023.0	0.524	1.0
b1[82]	19.0	0.0265	3.74	12.3	18.7	26.7	19886.0	1.73	1.0
b1[83]	17.2	0.0504	5.78	6.49	17.0	28.5	13133.0	1.14	1.0
b1[84]	12.2	0.0248	2.61	7.87	11.9	17.6	11121.0	0.967	1.0
b1[85]	12.7	0.0667	6.21	2.35	12.2	25.3	8682.0	0.755	1.0
b1[86]	14.7	0.0404	4.61	7.29	14.1	24.7	13021.0	1.13	1.0
b1[87]	9.22	0.0595	5.16	2.21	8.2	20.7	7531.0	0.655	1.0
b1[88]	12.8	0.0208	2.85	7.84	12.4	18.9	18755.0	1.63	1.0
b1[89]	13.1	0.121	7.0	2.05	13.3	26.3	3373.0	0.293	1.0
b1[90]	15.2	0.0854	6.78	1.84	15.1	28.2	6314.0	0.549	1.0
b1[91]	11.6	0.0313	3.44	6.52	11.0	19.6	12048.0	1.05	1.0
b1[92]	15.3	0.0766	6.36	2.72	15.2	27.6	6892.0	0.6	1.0
b1[93]	22.2	0.0358	4.76	13.4	22.0	31.7	17677.0	1.54	1.0
b1[94]	12.9	0.0559	5.63	3.15	12.4	24.4	10149.0	0.883	1.0
b1[95]	8.76	0.0937	6.93	-3.73	8.28	23.0	5473.0	0.476	1.0
b1[96]	14.8	0.042	4.66	7.01	14.3	24.7	12316.0	1.07	1.0
b1[97]	17.8	0.0456	5.22	8.14	17.5	28.2	13143.0	1.14	1.0
b1[98]	13.0	0.0248	3.12	7.75	12.7	19.6	15725.0	1.37	1.0
b1[99]	-0.0974	0.0165	1.89	-4.03	-0.111	3.46	13058.0	1.14	1.0
b1[100]	11.0	0.0763	6.77	-0.928	10.7	24.5	7861.0	0.684	1.0
b1[101]	17.0	0.044	4.94	8.33	16.7	27.2	12616.0	1.1	1.0
b1[102]	16.0	0.0482	5.39	6.28	15.7	27.0	12527.0	1.09	1.0
b1[103]	11.8	0.0675	6.28	0.886	11.4	24.4	8650.0	0.752	1.0
b1[104]	18.0	0.0308	4.14	10.7	17.6	26.6	18059.0	1.57	1.0
b1[105]	14.9	0.0761	6.56	2.4	14.8	27.4	7422.0	0.646	1.0
b1[106]	20.5	0.0342	4.68	12.2	20.2	30.1	18653.0	1.62	1.0
b1[107]	11.4	0.0332	3.82	5.35	10.8	19.8	13182.0	1.15	1.0
b1[108]	16.2	0.0277	3.68	9.88	15.8	24.1	17645.0	1.53	1.0
b1[109]	11.9	0.0423	4.46	4.76	11.3	21.5	11131.0	0.968	1.0
b1[110]	15.3	0.0428	4.94	6.94	14.9	25.6	13315.0	1.16	1.0
b1[111]	0.499	0.0168	2.11	-3.9	0.489	4.51	15836.0	1.38	1.0
b1[112]	21.9	0.0339	4.49	13.8	21.6	31.1	17593.0	1.53	1.0
b1[113]	14.2	0.0659	6.39	2.69	13.9	26.8	9389.0	0.817	1.0
b1[114]	18.0	0.0261	3.61	11.6	17.7	25.4	19195.0	1.67	1.0
b1[115]	9.01	0.0182	2.22	5.41	8.73	13.9	14953.0	1.3	1.0
b1[116]	17.3	0.0303	4.1	10.2	16.9	26.0	18353.0	1.6	1.0
b1[117]	6.36	0.00879	1.22	4.18	6.26	8.9	19301.0	1.68	1.0
b1[118]	5.79	0.0178	1.95	3.04	5.42	10.3	12065.0	1.05	1.0
b1[119]	9.37	0.0327	3.47	4.47	8.71	17.6	11204.0	0.975	1.0
b1[120]	18.5	0.0362	4.63	10.2	18.1	28.0	16343.0	1.42	1.0
b1[121]	20.5	0.0423	5.18	11.0	20.2	31.0	15020.0	1.31	1.0
b1[122]	14.3	0.114	7.47	1.19	14.5	28.2	4262.0	0.371	1.0
b1[123]	11.9	0.152	9.31	-2.17	12.5	29.0	3732.0	0.325	1.0
b1[124]	14.5	0.0433	4.63	7.37	13.8	24.9	11440.0	0.995	1.0
b1[125]	16.8	0.0967	7.44	1.27	16.9	30.7	5909.0	0.514	1.0
b1[126]	8.83	0.0267	2.82	4.66	8.32	15.4	11216.0	0.976	1.0
b1[127]	19.6	0.0352	4.49	11.5	19.2	29.0	16318.0	1.42	1.0
b1[128]	19.8	0.0342	4.55	11.6	19.5	29.1	17705.0	1.54	1.0
b1[129]	10.9	0.05	4.93	3.93	10.0	21.9	9705.0	0.844	1.0
b1[130]	15.5	0.0596	5.89	4.38	15.3	27.0	9745.0	0.848	1.0
b1[131]	17.1	0.0344	4.32	9.63	16.7	26.0	15717.0	1.37	1.0
b1[132]	7.09	0.0356	3.08	3.33	6.36	14.7	7513.0	0.654	1.0
b1[133]	8.59	0.0745	5.37	3.16	6.49	22.1	5183.0	0.451	1.0
b1[134]	9.01	0.0243	2.76	4.9	8.53	15.3	12963.0	1.13	1.0
b1[135]	10.2	0.0851	6.66	-1.72	9.71	23.3	6131.0	0.533	1.0
b1[136]	11.1	0.0392	4.2	4.92	10.3	20.6	11473.0	0.998	1.0
b1[137]	7.11	0.0629	4.82	2.16	5.31	19.0	5881.0	0.512	1.0
b1[138]	-0.59	0.0147	1.71	-3.92	-0.633	2.72	13474.0	1.17	1.0
b1[139]	14.2	0.0417	4.7	6.7	13.5	24.4	12747.0	1.11	1.0
b1[140]	12.8	0.0438	4.62	5.59	12.2	22.8	11122.0	0.967	1.0
b1[141]	5.55	0.0796	4.25	2.42	4.17	18.8	2846.0	0.248	1.0
b1[142]	17.3	0.0433	4.98	8.79	16.9	27.8	13264.0	1.15	1.0
b1[143]	11.0	0.0583	5.27	3.76	9.92	22.6	8172.0	0.711	1.0
b1[144]	14.1	0.0586	6.0	3.38	13.7	26.3	10468.0	0.911	1.0
b1[145]	9.22	0.0819	6.56	-0.0285	8.22	23.3	6408.0	0.557	1.0
b2[1]	17.6	0.0337	4.45	9.63	17.2	26.7	17490.0	1.52	1.0
b2[2]	6.4	0.00877	1.25	4.17	6.31	8.98	20416.0	1.78	1.0
b2[3]	10.3	0.0333	3.61	5.15	9.66	18.8	11719.0	1.02	1.0
b2[4]	8.7	0.0518	5.03	1.23	8.03	19.5	9422.0	0.82	1.0
b2[5]	24.1	0.0329	4.47	15.7	23.8	33.2	18524.0	1.61	1.0
b2[6]	11.7	0.039	3.94	5.91	11.0	20.8	10203.0	0.888	1.0
b2[7]	19.6	0.0275	3.84	12.6	19.4	27.5	19536.0	1.7	1.0
b2[8]	12.8	0.0275	3.18	7.67	12.4	19.8	13354.0	1.16	1.0
b2[9]	7.18	0.0715	5.04	2.03	5.15	19.3	4978.0	0.433	1.0
b2[10]	8.7	0.0249	2.82	4.46	8.22	15.2	12792.0	1.11	1.0
b2[11]	20.2	0.0319	4.17	12.6	19.9	28.7	17061.0	1.48	1.0
b2[12]	8.41	0.0477	4.85	1.14	7.69	18.8	10311.0	0.897	1.0
b2[13]	5.42	0.0583	5.48	-3.38	4.46	17.2	8864.0	0.771	1.0
b2[14]	14.2	0.0488	4.99	5.87	13.8	24.6	10444.0	0.909	1.0
b2[15]	9.0	0.0641	5.23	1.62	8.45	20.1	6653.0	0.579	1.0
b2[16]	21.1	0.0308	4.24	13.3	20.8	29.7	19003.0	1.65	1.0
b2[17]	15.2	0.047	5.02	6.39	14.8	25.5	11382.0	0.99	1.0
b2[18]	9.44	0.0549	4.96	1.86	8.78	20.4	8165.0	0.71	1.0
b2[19]	17.8	0.0266	3.83	11.0	17.5	25.6	20744.0	1.8	1.0
b2[20]	7.72	0.028	2.4	4.47	7.24	13.4	7383.0	0.642	1.0
b2[21]	2.37	0.0355	1.81	0.967	2.02	5.77	2582.0	0.225	1.0
b2[22]	12.3	0.0189	2.54	7.9	12.0	17.7	18064.0	1.57	1.0
b2[23]	18.7	0.0343	4.44	10.7	18.3	27.8	16813.0	1.46	1.0
b2[24]	16.5	0.0275	3.52	10.5	16.2	24.0	16391.0	1.43	1.0
b2[25]	17.6	0.0345	4.29	9.89	17.3	26.2	15494.0	1.35	1.0
b2[26]	17.5	0.0361	4.59	9.53	17.2	27.1	16162.0	1.41	1.0
b2[27]	7.87	0.048	4.08	2.98	6.7	17.9	7229.0	0.629	1.0
b2[28]	11.2	0.057	5.25	3.47	10.5	22.4	8491.0	0.739	1.0
b2[29]	15.5	0.0292	3.91	8.78	15.1	23.7	17975.0	1.56	1.0
b2[30]	8.22	0.064	5.38	1.04	7.38	19.8	7067.0	0.615	1.0
b2[31]	8.42	0.0559	5.31	0.606	7.77	19.6	9024.0	0.785	1.0
b2[32]	2.24	0.0749	5.92	-8.34	1.42	14.6	6240.0	0.543	1.0
b2[33]	5.03	0.0327	2.08	2.67	4.59	10.1	4043.0	0.352	1.0
b2[34]	11.8	0.0196	2.68	7.25	11.6	17.4	18728.0	1.63	1.0
b2[35]	13.6	0.0634	5.62	2.99	13.4	24.7	7856.0	0.683	1.0
b2[36]	22.9	0.0317	4.27	15.0	22.6	31.4	18192.0	1.58	1.0
b2[37]	20.9	0.0304	4.2	13.2	20.6	29.5	19082.0	1.66	1.0
b2[38]	5.33	0.0583	5.39	-4.64	4.73	16.5	8545.0	0.743	1.0
b2[39]	4.99	0.0153	1.43	2.78	4.82	7.95	8719.0	0.758	1.0
b2[40]	1.72	0.0273	2.12	-0.272	1.15	7.48	6056.0	0.527	1.0
b2[41]	12.2	0.0392	4.25	5.71	11.6	21.6	11770.0	1.02	1.0
b2[42]	9.03	0.0724	6.17	-0.551	8.65	21.6	7259.0	0.631	1.0
b2[43]	17.4	0.0317	4.01	10.3	17.1	25.8	16050.0	1.4	1.0
b2[44]	15.8	0.0279	3.55	9.68	15.5	23.4	16241.0	1.41	1.0
b2[45]	12.3	0.0221	2.86	7.4	12.0	18.4	16830.0	1.46	1.0
b2[46]	9.76	0.0998	6.51	0.824	9.35	22.6	4258.0	0.37	1.0
b2[47]	12.8	0.0587	5.48	2.71	12.6	23.7	8720.0	0.759	1.0
b2[48]	5.44	0.0865	5.44	0.563	2.8	19.2	3950.0	0.344	1.0
b2[49]	17.3	0.0342	4.19	9.94	16.9	26.2	15064.0	1.31	1.0
b2[50]	13.2	0.0235	3.1	7.89	12.8	19.7	17380.0	1.51	1.0
b2[51]	9.6	0.0609	5.67	0.404	9.2	20.9	8661.0	0.753	1.0
b2[52]	14.8	0.0742	6.51	1.41	14.8	27.1	7690.0	0.669	1.0
b2[53]	8.17	0.0414	3.72	3.47	7.18	17.3	8068.0	0.702	1.0
b2[54]	14.4	0.04	4.51	6.87	13.9	23.8	12662.0	1.1	1.0
b2[55]	10.0	0.0279	3.08	5.62	9.44	17.2	12160.0	1.06	1.0
b2[56]	14.0	0.0315	3.52	8.09	13.6	21.4	12420.0	1.08	1.0
b2[57]	17.2	0.032	4.45	9.36	16.8	26.4	19361.0	1.68	1.0
b2[58]	10.3	0.037	4.26	3.77	9.62	19.6	13209.0	1.15	1.0
b2[59]	7.13	0.0557	4.55	1.61	5.99	17.8	6672.0	0.58	1.0
b2[60]	4.35	0.07	5.71	-5.16	3.6	16.5	6664.0	0.58	1.0
b2[61]	11.7	0.0756	6.07	1.17	11.5	23.7	6451.0	0.561	1.0
b2[62]	8.74	0.037	3.7	3.6	7.96	17.4	10008.0	0.871	1.0
b2[63]	9.45	0.0812	6.11	0.771	8.9	22.0	5666.0	0.493	1.0
b2[64]	13.0	0.0789	6.21	1.99	12.9	25.2	6191.0	0.539	1.0
b2[65]	22.8	0.035	4.43	14.7	22.6	31.9	16000.0	1.39	1.0
b2[66]	14.7	0.0459	4.9	5.85	14.4	24.7	11398.0	0.991	1.0
b2[67]	19.0	0.0269	3.66	12.2	18.8	26.4	18488.0	1.61	1.0
b2[68]	13.3	0.0662	6.06	1.8	13.1	25.0	8373.0	0.728	1.0
b2[69]	4.32	0.0371	2.76	1.72	3.41	11.7	5533.0	0.481	1.0
b2[70]	3.71	0.0654	5.79	-7.39	3.32	15.2	7829.0	0.681	1.0
b2[71]	10.6	0.0636	5.88	0.6	10.3	22.3	8528.0	0.742	1.0
b2[72]	7.02	0.0873	6.42	-1.55	6.01	20.3	5420.0	0.471	1.0
b2[73]	9.18	0.0988	6.78	-0.209	8.59	23.0	4712.0	0.41	1.0
b2[74]	12.8	0.0834	6.24	2.08	12.7	24.7	5596.0	0.487	1.0
b2[75]	16.5	0.0339	4.28	8.9	16.2	25.5	15918.0	1.38	1.0
b2[76]	12.0	0.0389	4.45	4.67	11.4	21.4	13031.0	1.13	1.0
b2[77]	9.46	0.032	3.46	4.2	8.91	17.3	11647.0	1.01	1.0
b2[78]	16.9	0.028	3.75	10.3	16.6	24.5	17923.0	1.56	1.0
b2[79]	23.3	0.0297	4.26	15.2	23.1	31.7	20616.0	1.79	1.0
b2[80]	18.0	0.0354	4.4	10.2	17.6	27.1	15394.0	1.34	1.0
b2[81]	10.3	0.0795	6.07	0.971	9.94	22.3	5837.0	0.508	1.0
b2[82]	16.4	0.0228	3.13	10.7	16.1	22.8	18911.0	1.65	1.0
b2[83]	11.9	0.0436	4.89	3.47	11.4	21.9	12552.0	1.09	1.0
b2[84]	4.21	0.0155	1.53	2.16	3.91	7.72	9779.0	0.851	1.0
b2[85]	6.43	0.0637	5.7	-3.11	5.85	18.3	7996.0	0.696	1.0
b2[86]	6.17	0.0247	2.71	2.44	5.62	12.5	12020.0	1.05	1.0
b2[87]	11.5	0.0649	5.37	3.31	10.8	22.9	6865.0	0.597	1.0
b2[88]	15.8	0.0246	3.34	9.84	15.5	22.8	18551.0	1.61	1.0
b2[89]	10.9	0.102	5.97	1.84	10.9	22.5	3424.0	0.298	1.0
b2[90]	11.8	0.072	6.0	0.884	11.6	23.6	6943.0	0.604	1.0
b2[91]	9.19	0.0233	2.6	5.26	8.75	15.2	12466.0	1.08	1.0
b2[92]	12.5	0.0649	5.65	1.98	12.3	23.7	7574.0	0.659	1.0
b2[93]	16.1	0.031	4.23	8.57	15.7	24.9	18647.0	1.62	1.0
b2[94]	9.25	0.0481	4.85	2.05	8.56	19.8	10153.0	0.883	1.0
b2[95]	3.45	0.0691	5.85	-7.72	3.01	15.3	7149.0	0.622	1.0
b2[96]	15.3	0.0425	4.54	7.6	14.8	24.8	11397.0	0.991	1.0
b2[97]	12.3	0.039	4.35	4.94	11.9	21.5	12428.0	1.08	1.0
b2[98]	16.5	0.0237	3.13	10.8	16.2	22.8	17379.0	1.51	1.0
b2[99]	4.61	0.0116	1.2	2.75	4.46	7.08	10598.0	0.922	1.0
b2[100]	7.03	0.0592	5.62	-2.38	6.44	18.7	9036.0	0.786	1.0
b2[101]	18.4	0.0421	4.85	9.51	18.1	28.1	13247.0	1.15	1.0
b2[102]	14.3	0.0458	4.96	5.51	14.0	24.4	11714.0	1.02	1.0
b2[103]	7.38	0.0566	5.21	0.0995	6.59	18.9	8468.0	0.737	1.0
b2[104]	13.7	0.025	3.23	8.29	13.3	20.7	16665.0	1.45	1.0
b2[105]	12.5	0.0673	5.88	1.87	12.3	24.0	7634.0	0.664	1.0
b2[106]	23.8	0.0355	4.65	15.3	23.4	33.2	17178.0	1.49	1.0
b2[107]	17.2	0.0395	4.38	9.49	16.8	26.4	12300.0	1.07	1.0
b2[108]	15.2	0.0275	3.6	9.11	14.8	22.9	17191.0	1.5	1.0
b2[109]	16.5	0.0488	4.9	7.82	16.1	26.4	10076.0	0.876	1.0
b2[110]	14.0	0.0393	4.5	6.29	13.6	23.3	13070.0	1.14	1.0
b2[111]	4.27	0.00762	0.911	2.72	4.19	6.12	14290.0	1.24	1.0
b2[112]	14.5	0.0304	4.01	7.72	14.1	23.0	17336.0	1.51	1.0
b2[113]	8.1	0.0616	5.67	-0.153	7.28	20.1	8459.0	0.736	1.0
b2[114]	18.0	0.0261	3.65	11.4	17.7	25.4	19651.0	1.71	1.0
b2[115]	11.3	0.0171	2.26	7.34	11.0	16.1	17501.0	1.52	1.0
b2[116]	14.5	0.0287	3.86	8.09	14.1	22.9	18097.0	1.57	1.0
b2[117]	2.16	0.00338	0.435	1.36	2.13	3.02	16558.0	1.44	1.0
b2[118]	13.8	0.033	3.73	7.65	13.3	21.9	12761.0	1.11	1.0
b2[119]	7.66	0.0243	2.53	4.11	7.16	13.6	10805.0	0.94	1.0
b2[120]	12.1	0.0256	3.32	6.62	11.7	19.3	16870.0	1.47	1.0
b2[121]	14.2	0.0347	4.39	6.53	13.8	23.4	15985.0	1.39	1.0
b2[122]	12.2	0.0989	6.55	0.777	12.3	24.6	4388.0	0.382	1.0
b2[123]	11.4	0.114	7.34	0.18	11.4	25.4	4131.0	0.359	1.0
b2[124]	13.2	0.0403	4.24	6.59	12.5	22.6	11081.0	0.964	1.0
b2[125]	15.0	0.0753	6.29	2.01	14.9	26.9	6965.0	0.606	1.0
b2[126]	11.8	0.0342	3.48	6.61	11.3	19.8	10348.0	0.9	1.0
b2[127]	16.2	0.0313	4.01	9.25	15.8	24.6	16410.0	1.43	1.0
b2[128]	15.0	0.0265	3.73	8.49	14.6	22.8	19726.0	1.72	1.0
b2[129]	12.1	0.0499	4.83	4.85	11.4	22.5	9390.0	0.817	1.0
b2[130]	12.1	0.0538	5.15	3.21	11.7	22.7	9173.0	0.798	1.0
b2[131]	18.2	0.0356	4.52	10.0	17.8	27.5	16141.0	1.4	1.0
b2[132]	5.82	0.0317	2.65	2.74	5.16	12.5	6958.0	0.605	1.0
b2[133]	4.9	0.0513	3.56	1.71	3.52	14.6	4808.0	0.418	1.0
b2[134]	7.3	0.0186	2.11	4.11	6.97	12.1	12824.0	1.12	1.0
b2[135]	5.05	0.0623	5.58	-4.98	4.39	16.7	8023.0	0.698	1.0
b2[136]	6.01	0.021	2.33	2.9	5.51	11.6	12238.0	1.06	1.0
b2[137]	7.78	0.0653	4.89	2.42	6.07	19.8	5605.0	0.488	1.0
b2[138]	4.8	0.0155	1.46	2.9	4.56	7.88	8802.0	0.766	1.0
b2[139]	8.63	0.0329	3.55	3.72	7.88	16.7	11612.0	1.01	1.0
b2[140]	15.0	0.0444	4.62	7.25	14.5	24.8	10849.0	0.944	1.0
b2[141]	3.45	0.0445	2.49	1.48	2.79	11.0	3115.0	0.271	1.0
b2[142]	8.31	0.0326	3.63	2.9	7.71	16.5	12378.0	1.08	1.0
b2[143]	7.63	0.0509	4.43	1.94	6.57	17.8	7562.0	0.658	1.0
b2[144]	14.5	0.0528	5.43	4.49	14.2	25.5	10542.0	0.917	1.0
b2[145]	10.5	0.0758	5.95	1.67	9.82	22.7	6155.0	0.535	1.0
b3[1]	1.74	0.00258	0.382	1.01	1.72	2.48	21855.0	1.9	1.0
b3[2]	1.41	0.00208	0.31	0.804	1.4	2.03	22293.0	1.94	1.0
b3[3]	0.861	0.0022	0.312	0.257	0.847	1.48	20061.0	1.75	1.0
b3[4]	3.52	0.00335	0.485	2.63	3.49	4.51	20958.0	1.82	1.0
b3[5]	1.56	0.00289	0.404	0.783	1.54	2.36	19484.0	1.69	1.0
b3[6]	-0.158	0.00217	0.304	-0.79	-0.155	0.406	19640.0	1.71	1.0
b3[7]	0.536	0.00247	0.362	-0.186	0.531	1.23	21438.0	1.86	1.0
b3[8]	0.684	0.00201	0.285	0.119	0.677	1.24	20144.0	1.75	1.0
b3[9]	1.59	0.00332	0.357	0.94	1.56	2.32	11612.0	1.01	1.0
b3[10]	1.44	0.00268	0.382	0.701	1.42	2.19	20258.0	1.76	1.0
b3[11]	0.193	0.00197	0.279	-0.382	0.189	0.725	20106.0	1.75	1.0
b3[12]	1.59	0.00196	0.27	1.07	1.57	2.12	19097.0	1.66	1.0
b3[13]	3.78	0.0039	0.549	2.77	3.74	4.92	19843.0	1.73	1.0
b3[14]	-0.211	0.00191	0.251	-0.737	-0.211	0.253	17245.0	1.5	1.0
b3[15]	1.19	0.00188	0.243	0.719	1.18	1.67	16771.0	1.46	1.0
b3[16]	0.181	0.0027	0.39	-0.618	0.176	0.917	20786.0	1.81	1.0
b3[17]	0.277	0.00165	0.224	-0.174	0.274	0.694	18464.0	1.61	1.0
b3[18]	0.778	0.00169	0.221	0.332	0.772	1.21	17243.0	1.5	1.0
b3[19]	1.71	0.0027	0.395	0.942	1.69	2.49	21457.0	1.87	1.0
b3[20]	1.02	0.0021	0.31	0.425	1.01	1.63	21647.0	1.88	1.0
b3[21]	3.81	0.00474	0.589	2.75	3.77	5.02	15416.0	1.34	1.0
b3[22]	2.79	0.00394	0.554	1.74	2.76	3.9	19817.0	1.72	1.0
b3[23]	1.64	0.00269	0.399	0.865	1.62	2.44	22025.0	1.92	1.0
b3[24]	0.14	0.00227	0.31	-0.495	0.135	0.733	18626.0	1.62	1.0
b3[25]	1.23	0.00233	0.331	0.57	1.21	1.88	20224.0	1.76	1.0
b3[26]	0.335	0.00213	0.292	-0.257	0.331	0.889	18661.0	1.62	1.0
b3[27]	1.85	0.00246	0.347	1.18	1.83	2.54	19892.0	1.73	1.0
b3[28]	1.27	0.00175	0.242	0.793	1.26	1.74	18968.0	1.65	1.0
b3[29]	1.94	0.00353	0.479	1.01	1.92	2.89	18396.0	1.6	1.0
b3[30]	2.71	0.00269	0.372	2.01	2.69	3.46	19075.0	1.66	1.0
b3[31]	3.01	0.00292	0.411	2.24	2.99	3.84	19827.0	1.72	1.0
b3[32]	4.15	0.00468	0.632	3.0	4.1	5.43	18251.0	1.59	1.0
b3[33]	1.49	0.00253	0.335	0.852	1.48	2.16	17567.0	1.53	1.0
b3[34]	1.66	0.00289	0.441	0.815	1.65	2.54	23189.0	2.02	1.0
b3[35]	-0.539	0.00157	0.205	-0.973	-0.535	-0.162	16956.0	1.47	1.0
b3[36]	1.35	0.00303	0.439	0.496	1.33	2.21	20952.0	1.82	1.0
b3[37]	1.67	0.00302	0.438	0.827	1.65	2.54	20974.0	1.82	1.0
b3[38]	4.05	0.0042	0.603	2.94	4.01	5.3	20559.0	1.79	1.0
b3[39]	4.37	0.00528	0.669	3.16	4.31	5.77	16075.0	1.4	1.0
b3[40]	3.01	0.00439	0.527	2.03	2.99	4.06	14450.0	1.26	1.0
b3[41]	1.54	0.00236	0.33	0.905	1.53	2.19	19527.0	1.7	1.0
b3[42]	3.05	0.00299	0.413	2.26	3.02	3.88	19136.0	1.66	1.0
b3[43]	0.344	0.002	0.285	-0.224	0.339	0.893	20351.0	1.77	1.0
b3[44]	1.41	0.00228	0.331	0.766	1.4	2.06	20949.0	1.82	1.0
b3[45]	2.15	0.00275	0.416	1.35	2.13	2.97	22789.0	1.98	1.0
b3[46]	1.82	0.00208	0.275	1.29	1.81	2.36	17468.0	1.52	1.0
b3[47]	1.01	0.00159	0.215	0.574	1.01	1.42	18202.0	1.58	1.0
b3[48]	2.83	0.00306	0.403	2.08	2.81	3.65	17301.0	1.5	1.0
b3[49]	0.296	0.00203	0.29	-0.292	0.294	0.854	20498.0	1.78	1.0
b3[50]	0.893	0.00241	0.37	0.169	0.884	1.61	23493.0	2.04	1.0
b3[51]	1.31	0.0018	0.24	0.841	1.3	1.78	17907.0	1.56	1.0
b3[52]	-1.56	0.00185	0.239	-2.07	-1.56	-1.13	16713.0	1.45	1.0
b3[53]	1.22	0.00205	0.29	0.658	1.21	1.79	19989.0	1.74	1.0
b3[54]	1.85	0.00228	0.333	1.22	1.83	2.52	21357.0	1.86	1.0
b3[55]	1.99	0.00288	0.424	1.19	1.97	2.86	21615.0	1.88	1.0
b3[56]	0.941	0.00206	0.303	0.349	0.933	1.54	21597.0	1.88	1.0
b3[57]	1.1	0.0025	0.351	0.411	1.09	1.8	19766.0	1.72	1.0
b3[58]	0.681	0.00203	0.282	0.12	0.676	1.23	19220.0	1.67	1.0
b3[59]	1.12	0.00204	0.273	0.601	1.11	1.66	17989.0	1.56	1.0
b3[60]	2.34	0.00263	0.346	1.69	2.32	3.04	17266.0	1.5	1.0
b3[61]	1.23	0.00165	0.222	0.778	1.22	1.66	18113.0	1.58	1.0
b3[62]	0.683	0.00209	0.296	0.0899	0.677	1.26	20070.0	1.75	1.0
b3[63]	1.16	0.00177	0.227	0.712	1.16	1.6	16578.0	1.44	1.0
b3[64]	0.419	0.0015	0.191	0.0323	0.419	0.78	16346.0	1.42	1.0
b3[65]	1.27	0.00232	0.329	0.626	1.26	1.92	20175.0	1.75	1.0
b3[66]	0.0992	0.0016	0.216	-0.341	0.0973	0.505	18133.0	1.58	1.0
b3[67]	1.26	0.00249	0.357	0.558	1.25	1.96	20665.0	1.8	1.0
b3[68]	0.34	0.00141	0.187	-0.043	0.339	0.692	17469.0	1.52	1.0
b3[69]	3.04	0.00401	0.518	2.08	3.02	4.08	16737.0	1.46	1.0
b3[70]	4.14	0.00462	0.626	3.01	4.1	5.43	18365.0	1.6	1.0
b3[71]	1.45	0.00176	0.232	0.991	1.45	1.9	17473.0	1.52	1.0
b3[72]	0.92	0.00161	0.212	0.496	0.917	1.33	17269.0	1.5	1.0
b3[73]	2.01	0.00212	0.285	1.46	1.99	2.56	18008.0	1.57	1.0
b3[74]	0.434	0.00151	0.192	0.0409	0.432	0.8	16297.0	1.42	1.0
b3[75]	0.827	0.00198	0.27	0.294	0.817	1.35	18661.0	1.62	1.0
b3[76]	1.72	0.00239	0.338	1.08	1.7	2.39	20000.0	1.74	1.0
b3[77]	0.762	0.00197	0.285	0.194	0.756	1.32	20995.0	1.83	1.0
b3[78]	2.04	0.00342	0.465	1.15	2.02	2.97	18529.0	1.61	1.0
b3[79]	0.287	0.00242	0.344	-0.411	0.288	0.945	20145.0	1.75	1.0
b3[80]	0.705	0.00182	0.253	0.202	0.701	1.19	19383.0	1.69	1.0
b3[81]	1.23	0.00181	0.229	0.782	1.23	1.68	15884.0	1.38	1.0
b3[82]	0.271	0.00226	0.335	-0.407	0.269	0.914	22024.0	1.92	1.0
b3[83]	0.506	0.00164	0.219	0.062	0.503	0.924	17727.0	1.54	1.0
b3[84]	1.9	0.00341	0.461	1.03	1.88	2.82	18279.0	1.59	1.0
b3[85]	1.85	0.00204	0.278	1.31	1.83	2.41	18628.0	1.62	1.0
b3[86]	1.93	0.0031	0.446	1.09	1.9	2.82	20669.0	1.8	1.0
b3[87]	1.61	0.00188	0.262	1.09	1.6	2.13	19559.0	1.7	1.0
b3[88]	0.457	0.00222	0.33	-0.208	0.452	1.1	22064.0	1.92	1.0
b3[89]	1.15	0.00228	0.25	0.664	1.14	1.64	12054.0	1.05	1.0
b3[90]	1.29	0.00169	0.227	0.845	1.29	1.73	18019.0	1.57	1.0
b3[91]	1.48	0.0025	0.379	0.757	1.47	2.24	23067.0	2.01	1.0
b3[92]	0.368	0.00155	0.195	-0.0307	0.366	0.741	15958.0	1.39	1.0
b3[93]	1.18	0.00229	0.328	0.548	1.17	1.82	20488.0	1.78	1.0
b3[94]	2.97	0.00291	0.415	2.19	2.95	3.8	20360.0	1.77	1.0
b3[95]	4.48	0.00523	0.698	3.23	4.43	5.91	17834.0	1.55	1.0
b3[96]	0.756	0.00182	0.259	0.241	0.749	1.26	20207.0	1.76	1.0
b3[97]	0.4	0.00179	0.247	-0.0965	0.398	0.882	19195.0	1.67	1.0
b3[98]	0.355	0.00217	0.315	-0.287	0.351	0.963	21194.0	1.84	1.0
b3[99]	4.09	0.00446	0.616	2.97	4.05	5.36	19035.0	1.66	1.0
b3[100]	2.93	0.00279	0.389	2.18	2.91	3.7	19474.0	1.69	1.0
b3[101]	-0.056	0.00163	0.221	-0.51	-0.0556	0.361	18325.0	1.59	1.0
b3[102]	1.15	0.00181	0.252	0.659	1.15	1.65	19486.0	1.7	1.0
