	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[1,38]	-0.732	0.0103	0.832	-1.58	-1.05	1.49	6516.0	0.0385	1.0
theta_c_pr[1,39]	0.588	0.00651	0.871	-1.08	0.569	2.29	17891.0	0.106	1.0
theta_c_pr[1,40]	0.238	0.00605	0.845	-1.29	0.183	1.96	19502.0	0.115	1.0
theta_c_pr[1,41]	-0.00435	0.0275	1.48	-2.53	0.206	2.46	2890.0	0.0171	1.0
theta_c_pr[1,42]	0.211	0.00529	0.615	-0.76	0.112	1.6	13478.0	0.0797	1.0
theta_c_pr[1,43]	-0.16	0.00382	0.297	-0.68	-0.187	0.479	6057.0	0.0358	1.0
theta_c_pr[1,44]	-1.16	0.00434	0.284	-1.71	-1.17	-0.597	4273.0	0.0253	1.0
theta_c_pr[1,45]	-0.551	0.0256	1.4	-2.32	-0.83	2.14	2981.0	0.0176	1.0
theta_c_pr[1,46]	-0.155	0.014	1.13	-1.58	-0.406	2.19	6502.0	0.0385	1.0
theta_c_pr[1,47]	-0.365	0.0046	0.514	-1.14	-0.457	0.833	12525.0	0.0741	1.0
theta_c_pr[1,48]	-0.289	0.00602	0.521	-1.12	-0.367	0.917	7476.0	0.0442	1.0
theta_c_pr[1,49]	-0.733	0.0102	0.955	-1.79	-1.12	1.56	8774.0	0.0519	1.0
theta_c_pr[1,50]	-0.0158	0.00624	0.683	-0.977	-0.171	1.57	11983.0	0.0709	1.0
theta_c_pr[1,51]	0.503	0.005	0.686	-0.655	0.424	1.96	18844.0	0.111	1.0
theta_c_pr[1,52]	-0.53	0.00504	0.431	-1.11	-0.617	0.543	7301.0	0.0432	1.0
theta_c_pr[1,53]	0.788	0.0867	0.997	-1.76	0.829	2.54	132.0	0.000781	1.05
theta_c_pr[1,54]	0.238	0.00589	0.818	-1.25	0.19	1.87	19301.0	0.114	1.0
theta_c_pr[1,55]	-0.119	0.012	1.09	-1.76	-0.209	2.01	8276.0	0.0489	1.0
theta_c_pr[1,56]	0.146	0.00936	0.974	-1.29	0.0249	2.15	10826.0	0.064	1.0
theta_c_pr[1,57]	-0.298	0.0141	1.09	-1.54	-0.732	2.09	5954.0	0.0352	1.0
theta_c_pr[1,58]	0.714	0.00486	0.534	-0.228	0.663	1.84	12042.0	0.0712	1.0
theta_c_pr[1,59]	-0.38	0.00756	0.792	-1.34	-0.641	1.55	10970.0	0.0649	1.0
theta_c_pr[1,60]	1.52	0.00439	0.622	0.381	1.47	2.79	20044.0	0.119	1.0
theta_c_pr[1,61]	0.151	0.0066	0.763	-0.977	0.0214	1.83	13364.0	0.079	1.0
theta_c_pr[1,62]	0.324	0.00465	0.573	-0.571	0.234	1.6	15166.0	0.0897	1.0
theta_c_pr[1,63]	0.0655	0.00715	0.822	-1.16	-0.071	1.84	13244.0	0.0783	1.0
theta_c_pr[1,64]	-0.597	0.0206	1.17	-1.8	-1.14	2.17	3218.0	0.019	1.0
theta_c_pr[1,65]	0.207	0.00863	0.931	-1.24	0.119	2.12	11641.0	0.0689	1.0
theta_c_pr[1,66]	0.824	0.0103	0.698	-0.42	0.767	2.26	4593.0	0.0272	1.0
theta_c_pr[1,67]	0.706	0.0057	0.733	-0.56	0.645	2.23	16524.0	0.0977	1.0
theta_c_pr[1,68]	1.12	0.00486	0.715	-0.212	1.08	2.54	21610.0	0.128	1.0
theta_c_pr[1,69]	0.293	0.0054	0.632	-0.676	0.186	1.71	13724.0	0.0812	1.0
theta_c_pr[1,70]	0.405	0.0049	0.581	-0.514	0.315	1.71	14028.0	0.083	1.0
theta_c_pr[1,71]	0.527	0.00577	0.591	-0.579	0.494	1.72	10491.0	0.062	1.0
theta_c_pr[1,72]	0.955	0.00491	0.657	-0.176	0.896	2.32	17875.0	0.106	1.0
theta_c_pr[1,73]	-0.598	0.00999	0.849	-1.51	-0.933	1.55	7214.0	0.0427	1.0
theta_c_pr[1,74]	0.365	0.00783	0.445	-0.415	0.317	1.31	3224.0	0.0191	1.0
theta_c_pr[1,75]	-0.0195	0.00667	0.767	-1.18	-0.159	1.68	13232.0	0.0783	1.0
theta_c_pr[1,76]	-0.807	0.00419	0.235	-1.23	-0.82	-0.364	3126.0	0.0185	1.0
theta_c_pr[1,77]	0.636	0.00547	0.707	-0.553	0.567	2.13	16706.0	0.0988	1.0
theta_c_pr[1,78]	-0.321	0.00809	0.856	-1.51	-0.508	1.58	11193.0	0.0662	1.0
theta_c_pr[1,79]	-0.0975	0.0038	0.37	-0.71	-0.142	0.707	9504.0	0.0562	1.0
theta_c_pr[1,80]	0.259	0.00802	0.894	-1.3	0.205	2.05	12415.0	0.0734	1.0
theta_c_pr[1,81]	0.398	0.00567	0.662	-0.674	0.314	1.83	13591.0	0.0804	1.0
theta_c_pr[1,82]	1.32	0.0204	0.736	-0.119	1.3	2.78	1296.0	0.00767	1.01
theta_c_pr[1,83]	-0.407	0.017	1.16	-1.65	-0.972	2.18	4627.0	0.0274	1.0
theta_c_pr[1,84]	0.636	0.0313	0.841	-0.905	0.587	2.3	721.0	0.00426	1.01
theta_c_pr[1,85]	0.445	0.0172	0.854	-1.03	0.378	2.17	2475.0	0.0146	1.01
theta_c_pr[1,86]	-0.112	0.00355	0.274	-0.61	-0.13	0.455	5954.0	0.0352	1.0
theta_c_pr[1,87]	-1.26	0.00414	0.199	-1.66	-1.26	-0.918	2327.0	0.0138	1.0
theta_c_pr[1,88]	-0.032	0.0068	0.754	-1.09	-0.191	1.66	12296.0	0.0727	1.0
theta_c_pr[1,89]	-0.216	0.00818	0.921	-1.57	-0.362	1.7	12674.0	0.075	1.0
theta_c_pr[1,90]	-0.285	0.00378	0.36	-0.872	-0.331	0.522	9064.0	0.0536	1.0
theta_c_pr[1,91]	-0.562	0.00859	0.894	-1.61	-0.884	1.54	10848.0	0.0642	1.0
theta_c_pr[1,92]	0.21	0.00781	0.366	-0.43	0.177	0.991	2191.0	0.013	1.01
theta_c_pr[1,93]	0.336	0.0104	0.825	-1.05	0.266	2.03	6340.0	0.0375	1.0
theta_c_pr[1,94]	1.77	0.0049	0.682	0.472	1.74	3.12	19390.0	0.115	1.0
theta_c_pr[1,95]	0.0748	0.00794	0.86	-1.26	-0.0327	1.89	11753.0	0.0695	1.0
theta_c_pr[1,96]	-0.129	0.00594	0.669	-1.08	-0.28	1.44	12695.0	0.0751	1.0
theta_c_pr[1,97]	-1.25	0.00479	0.278	-1.83	-1.25	-0.759	3360.0	0.0199	1.0
theta_c_pr[1,98]	0.345	0.0129	0.733	-0.877	0.266	1.89	3240.0	0.0192	1.0
theta_c_pr[1,99]	-0.322	0.0114	0.985	-1.58	-0.641	1.87	7484.0	0.0443	1.0
theta_c_pr[1,100]	-0.613	0.00366	0.368	-1.26	-0.649	0.166	10090.0	0.0597	1.0
theta_c_pr[1,101]	-1.15	0.00349	0.271	-1.66	-1.16	-0.615	6029.0	0.0357	1.0
theta_c_pr[1,102]	0.491	0.00568	0.71	-0.77	0.431	1.96	15608.0	0.0923	1.0
theta_c_pr[1,103]	-1.02	0.00402	0.223	-1.49	-1.01	-0.609	3079.0	0.0182	1.0
theta_c_pr[1,104]	-0.923	0.0034	0.218	-1.34	-0.932	-0.498	4112.0	0.0243	1.0
theta_c_pr[1,105]	-0.376	0.00362	0.256	-0.858	-0.391	0.143	5021.0	0.0297	1.0
theta_c_pr[1,106]	0.695	0.00506	0.619	-0.342	0.622	2.02	14994.0	0.0887	1.0
theta_c_pr[1,107]	0.357	0.00552	0.731	-0.958	0.302	1.84	17538.0	0.104	1.0
theta_c_pr[1,108]	1.06	0.0062	0.757	-0.389	1.03	2.55	14878.0	0.088	1.0
theta_c_pr[1,109]	0.402	0.00525	0.656	-0.682	0.325	1.81	15620.0	0.0924	1.0
theta_c_pr[1,110]	-0.121	0.00585	0.721	-1.3	-0.219	1.43	15215.0	0.09	1.0
theta_c_pr[1,111]	0.896	0.00463	0.619	-0.215	0.847	2.17	17838.0	0.106	1.0
theta_c_pr[1,112]	-0.395	0.00522	0.545	-1.17	-0.51	0.923	10903.0	0.0645	1.0
theta_c_pr[1,113]	0.399	0.00551	0.698	-0.709	0.298	1.92	16097.0	0.0952	1.0
theta_c_pr[1,114]	0.492	0.00536	0.7	-0.654	0.41	1.99	17035.0	0.101	1.0
theta_c_pr[1,115]	-0.6	0.00579	0.603	-1.37	-0.758	0.945	10839.0	0.0641	1.0
theta_c_pr[1,116]	0.366	0.00572	0.731	-0.873	0.294	1.9	16346.0	0.0967	1.0
theta_c_pr[1,117]	-0.952	0.00317	0.201	-1.36	-0.953	-0.568	4024.0	0.0238	1.0
theta_c_pr[1,118]	-0.526	0.0258	1.24	-2.0	-0.924	2.04	2312.0	0.0137	1.01
theta_c_pr[1,119]	-0.973	0.00326	0.221	-1.4	-0.981	-0.544	4588.0	0.0271	1.0
theta_c_pr[1,120]	-0.31	0.00747	0.794	-1.32	-0.533	1.56	11301.0	0.0668	1.0
theta_c_pr[1,121]	-1.27	0.00846	0.467	-1.78	-1.35	0.0327	3048.0	0.018	1.01
theta_c_pr[1,122]	0.249	0.00566	0.753	-1.07	0.18	1.81	17692.0	0.105	1.0
theta_c_pr[1,123]	0.288	0.00671	0.791	-1.07	0.215	1.92	13888.0	0.0821	1.0
theta_c_pr[1,124]	1.22	0.00993	0.732	-0.243	1.21	2.63	5424.0	0.0321	1.0
theta_c_pr[1,125]	0.194	0.00506	0.587	-0.692	0.0876	1.53	13461.0	0.0796	1.0
theta_c_pr[1,126]	-0.152	0.00916	0.943	-1.49	-0.302	1.83	10598.0	0.0627	1.0
theta_c_pr[1,127]	0.083	0.00881	0.925	-1.36	-0.0406	2.02	11024.0	0.0652	1.0
theta_c_pr[1,128]	-0.508	0.0181	1.12	-1.68	-1.05	2.11	3862.0	0.0228	1.0
theta_c_pr[2,1]	0.751	0.00562	0.325	0.119	0.739	1.4	3354.0	0.0198	1.0
theta_c_pr[2,2]	2.1	0.00471	0.442	1.24	2.09	2.97	8784.0	0.052	1.0
theta_c_pr[2,3]	0.286	0.00331	0.216	-0.145	0.278	0.708	4254.0	0.0252	1.0
theta_c_pr[2,4]	0.78	0.0124	1.01	-1.3	0.872	2.5	6554.0	0.0388	1.0
theta_c_pr[2,5]	-0.662	0.0189	0.418	-1.46	-0.689	0.202	489.0	0.00289	1.01
theta_c_pr[2,6]	0.887	0.00358	0.379	0.144	0.878	1.63	11219.0	0.0664	1.0
theta_c_pr[2,7]	0.868	0.00344	0.255	0.355	0.865	1.36	5505.0	0.0326	1.0
theta_c_pr[2,8]	1.59	0.00376	0.312	0.979	1.58	2.2	6862.0	0.0406	1.0
theta_c_pr[2,9]	-0.963	0.00461	0.398	-1.68	-0.994	-0.107	7465.0	0.0442	1.0
theta_c_pr[2,10]	-0.199	0.0028	0.236	-0.624	-0.22	0.301	7068.0	0.0418	1.0
theta_c_pr[2,11]	0.358	0.00352	0.219	-0.0527	0.345	0.807	3865.0	0.0229	1.0
theta_c_pr[2,12]	-0.192	0.00698	0.728	-1.29	-0.336	1.4	10863.0	0.0643	1.0
theta_c_pr[2,13]	-0.138	0.00313	0.261	-0.611	-0.161	0.425	6963.0	0.0412	1.0
theta_c_pr[2,14]	-0.492	0.00503	0.422	-1.2	-0.542	0.469	7020.0	0.0415	1.0
theta_c_pr[2,15]	0.353	0.0179	0.276	-0.11	0.318	1.02	237.0	0.0014	1.03
theta_c_pr[2,16]	0.525	0.00461	0.504	-0.454	0.53	1.48	11959.0	0.0707	1.0
theta_c_pr[2,17]	-0.933	0.00477	0.429	-1.59	-1.01	0.107	8072.0	0.0477	1.0
theta_c_pr[2,18]	0.761	0.00385	0.281	0.257	0.739	1.35	5307.0	0.0314	1.0
theta_c_pr[2,19]	0.339	0.00439	0.457	-0.591	0.344	1.19	10850.0	0.0642	1.0
theta_c_pr[2,20]	2.04	0.00777	0.734	0.449	2.07	3.34	8932.0	0.0528	1.0
theta_c_pr[2,21]	0.516	0.0033	0.268	0.0104	0.499	1.06	6572.0	0.0389	1.0
theta_c_pr[2,22]	-0.19	0.00395	0.312	-0.783	-0.205	0.452	6269.0	0.0371	1.0
theta_c_pr[2,23]	0.874	0.0026	0.233	0.405	0.869	1.32	8080.0	0.0478	1.0
theta_c_pr[2,24]	0.744	0.00477	0.266	0.231	0.733	1.28	3106.0	0.0184	1.0
theta_c_pr[2,25]	0.152	0.00465	0.34	-0.537	0.148	0.806	5356.0	0.0317	1.0
theta_c_pr[2,26]	-0.424	0.004	0.363	-1.0	-0.486	0.442	8227.0	0.0487	1.0
theta_c_pr[2,27]	0.0106	0.00414	0.402	-0.699	-0.0267	0.872	9460.0	0.056	1.0
theta_c_pr[2,28]	0.616	0.00545	0.28	0.118	0.591	1.21	2645.0	0.0156	1.0
theta_c_pr[2,29]	-1.07	0.0147	1.03	-2.52	-1.37	1.29	4874.0	0.0288	1.0
theta_c_pr[2,30]	0.455	0.0136	0.976	-1.65	0.542	2.13	5148.0	0.0304	1.0
theta_c_pr[2,31]	-1.26	0.018	1.2	-3.09	-1.56	1.34	4461.0	0.0264	1.0
theta_c_pr[2,32]	0.0374	0.00372	0.404	-0.627	-0.0204	0.895	11802.0	0.0698	1.0
theta_c_pr[2,33]	1.0	0.00312	0.238	0.517	1.0	1.46	5813.0	0.0344	1.0
theta_c_pr[2,34]	-0.652	0.0098	0.898	-1.82	-0.937	1.38	8397.0	0.0497	1.0
theta_c_pr[2,35]	1.42	0.00487	0.326	0.818	1.4	2.1	4489.0	0.0265	1.0
theta_c_pr[2,36]	1.07	0.00551	0.29	0.523	1.06	1.66	2761.0	0.0163	1.0
theta_c_pr[2,37]	-1.39	0.0183	1.24	-3.31	-1.64	1.25	4602.0	0.0272	1.0
theta_c_pr[2,38]	-0.6	0.0114	0.933	-2.03	-0.722	1.25	6718.0	0.0397	1.0
theta_c_pr[2,39]	-1.12	0.00476	0.333	-1.76	-1.14	-0.436	4894.0	0.0289	1.0
theta_c_pr[2,40]	-0.227	0.00402	0.302	-0.815	-0.238	0.375	5630.0	0.0333	1.0
theta_c_pr[2,41]	-1.74	0.0197	1.03	-3.18	-1.98	0.984	2745.0	0.0162	1.0
theta_c_pr[2,42]	0.111	0.00515	0.275	-0.416	0.0975	0.672	2850.0	0.0169	1.01
theta_c_pr[2,43]	0.57	0.00246	0.234	0.101	0.565	1.02	9081.0	0.0537	1.0
theta_c_pr[2,44]	0.752	0.0053	0.358	0.0454	0.746	1.44	4560.0	0.027	1.0
theta_c_pr[2,45]	-1.13	0.0221	1.23	-2.71	-1.59	1.63	3105.0	0.0184	1.0
theta_c_pr[2,46]	-1.38	0.0127	0.971	-2.65	-1.66	1.08	5830.0	0.0345	1.0
theta_c_pr[2,47]	0.431	0.00318	0.281	-0.0602	0.4	1.03	7779.0	0.046	1.0
theta_c_pr[2,48]	0.474	0.00323	0.245	0.00187	0.464	0.964	5758.0	0.0341	1.0
theta_c_pr[2,49]	-0.639	0.00929	0.864	-1.78	-0.889	1.37	8654.0	0.0512	1.0
theta_c_pr[2,50]	-0.399	0.00315	0.28	-0.897	-0.43	0.214	7893.0	0.0467	1.0
theta_c_pr[2,51]	-0.00708	0.00429	0.287	-0.587	-0.00898	0.541	4456.0	0.0264	1.0
theta_c_pr[2,52]	0.385	0.00421	0.476	-0.426	0.35	1.35	12791.0	0.0757	1.0
theta_c_pr[2,53]	-0.817	0.0323	0.486	-1.72	-0.851	0.222	227.0	0.00134	1.04
theta_c_pr[2,54]	-0.253	0.00387	0.298	-0.849	-0.26	0.333	5940.0	0.0351	1.0
theta_c_pr[2,55]	-1.2	0.0071	0.568	-2.01	-1.31	0.262	6387.0	0.0378	1.0
theta_c_pr[2,56]	-1.5	0.00492	0.473	-2.37	-1.54	-0.454	9234.0	0.0546	1.0
theta_c_pr[2,57]	-1.29	0.015	1.09	-2.77	-1.62	1.38	5288.0	0.0313	1.0
theta_c_pr[2,58]	0.607	0.00432	0.25	0.0999	0.603	1.09	3355.0	0.0198	1.0
theta_c_pr[2,59]	-0.551	0.00559	0.584	-1.38	-0.698	0.77	10894.0	0.0644	1.0
theta_c_pr[2,60]	0.519	0.0058	0.273	0.0141	0.498	1.08	2211.0	0.0131	1.0
theta_c_pr[2,61]	-0.497	0.00354	0.306	-1.03	-0.535	0.201	7496.0	0.0443	1.0
theta_c_pr[2,62]	0.175	0.0029	0.222	-0.26	0.167	0.612	5864.0	0.0347	1.0
theta_c_pr[2,63]	-0.641	0.00433	0.391	-1.29	-0.692	0.263	8144.0	0.0482	1.0
theta_c_pr[2,64]	-1.47	0.0167	1.11	-3.32	-1.66	0.869	4473.0	0.0265	1.0
theta_c_pr[2,65]	-1.04	0.00707	0.522	-1.83	-1.12	0.269	5441.0	0.0322	1.0
theta_c_pr[2,66]	-0.35	0.00565	0.261	-0.855	-0.363	0.185	2123.0	0.0126	1.0
theta_c_pr[2,67]	-0.285	0.0049	0.274	-0.817	-0.297	0.267	3114.0	0.0184	1.0
theta_c_pr[2,68]	-0.167	0.00476	0.268	-0.637	-0.196	0.418	3179.0	0.0188	1.0
theta_c_pr[2,69]	0.0062	0.00305	0.23	-0.426	-0.00901	0.48	5714.0	0.0338	1.0
theta_c_pr[2,70]	0.266	0.00291	0.219	-0.161	0.258	0.702	5691.0	0.0337	1.0
theta_c_pr[2,71]	0.791	0.00392	0.288	0.215	0.788	1.35	5389.0	0.0319	1.0
theta_c_pr[2,72]	0.0952	0.0046	0.233	-0.348	0.084	0.575	2575.0	0.0152	1.0
theta_c_pr[2,73]	-0.476	0.0107	0.921	-1.83	-0.657	1.39	7402.0	0.0438	1.0
theta_c_pr[2,74]	0.119	0.00674	0.208	-0.298	0.115	0.513	955.0	0.00565	1.01
theta_c_pr[2,75]	-0.243	0.00459	0.41	-0.949	-0.293	0.669	7987.0	0.0472	1.0
theta_c_pr[2,76]	0.92	0.00421	0.437	-0.00675	0.923	1.74	10800.0	0.0639	1.0
theta_c_pr[2,77]	-0.223	0.00407	0.226	-0.653	-0.234	0.24	3070.0	0.0182	1.0
theta_c_pr[2,78]	-0.552	0.0039	0.369	-1.12	-0.622	0.334	8957.0	0.053	1.0
theta_c_pr[2,79]	0.511	0.00256	0.233	0.0505	0.505	0.97	8246.0	0.0488	1.0
theta_c_pr[2,80]	-0.875	0.00407	0.294	-1.39	-0.906	-0.237	5242.0	0.031	1.0
theta_c_pr[2,81]	0.268	0.00297	0.223	-0.157	0.259	0.716	5625.0	0.0333	1.0
theta_c_pr[2,82]	-0.231	0.00681	0.297	-0.771	-0.257	0.412	1905.0	0.0113	1.0
theta_c_pr[2,83]	-1.52	0.0143	1.07	-3.16	-1.79	0.869	5646.0	0.0334	1.0
theta_c_pr[2,84]	-1.08	0.0168	0.355	-1.74	-1.1	-0.33	448.0	0.00265	1.02
theta_c_pr[2,85]	-0.914	0.0125	0.393	-1.62	-0.945	-0.0663	992.0	0.00587	1.01
theta_c_pr[2,86]	1.02	0.00258	0.249	0.514	1.01	1.5	9355.0	0.0553	1.0
theta_c_pr[2,87]	1.88	0.00641	0.795	-0.0114	1.94	3.24	15356.0	0.0908	1.0
theta_c_pr[2,88]	-0.247	0.00346	0.321	-0.775	-0.299	0.482	8598.0	0.0509	1.0
theta_c_pr[2,89]	-0.624	0.00428	0.402	-1.21	-0.71	0.367	8799.0	0.052	1.0
theta_c_pr[2,90]	0.778	0.00297	0.29	0.222	0.767	1.35	9545.0	0.0565	1.0
theta_c_pr[2,91]	-0.643	0.00669	0.652	-1.55	-0.826	0.812	9501.0	0.0562	1.0
theta_c_pr[2,92]	0.638	0.00243	0.202	0.228	0.637	1.02	6911.0	0.0409	1.0
theta_c_pr[2,93]	-0.656	0.00586	0.308	-1.17	-0.69	0.0325	2754.0	0.0163	1.0
theta_c_pr[2,94]	0.697	0.00674	0.311	0.14	0.67	1.35	2129.0	0.0126	1.0
theta_c_pr[2,95]	-0.507	0.00568	0.414	-1.08	-0.595	0.597	5317.0	0.0314	1.0
theta_c_pr[2,96]	-0.00477	0.0039	0.386	-0.652	-0.0606	0.854	9803.0	0.058	1.0
theta_c_pr[2,97]	2.12	0.00524	0.684	0.672	2.13	3.36	17056.0	0.101	1.0
theta_c_pr[2,98]	0.0296	0.00988	0.263	-0.42	-0.00197	0.644	709.0	0.00419	1.01
theta_c_pr[2,99]	-0.935	0.00956	0.853	-2.21	-1.15	1.05	7968.0	0.0471	1.0
theta_c_pr[2,100]	0.583	0.00817	0.281	0.0521	0.563	1.16	1184.0	0.007	1.01
theta_c_pr[2,101]	0.304	0.00609	0.361	-0.402	0.287	1.02	3524.0	0.0208	1.0
theta_c_pr[2,102]	0.541	0.00322	0.254	0.0443	0.53	1.04	6228.0	0.0368	1.0
theta_c_pr[2,103]	1.77	0.00461	0.505	0.736	1.76	2.72	12000.0	0.071	1.0
theta_c_pr[2,104]	1.01	0.00394	0.405	0.188	1.0	1.78	10530.0	0.0623	1.0
theta_c_pr[2,105]	0.77	0.00367	0.279	0.246	0.754	1.33	5765.0	0.0341	1.0
theta_c_pr[2,106]	0.187	0.00376	0.213	-0.234	0.18	0.605	3225.0	0.0191	1.0
theta_c_pr[2,107]	0.131	0.00373	0.289	-0.446	0.126	0.691	5998.0	0.0355	1.0
theta_c_pr[2,108]	-0.578	0.00501	0.317	-1.16	-0.604	0.1	3996.0	0.0236	1.0
theta_c_pr[2,109]	0.113	0.00307	0.207	-0.287	0.106	0.526	4530.0	0.0268	1.0
theta_c_pr[2,110]	0.0106	0.00343	0.251	-0.489	0.00417	0.506	5349.0	0.0316	1.0
theta_c_pr[2,111]	0.608	0.00329	0.24	0.158	0.591	1.1	5307.0	0.0314	1.0
theta_c_pr[2,112]	-0.0558	0.00316	0.309	-0.583	-0.0949	0.609	9567.0	0.0566	1.0
theta_c_pr[2,113]	-0.481	0.00419	0.243	-0.955	-0.491	0.0149	3373.0	0.02	1.0
theta_c_pr[2,114]	-0.121	0.00373	0.229	-0.558	-0.135	0.345	3778.0	0.0223	1.0
theta_c_pr[2,115]	-0.179	0.00418	0.441	-0.874	-0.254	0.788	11096.0	0.0656	1.0
theta_c_pr[2,116]	-0.326	0.00314	0.228	-0.752	-0.34	0.149	5260.0	0.0311	1.0
theta_c_pr[2,117]	0.816	0.00404	0.344	0.14	0.805	1.49	7260.0	0.0429	1.0
theta_c_pr[2,118]	-0.97	0.0231	1.06	-2.37	-1.37	1.29	2115.0	0.0125	1.0
theta_c_pr[2,119]	0.645	0.00398	0.415	-0.181	0.637	1.46	10840.0	0.0641	1.0
theta_c_pr[2,120]	-0.61	0.00445	0.448	-1.29	-0.704	0.415	10144.0	0.06	1.0
theta_c_pr[2,121]	0.442	0.0129	0.812	-1.35	0.528	1.8	3967.0	0.0235	1.0
theta_c_pr[2,122]	-0.164	0.00334	0.253	-0.654	-0.174	0.338	5722.0	0.0338	1.0
theta_c_pr[2,123]	-0.238	0.0031	0.237	-0.667	-0.258	0.265	5850.0	0.0346	1.0
theta_c_pr[2,124]	0.232	0.00467	0.354	-0.433	0.211	0.957	5741.0	0.034	1.0
theta_c_pr[2,125]	-0.071	0.00291	0.225	-0.508	-0.0804	0.383	5966.0	0.0353	1.0
