	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[2,126]	-0.922	0.00618	0.49	-1.63	-1.03	0.307	6299.0	0.0723	1.0
theta_c_pr[2,127]	-0.969	0.00727	0.526	-1.78	-1.05	0.328	5224.0	0.06	1.0
theta_c_pr[2,128]	-1.22	0.0176	1.12	-2.99	-1.45	1.08	4021.0	0.0461	1.0
theta_d_pr[1,1]	0.0837	0.00656	1.01	-2.0	0.0929	1.96	23822.0	0.273	1.0
theta_d_pr[1,2]	-0.919	0.0294	0.616	-2.26	-0.907	0.179	438.0	0.00503	1.01
theta_d_pr[1,3]	0.107	0.00616	0.978	-1.93	0.119	1.95	25191.0	0.289	1.0
theta_d_pr[1,4]	0.846	0.00881	0.808	-1.16	0.906	2.24	8410.0	0.0965	1.0
theta_d_pr[1,5]	-0.305	0.0776	1.13	-3.04	-0.245	1.66	211.0	0.00242	1.02
theta_d_pr[1,6]	-0.15	0.00679	0.885	-1.95	-0.156	1.56	16950.0	0.195	1.0
theta_d_pr[1,7]	-0.0108	0.00568	0.971	-2.0	-0.00519	1.82	29210.0	0.335	1.0
theta_d_pr[1,8]	-0.0456	0.00653	0.856	-1.85	-0.0241	1.53	17215.0	0.198	1.0
theta_d_pr[1,9]	-0.0873	0.00666	0.993	-2.09	-0.0927	1.82	22225.0	0.255	1.0
theta_d_pr[1,10]	0.0454	0.00597	0.97	-1.96	0.0382	1.86	26392.0	0.303	1.0
theta_d_pr[1,11]	0.0432	0.00575	0.98	-1.99	0.0419	1.89	29102.0	0.334	1.0
theta_d_pr[1,12]	0.207	0.00652	0.91	-1.77	0.245	1.85	19461.0	0.223	1.0
theta_d_pr[1,13]	0.114	0.00625	0.999	-1.93	0.117	1.97	25560.0	0.293	1.0
theta_d_pr[1,14]	0.107	0.00638	0.982	-1.92	0.12	1.94	23720.0	0.272	1.0
theta_d_pr[1,15]	-0.438	0.0459	1.09	-2.75	-0.412	1.57	566.0	0.0065	1.01
theta_d_pr[1,16]	-0.295	0.00689	0.865	-2.1	-0.284	1.35	15754.0	0.181	1.0
theta_d_pr[1,17]	-0.0897	0.0063	0.988	-2.14	-0.0907	1.8	24578.0	0.282	1.0
theta_d_pr[1,18]	0.173	0.0144	0.998	-1.88	0.174	2.05	4800.0	0.0551	1.0
theta_d_pr[1,19]	-0.418	0.0078	0.86	-2.13	-0.45	1.31	12168.0	0.14	1.0
theta_d_pr[1,20]	-0.239	0.0118	0.503	-1.32	-0.226	0.674	1813.0	0.0208	1.0
theta_d_pr[1,21]	0.129	0.0066	0.978	-1.91	0.133	1.96	21988.0	0.252	1.0
theta_d_pr[1,22]	-0.124	0.0196	1.0	-2.17	-0.123	1.73	2589.0	0.0297	1.0
theta_d_pr[1,23]	0.263	0.00755	0.99	-1.79	0.281	2.1	17184.0	0.197	1.0
theta_d_pr[1,24]	0.0772	0.00733	0.985	-1.99	0.073	1.93	18054.0	0.207	1.0
theta_d_pr[1,25]	-0.0297	0.00581	0.987	-2.04	-0.0285	1.83	28834.0	0.331	1.0
theta_d_pr[1,26]	0.069	0.00629	0.977	-1.95	0.0828	1.89	24102.0	0.277	1.0
theta_d_pr[1,27]	0.25	0.00837	0.993	-1.83	0.265	2.08	14064.0	0.161	1.0
theta_d_pr[1,28]	0.0694	0.00688	0.99	-1.96	0.0666	1.94	20718.0	0.238	1.0
theta_d_pr[1,29]	-0.312	0.00722	0.936	-2.16	-0.361	1.54	16809.0	0.193	1.0
theta_d_pr[1,30]	0.198	0.006	0.702	-1.43	0.225	1.49	13706.0	0.157	1.0
theta_d_pr[1,31]	0.311	0.00768	0.906	-1.7	0.359	1.94	13912.0	0.16	1.0
theta_d_pr[1,32]	0.239	0.00683	0.943	-1.74	0.259	1.99	19078.0	0.219	1.0
theta_d_pr[1,33]	0.407	0.0164	0.997	-1.68	0.416	2.25	3703.0	0.0425	1.0
theta_d_pr[1,34]	-0.351	0.00736	0.932	-2.14	-0.412	1.57	16047.0	0.184	1.0
theta_d_pr[1,35]	0.0015	0.00552	0.984	-2.03	0.00563	1.86	31730.0	0.364	1.0
theta_d_pr[1,36]	-0.112	0.00657	0.999	-2.14	-0.117	1.79	23131.0	0.265	1.0
theta_d_pr[1,37]	-0.143	0.00652	0.867	-1.97	-0.14	1.55	17684.0	0.203	1.0
theta_d_pr[1,38]	0.581	0.00911	0.931	-1.56	0.67	2.18	10434.0	0.12	1.0
theta_d_pr[1,39]	0.109	0.0112	0.987	-1.9	0.101	2.0	7772.0	0.0892	1.0
theta_d_pr[1,40]	0.0746	0.00631	1.0	-2.02	0.0873	1.95	25212.0	0.289	1.0
theta_d_pr[1,41]	-0.0465	0.0062	0.958	-2.05	-0.0524	1.81	23866.0	0.274	1.0
theta_d_pr[1,42]	-0.26	0.0126	1.0	-2.28	-0.276	1.63	6291.0	0.0722	1.0
theta_d_pr[1,43]	-0.0909	0.00622	0.93	-1.99	-0.0902	1.65	22309.0	0.256	1.0
theta_d_pr[1,44]	-0.0335	0.00672	0.89	-1.88	-0.023	1.63	17537.0	0.201	1.0
theta_d_pr[1,45]	-0.255	0.00867	0.933	-2.06	-0.317	1.63	11585.0	0.133	1.0
theta_d_pr[1,46]	-0.307	0.00901	0.967	-2.23	-0.355	1.61	11507.0	0.132	1.0
theta_d_pr[1,47]	-0.29	0.00751	0.989	-2.28	-0.313	1.61	17362.0	0.199	1.0
theta_d_pr[1,48]	0.411	0.00834	0.979	-1.61	0.426	2.24	13776.0	0.158	1.0
theta_d_pr[1,49]	0.315	0.00749	0.933	-1.75	0.389	1.96	15496.0	0.178	1.0
theta_d_pr[1,50]	0.124	0.00758	0.985	-1.92	0.129	1.97	16896.0	0.194	1.0
theta_d_pr[1,51]	-0.0247	0.00595	0.99	-2.06	-0.0239	1.83	27639.0	0.317	1.0
theta_d_pr[1,52]	-0.492	0.00808	0.954	-2.38	-0.516	1.38	13934.0	0.16	1.0
theta_d_pr[1,53]	-0.232	0.0738	1.1	-2.67	-0.186	1.72	221.0	0.00254	1.02
theta_d_pr[1,54]	0.00722	0.00597	0.986	-2.0	0.000175	1.88	27244.0	0.313	1.0
theta_d_pr[1,55]	-0.227	0.0102	1.02	-2.23	-0.262	1.76	10014.0	0.115	1.0
theta_d_pr[1,56]	-0.0262	0.00545	0.969	-2.02	-0.0271	1.79	31582.0	0.362	1.0
theta_d_pr[1,57]	-0.184	0.0064	0.907	-2.01	-0.217	1.62	20072.0	0.23	1.0
theta_d_pr[1,58]	0.268	0.0244	1.02	-1.82	0.273	2.14	1726.0	0.0198	1.0
theta_d_pr[1,59]	0.166	0.00679	0.947	-1.9	0.192	1.9	19482.0	0.224	1.0
theta_d_pr[1,60]	-0.0494	0.00621	0.984	-2.09	-0.0545	1.81	25103.0	0.288	1.0
theta_d_pr[1,61]	-0.0617	0.00625	0.97	-2.06	-0.0619	1.74	24093.0	0.276	1.0
theta_d_pr[1,62]	-0.169	0.0102	0.998	-2.18	-0.185	1.74	9502.0	0.109	1.0
theta_d_pr[1,63]	-0.0389	0.00618	0.974	-2.01	-0.0456	1.8	24780.0	0.284	1.0
theta_d_pr[1,64]	-0.0799	0.0058	0.886	-1.93	-0.0827	1.63	23318.0	0.268	1.0
theta_d_pr[1,65]	0.186	0.00779	0.997	-1.92	0.214	2.01	16378.0	0.188	1.0
theta_d_pr[1,66]	0.235	0.0323	1.02	-1.85	0.233	2.15	1002.0	0.0115	1.0
theta_d_pr[1,67]	-0.151	0.0109	0.992	-2.17	-0.148	1.72	8260.0	0.0948	1.0
theta_d_pr[1,68]	0.0912	0.00603	0.98	-1.94	0.0987	1.92	26415.0	0.303	1.0
theta_d_pr[1,69]	0.0934	0.00646	0.976	-1.93	0.108	1.92	22845.0	0.262	1.0
theta_d_pr[1,70]	0.0458	0.00684	0.99	-2.03	0.0475	1.9	20998.0	0.241	1.0
theta_d_pr[1,71]	-0.106	0.00656	0.981	-2.12	-0.109	1.74	22350.0	0.256	1.0
theta_d_pr[1,72]	0.0219	0.00594	0.982	-2.0	0.00867	1.88	27327.0	0.314	1.0
theta_d_pr[1,73]	-0.145	0.00611	0.85	-1.93	-0.149	1.54	19356.0	0.222	1.0
theta_d_pr[1,74]	-0.228	0.0257	1.03	-2.29	-0.231	1.72	1615.0	0.0185	1.0
theta_d_pr[1,75]	0.0809	0.00614	0.969	-1.97	0.0952	1.88	24879.0	0.286	1.0
theta_d_pr[1,76]	-0.636	0.00753	0.822	-2.35	-0.626	0.931	11906.0	0.137	1.0
theta_d_pr[1,77]	0.123	0.0066	1.0	-1.93	0.133	2.0	23029.0	0.264	1.0
theta_d_pr[1,78]	0.165	0.00714	0.972	-1.86	0.185	1.92	18515.0	0.212	1.0
theta_d_pr[1,79]	-0.0575	0.00618	0.953	-2.02	-0.0575	1.75	23791.0	0.273	1.0
theta_d_pr[1,80]	0.0173	0.00581	0.978	-2.02	0.0172	1.85	28311.0	0.325	1.0
theta_d_pr[1,81]	0.286	0.011	1.0	-1.8	0.292	2.16	8335.0	0.0957	1.0
theta_d_pr[1,82]	-0.24	0.0402	1.03	-2.35	-0.229	1.66	659.0	0.00756	1.01
theta_d_pr[1,83]	0.0528	0.00571	0.903	-1.86	0.0636	1.77	24990.0	0.287	1.0
theta_d_pr[1,84]	-0.226	0.0348	1.03	-2.34	-0.223	1.7	882.0	0.0101	1.0
theta_d_pr[1,85]	-0.238	0.021	1.04	-2.34	-0.249	1.72	2436.0	0.028	1.0
theta_d_pr[1,86]	-0.0149	0.00626	0.929	-1.96	-0.0151	1.76	22021.0	0.253	1.0
theta_d_pr[1,87]	-0.519	0.0187	0.552	-1.71	-0.505	0.459	872.0	0.01	1.01
theta_d_pr[1,88]	-0.221	0.0069	0.978	-2.23	-0.233	1.62	20070.0	0.23	1.0
theta_d_pr[1,89]	-0.0732	0.00615	0.969	-2.07	-0.0675	1.75	24797.0	0.285	1.0
theta_d_pr[1,90]	-0.284	0.00619	0.934	-2.2	-0.295	1.53	22747.0	0.261	1.0
theta_d_pr[1,91]	0.313	0.00785	0.954	-1.75	0.364	2.01	14759.0	0.169	1.0
theta_d_pr[1,92]	-0.493	0.0117	0.985	-2.48	-0.507	1.39	7105.0	0.0815	1.0
theta_d_pr[1,93]	-0.2	0.0185	1.01	-2.26	-0.2	1.69	2978.0	0.0342	1.0
theta_d_pr[1,94]	0.169	0.0116	0.993	-1.85	0.171	2.05	7305.0	0.0838	1.0
theta_d_pr[1,95]	-0.176	0.00768	0.987	-2.17	-0.193	1.69	16550.0	0.19	1.0
theta_d_pr[1,96]	-0.213	0.00653	0.965	-2.12	-0.241	1.66	21818.0	0.25	1.0
theta_d_pr[1,97]	0.0269	0.00648	0.528	-1.05	0.0209	1.06	6649.0	0.0763	1.0
theta_d_pr[1,98]	-0.354	0.023	1.04	-2.48	-0.371	1.62	2066.0	0.0237	1.0
theta_d_pr[1,99]	0.00776	0.00547	0.922	-1.91	0.0119	1.76	28376.0	0.326	1.0
theta_d_pr[1,100]	-0.615	0.0108	1.02	-2.67	-0.64	1.35	8929.0	0.102	1.0
theta_d_pr[1,101]	-0.197	0.00737	0.947	-2.13	-0.218	1.67	16531.0	0.19	1.0
theta_d_pr[1,102]	0.0492	0.00656	0.994	-2.01	0.0598	1.89	22955.0	0.263	1.0
theta_d_pr[1,103]	1.03	0.0104	0.669	-0.275	0.994	2.36	4124.0	0.0473	1.0
theta_d_pr[1,104]	0.367	0.00727	0.826	-1.46	0.391	1.89	12921.0	0.148	1.0
theta_d_pr[1,105]	0.567	0.00907	0.972	-1.5	0.601	2.35	11468.0	0.132	1.0
theta_d_pr[1,106]	-0.0281	0.00624	0.984	-2.07	-0.0154	1.83	24834.0	0.285	1.0
theta_d_pr[1,107]	0.0846	0.00893	0.987	-1.95	0.0806	1.96	12229.0	0.14	1.0
theta_d_pr[1,108]	0.195	0.0319	1.04	-1.93	0.185	2.18	1065.0	0.0122	1.0
theta_d_pr[1,109]	0.236	0.0136	0.986	-1.79	0.245	2.08	5231.0	0.06	1.0
theta_d_pr[1,110]	-0.0468	0.00619	0.999	-2.13	-0.0466	1.83	26075.0	0.299	1.0
theta_d_pr[1,111]	0.164	0.00989	1.0	-1.94	0.171	2.03	10293.0	0.118	1.0
theta_d_pr[1,112]	0.1	0.00655	0.967	-1.92	0.103	1.92	21777.0	0.25	1.0
theta_d_pr[1,113]	0.185	0.0129	0.993	-1.88	0.192	2.03	5945.0	0.0682	1.0
theta_d_pr[1,114]	-0.171	0.00939	1.0	-2.22	-0.176	1.71	11351.0	0.13	1.0
theta_d_pr[1,115]	0.39	0.00849	0.99	-1.74	0.428	2.18	13615.0	0.156	1.0
theta_d_pr[1,116]	0.18	0.014	1.01	-1.9	0.174	2.08	5154.0	0.0591	1.0
theta_d_pr[1,117]	0.322	0.00666	0.817	-1.41	0.325	1.87	15030.0	0.172	1.0
theta_d_pr[1,118]	0.698	0.0222	1.12	-1.7	0.821	2.57	2549.0	0.0293	1.0
theta_d_pr[1,119]	0.132	0.00688	0.823	-1.62	0.138	1.7	14293.0	0.164	1.0
theta_d_pr[1,120]	-0.0703	0.00609	0.938	-2.01	-0.0828	1.74	23782.0	0.273	1.0
theta_d_pr[1,121]	0.319	0.00611	0.722	-1.3	0.336	1.68	13954.0	0.16	1.0
theta_d_pr[1,122]	0.102	0.00992	0.983	-1.94	0.106	1.93	9835.0	0.113	1.0
theta_d_pr[1,123]	-0.0355	0.00592	0.983	-2.05	-0.0384	1.81	27536.0	0.316	1.0
theta_d_pr[1,124]	0.244	0.0453	1.06	-1.86	0.222	2.34	548.0	0.00629	1.01
theta_d_pr[1,125]	-0.00904	0.00607	0.974	-2.02	-0.000899	1.83	25705.0	0.295	1.0
theta_d_pr[1,126]	0.158	0.00708	0.989	-1.93	0.182	1.98	19543.0	0.224	1.0
theta_d_pr[1,127]	-0.111	0.00622	0.975	-2.06	-0.125	1.77	24585.0	0.282	1.0
theta_d_pr[1,128]	-0.43	0.00934	0.939	-2.23	-0.494	1.5	10102.0	0.116	1.0
theta_d_pr[2,1]	0.774	0.00251	0.283	0.203	0.767	1.32	12673.0	0.145	1.0
theta_d_pr[2,2]	0.192	0.00474	0.687	-1.22	0.187	1.49	21043.0	0.241	1.0
theta_d_pr[2,3]	0.536	0.00394	0.33	-0.148	0.539	1.14	7010.0	0.0804	1.0
theta_d_pr[2,4]	1.18	0.0134	0.967	-0.913	1.21	2.92	5244.0	0.0602	1.0
theta_d_pr[2,5]	-3.09	0.0737	0.726	-4.2	-3.15	-1.04	96.8	0.00111	1.04
theta_d_pr[2,6]	-0.824	0.00358	0.488	-1.84	-0.823	0.0871	18553.0	0.213	1.0
theta_d_pr[2,7]	0.222	0.00266	0.362	-0.522	0.219	0.895	18535.0	0.213	1.0
theta_d_pr[2,8]	0.989	0.00307	0.459	0.0475	0.986	1.86	22343.0	0.256	1.0
theta_d_pr[2,9]	-0.641	0.00333	0.359	-1.43	-0.627	-0.0429	11649.0	0.134	1.0
theta_d_pr[2,10]	-0.37	0.00547	0.318	-1.11	-0.351	0.171	3374.0	0.0387	1.0
theta_d_pr[2,11]	-0.215	0.00801	0.301	-0.866	-0.205	0.317	1413.0	0.0162	1.0
theta_d_pr[2,12]	0.746	0.00561	0.614	-0.668	0.721	1.96	11951.0	0.137	1.0
theta_d_pr[2,13]	0.317	0.00637	0.319	-0.374	0.318	0.904	2510.0	0.0288	1.0
theta_d_pr[2,14]	0.312	0.00372	0.395	-0.622	0.322	1.02	11268.0	0.129	1.0
theta_d_pr[2,15]	-1.6	0.0533	0.552	-2.42	-1.68	-0.0255	107.0	0.00123	1.04
theta_d_pr[2,16]	0.6	0.00457	0.591	-0.488	0.554	1.8	16779.0	0.193	1.0
theta_d_pr[2,17]	-0.443	0.00343	0.417	-1.36	-0.438	0.333	14814.0	0.17	1.0
theta_d_pr[2,18]	0.674	0.00635	0.32	-0.000799	0.677	1.26	2534.0	0.0291	1.0
theta_d_pr[2,19]	-1.02	0.00755	0.566	-2.16	-1.03	0.106	5619.0	0.0645	1.0
theta_d_pr[2,20]	-0.305	0.00559	0.926	-2.25	-0.295	1.42	27418.0	0.315	1.0
theta_d_pr[2,21]	0.54	0.0032	0.397	-0.301	0.543	1.27	15420.0	0.177	1.0
theta_d_pr[2,22]	-1.15	0.0036	0.291	-1.78	-1.13	-0.668	6526.0	0.0749	1.0
theta_d_pr[2,23]	0.783	0.00684	0.414	-0.0997	0.786	1.55	3664.0	0.042	1.0
theta_d_pr[2,24]	0.734	0.00257	0.303	0.127	0.73	1.31	13910.0	0.16	1.0
theta_d_pr[2,25]	-0.279	0.00665	0.275	-0.869	-0.272	0.212	1707.0	0.0196	1.0
theta_d_pr[2,26]	0.222	0.00299	0.346	-0.542	0.223	0.871	13387.0	0.154	1.0
theta_d_pr[2,27]	1.25	0.0113	0.451	0.253	1.25	2.1	1608.0	0.0185	1.0
theta_d_pr[2,28]	0.614	0.00253	0.282	0.0248	0.612	1.15	12400.0	0.142	1.0
theta_d_pr[2,29]	-0.651	0.00845	0.85	-2.24	-0.723	1.24	10111.0	0.116	1.0
theta_d_pr[2,30]	0.783	0.00648	0.897	-1.05	0.764	2.46	19147.0	0.22	1.0
theta_d_pr[2,31]	0.251	0.00705	0.905	-1.77	0.297	1.9	16483.0	0.189	1.0
theta_d_pr[2,32]	0.478	0.00708	0.435	-0.534	0.496	1.26	3781.0	0.0434	1.0
theta_d_pr[2,33]	0.405	0.0161	0.431	-0.542	0.422	1.16	711.0	0.00816	1.01
theta_d_pr[2,34]	-0.777	0.00587	0.702	-2.19	-0.807	0.773	14322.0	0.164	1.0
theta_d_pr[2,35]	-0.417	0.0105	0.363	-1.21	-0.407	0.246	1206.0	0.0138	1.0
theta_d_pr[2,36]	-0.00752	0.00241	0.325	-0.684	-0.0107	0.607	18190.0	0.209	1.0
theta_d_pr[2,37]	-0.112	0.00702	0.925	-1.93	-0.158	1.75	17353.0	0.199	1.0
theta_d_pr[2,38]	0.873	0.0122	0.874	-1.26	0.97	2.35	5117.0	0.0587	1.0
theta_d_pr[2,39]	1.13	0.00296	0.358	0.482	1.11	1.86	14607.0	0.168	1.0
theta_d_pr[2,40]	-0.0794	0.00998	0.27	-0.685	-0.0664	0.383	734.0	0.00842	1.01
theta_d_pr[2,41]	-0.22	0.0049	0.749	-1.77	-0.238	1.28	23405.0	0.269	1.0
theta_d_pr[2,42]	-0.914	0.0116	0.368	-1.61	-0.926	-0.208	997.0	0.0114	1.01
theta_d_pr[2,43]	0.16	0.00261	0.377	-0.609	0.156	0.878	20844.0	0.239	1.0
theta_d_pr[2,44]	0.338	0.00328	0.463	-0.606	0.338	1.22	19892.0	0.228	1.0
theta_d_pr[2,45]	-0.681	0.00578	0.755	-2.31	-0.676	0.819	17045.0	0.196	1.0
theta_d_pr[2,46]	-0.82	0.00698	0.752	-2.28	-0.859	0.81	11589.0	0.133	1.0
theta_d_pr[2,47]	-0.517	0.00638	0.399	-1.28	-0.538	0.283	3901.0	0.0448	1.0
theta_d_pr[2,48]	-0.502	0.0207	0.438	-1.53	-0.465	0.219	449.0	0.00516	1.01
theta_d_pr[2,49]	0.776	0.00783	0.681	-0.916	0.779	2.06	7566.0	0.0868	1.0
theta_d_pr[2,50]	0.0793	0.00554	0.343	-0.711	0.0967	0.665	3836.0	0.044	1.0
theta_d_pr[2,51]	0.18	0.00233	0.289	-0.403	0.175	0.725	15382.0	0.177	1.0
theta_d_pr[2,52]	-0.662	0.0162	0.555	-1.69	-0.71	0.561	1166.0	0.0134	1.0
theta_d_pr[2,53]	-2.97	0.096	0.787	-4.12	-3.06	-0.551	67.2	0.000771	1.06
theta_d_pr[2,54]	0.283	0.00299	0.262	-0.253	0.281	0.768	7677.0	0.0881	1.0
theta_d_pr[2,55]	-1.2	0.00912	0.561	-2.35	-1.21	-0.034	3778.0	0.0434	1.0
theta_d_pr[2,56]	-0.091	0.00393	0.563	-1.33	-0.0817	0.973	20551.0	0.236	1.0
theta_d_pr[2,57]	-0.423	0.00668	0.809	-2.09	-0.445	1.23	14653.0	0.168	1.0
theta_d_pr[2,58]	1.42	0.0124	0.377	0.628	1.42	2.1	924.0	0.0106	1.01
theta_d_pr[2,59]	0.498	0.00407	0.507	-0.718	0.501	1.46	15540.0	0.178	1.0
theta_d_pr[2,60]	-0.102	0.00246	0.268	-0.668	-0.0994	0.388	11846.0	0.136	1.0
theta_d_pr[2,61]	-0.04	0.00281	0.335	-0.702	-0.0524	0.632	14243.0	0.163	1.0
theta_d_pr[2,62]	-1.26	0.00274	0.367	-2.06	-1.25	-0.62	17925.0	0.206	1.0
theta_d_pr[2,63]	-0.252	0.00298	0.379	-1.12	-0.245	0.44	16139.0	0.185	1.0
theta_d_pr[2,64]	-0.0981	0.00503	0.876	-1.9	-0.113	1.61	30323.0	0.348	1.0
theta_d_pr[2,65]	0.774	0.00534	0.538	-0.594	0.782	1.75	10146.0	0.116	1.0
theta_d_pr[2,66]	1.73	0.0158	0.396	0.994	1.73	2.4	628.0	0.00721	1.01
theta_d_pr[2,67]	-0.749	0.00261	0.297	-1.36	-0.744	-0.231	12992.0	0.149	1.0
theta_d_pr[2,68]	0.475	0.00364	0.249	-0.0307	0.474	0.929	4681.0	0.0537	1.0
theta_d_pr[2,69]	0.311	0.00345	0.315	-0.364	0.315	0.887	8329.0	0.0956	1.0
theta_d_pr[2,70]	-0.448	0.00613	0.333	-1.19	-0.43	0.126	2941.0	0.0337	1.0
theta_d_pr[2,71]	-0.499	0.00348	0.321	-1.18	-0.494	0.096	8521.0	0.0978	1.0
theta_d_pr[2,72]	0.31	0.00281	0.276	-0.259	0.306	0.836	9705.0	0.111	1.0
theta_d_pr[2,73]	-0.219	0.00512	0.701	-1.68	-0.253	1.24	18767.0	0.215	1.0
theta_d_pr[2,74]	-1.93	0.00843	0.393	-2.7	-1.93	-1.22	2178.0	0.025	1.0
theta_d_pr[2,75]	0.607	0.00358	0.391	-0.138	0.575	1.42	11951.0	0.137	1.0
theta_d_pr[2,76]	0.552	0.0117	0.613	-0.605	0.522	1.76	2741.0	0.0315	1.0
theta_d_pr[2,77]	0.801	0.00273	0.29	0.228	0.791	1.36	11273.0	0.129	1.0
theta_d_pr[2,78]	0.656	0.00467	0.396	-0.237	0.655	1.38	7186.0	0.0825	1.0
theta_d_pr[2,79]	-0.419	0.00277	0.369	-1.18	-0.417	0.273	17738.0	0.204	1.0
theta_d_pr[2,80]	0.0837	0.00276	0.291	-0.532	0.087	0.609	11068.0	0.127	1.0
theta_d_pr[2,81]	0.361	0.0173	0.371	-0.517	0.39	0.97	457.0	0.00524	1.01
theta_d_pr[2,82]	-1.05	0.0299	0.428	-1.65	-1.08	-0.468	205.0	0.00235	1.02
theta_d_pr[2,83]	0.0405	0.00519	0.837	-1.76	0.0476	1.64	26057.0	0.299	1.0
theta_d_pr[2,84]	-1.92	0.0356	0.556	-2.98	-1.92	-0.979	245.0	0.00281	1.02
theta_d_pr[2,85]	-1.48	0.0213	0.524	-2.49	-1.49	-0.505	605.0	0.00694	1.01
theta_d_pr[2,86]	-0.332	0.00342	0.409	-1.2	-0.325	0.426	14327.0	0.164	1.0
theta_d_pr[2,87]	-0.13	0.00615	0.932	-2.07	-0.123	1.59	22983.0	0.264	1.0
theta_d_pr[2,88]	0.241	0.00654	0.434	-0.481	0.174	1.25	4413.0	0.0506	1.0
theta_d_pr[2,89]	0.0271	0.00331	0.379	-0.708	0.00478	0.834	13112.0	0.15	1.0
theta_d_pr[2,90]	-0.455	0.0039	0.431	-1.34	-0.46	0.369	12229.0	0.14	1.0
theta_d_pr[2,91]	0.482	0.00549	0.549	-0.953	0.525	1.43	10014.0	0.115	1.0
theta_d_pr[2,92]	0.17	0.00889	0.353	-0.538	0.165	0.832	1575.0	0.0181	1.0
theta_d_pr[2,93]	-0.981	0.0102	0.386	-1.7	-0.99	-0.33	1428.0	0.0164	1.0
theta_d_pr[2,94]	0.61	0.00602	0.285	0.0318	0.615	1.13	2234.0	0.0256	1.0
theta_d_pr[2,95]	-0.114	0.00579	0.458	-0.791	-0.179	1.05	6254.0	0.0718	1.0
theta_d_pr[2,96]	-0.127	0.00392	0.405	-0.899	-0.159	0.751	10682.0	0.123	1.0
theta_d_pr[2,97]	-0.609	0.00549	0.888	-2.41	-0.618	1.07	26162.0	0.3	1.0
theta_d_pr[2,98]	-0.71	0.0331	0.468	-1.41	-0.774	0.463	199.0	0.00229	1.02
theta_d_pr[2,99]	0.109	0.00499	0.708	-1.38	0.0871	1.52	20128.0	0.231	1.0
theta_d_pr[2,100]	-0.881	0.0227	0.476	-1.74	-0.919	0.129	439.0	0.00503	1.01
theta_d_pr[2,101]	-1.11	0.00409	0.495	-2.08	-1.12	-0.139	14697.0	0.169	1.0
theta_d_pr[2,102]	-0.0892	0.00639	0.312	-0.757	-0.0823	0.469	2380.0	0.0273	1.0
theta_d_pr[2,103]	-0.879	0.0104	0.795	-2.53	-0.882	0.603	5785.0	0.0664	1.0
theta_d_pr[2,104]	0.532	0.00704	0.57	-0.723	0.556	1.56	6542.0	0.0751	1.0
theta_d_pr[2,105]	0.891	0.0181	0.484	-0.264	0.927	1.71	714.0	0.00819	1.01
theta_d_pr[2,106]	-0.168	0.00303	0.295	-0.813	-0.163	0.367	9470.0	0.109	1.0
theta_d_pr[2,107]	1.19	0.00274	0.315	0.582	1.18	1.8	13208.0	0.152	1.0
theta_d_pr[2,108]	1.91	0.0044	0.358	1.26	1.9	2.59	6627.0	0.076	1.0
theta_d_pr[2,109]	0.739	0.0113	0.328	0.0202	0.748	1.32	841.0	0.00965	1.01
theta_d_pr[2,110]	-0.205	0.00247	0.304	-0.845	-0.201	0.355	15175.0	0.174	1.0
theta_d_pr[2,111]	0.755	0.00456	0.332	0.0643	0.757	1.37	5284.0	0.0606	1.0
theta_d_pr[2,112]	0.617	0.00294	0.376	-0.184	0.614	1.32	16392.0	0.188	1.0
theta_d_pr[2,113]	1.26	0.00545	0.355	0.581	1.25	1.94	4261.0	0.0489	1.0
theta_d_pr[2,114]	-0.317	0.00312	0.306	-0.906	-0.329	0.272	9591.0	0.11	1.0
theta_d_pr[2,115]	0.717	0.0157	0.5	-0.598	0.756	1.55	1019.0	0.0117	1.0
theta_d_pr[2,116]	0.927	0.0104	0.343	0.224	0.935	1.51	1093.0	0.0125	1.01
theta_d_pr[2,117]	-0.72	0.00859	0.52	-1.85	-0.702	0.199	3667.0	0.0421	1.0
theta_d_pr[2,118]	1.27	0.0281	0.978	-1.18	1.47	2.74	1209.0	0.0139	1.0
theta_d_pr[2,119]	-0.485	0.00405	0.553	-1.67	-0.466	0.518	18647.0	0.214	1.0
theta_d_pr[2,120]	-0.0926	0.00315	0.409	-0.921	-0.113	0.752	16904.0	0.194	1.0
theta_d_pr[2,121]	-0.246	0.0061	0.822	-2.02	-0.201	1.24	18166.0	0.208	1.0
theta_d_pr[2,122]	0.871	0.00305	0.29	0.304	0.865	1.43	9026.0	0.104	1.0
theta_d_pr[2,123]	-1.02	0.0101	0.339	-1.84	-0.991	-0.47	1118.0	0.0128	1.0
theta_d_pr[2,124]	2.4	0.0115	0.443	1.63	2.41	3.1	1494.0	0.0171	1.01
theta_d_pr[2,125]	0.813	0.00264	0.335	0.185	0.794	1.49	16117.0	0.185	1.0
theta_d_pr[2,126]	0.284	0.00419	0.439	-0.84	0.31	1.05	10961.0	0.126	1.0
theta_d_pr[2,127]	-0.285	0.00519	0.509	-1.23	-0.325	0.841	9604.0	0.11	1.0
theta_d_pr[2,128]	-0.387	0.00746	0.922	-2.16	-0.445	1.51	15275.0	0.175	1.0
sigma[1,1]	1.17	0.00507	0.131	0.914	1.16	1.43	665.0	0.00763	1.01
