	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[2,4]	-1.11	0.0182	0.937	-2.72	-1.23	0.99	2652.0	0.68	1.0
theta_c_pr[2,5]	0.595	0.00879	0.556	-0.51	0.571	1.67	4004.0	1.03	1.0
theta_c_pr[2,6]	0.528	0.00877	0.564	-0.609	0.517	1.61	4140.0	1.06	1.0
theta_c_pr[2,7]	-0.433	0.0109	0.785	-1.9	-0.507	1.23	5140.0	1.32	1.0
theta_c_pr[2,8]	-0.342	0.00847	0.544	-1.57	-0.322	0.631	4128.0	1.06	1.0
theta_c_pr[2,9]	-0.458	0.0096	0.605	-1.81	-0.426	0.619	3975.0	1.02	1.0
theta_c_pr[2,10]	0.391	0.00764	0.609	-0.832	0.364	1.61	6358.0	1.63	1.0
theta_c_pr[2,11]	0.806	0.00769	0.584	-0.338	0.777	1.97	5763.0	1.48	1.0
theta_d_pr[1,1]	0.0298	0.016	0.764	-1.55	0.0974	1.37	2292.0	0.588	1.0
theta_d_pr[1,2]	-1.85	0.0221	0.871	-3.48	-1.9	0.131	1558.0	0.4	1.0
theta_d_pr[1,3]	0.0501	0.0177	0.87	-1.74	0.0339	1.75	2414.0	0.619	1.0
theta_d_pr[1,4]	-0.261	0.017	0.861	-1.96	-0.3	1.52	2553.0	0.655	1.0
theta_d_pr[1,5]	-0.197	0.00772	0.594	-1.52	-0.177	0.902	5918.0	1.52	1.0
theta_d_pr[1,6]	0.972	0.00864	0.64	-0.283	0.94	2.24	5497.0	1.41	1.0
theta_d_pr[1,7]	0.161	0.0131	0.762	-1.47	0.193	1.54	3393.0	0.87	1.0
theta_d_pr[1,8]	0.491	0.00749	0.647	-0.945	0.494	1.73	7465.0	1.91	1.0
theta_d_pr[1,9]	0.168	0.00806	0.659	-1.24	0.185	1.37	6673.0	1.71	1.0
theta_d_pr[1,10]	-0.114	0.00824	0.589	-1.42	-0.105	1.02	5110.0	1.31	1.0
theta_d_pr[1,11]	0.272	0.0076	0.535	-0.93	0.278	1.27	4956.0	1.27	1.0
theta_d_pr[2,1]	1.22	0.0177	0.999	-1.1	1.33	2.93	3170.0	0.813	1.0
theta_d_pr[2,2]	-0.576	0.0182	0.868	-2.42	-0.551	1.08	2283.0	0.585	1.0
theta_d_pr[2,3]	-0.596	0.0221	1.08	-2.72	-0.599	1.45	2366.0	0.607	1.0
theta_d_pr[2,4]	-0.355	0.0207	1.01	-2.45	-0.336	1.53	2378.0	0.61	1.0
theta_d_pr[2,5]	0.108	0.00803	0.615	-1.14	0.0947	1.33	5862.0	1.5	1.0
theta_d_pr[2,6]	-0.744	0.0146	0.662	-2.22	-0.704	0.367	2060.0	0.528	1.0
theta_d_pr[2,7]	0.618	0.00934	0.821	-1.32	0.663	2.08	7733.0	1.98	1.0
theta_d_pr[2,8]	-0.078	0.00891	0.637	-1.46	-0.0626	1.16	5121.0	1.31	1.0
theta_d_pr[2,9]	0.228	0.00811	0.604	-0.998	0.208	1.45	5550.0	1.42	1.0
theta_d_pr[2,10]	0.0513	0.00794	0.698	-1.45	0.051	1.38	7731.0	1.98	1.0
theta_d_pr[2,11]	0.0928	0.00773	0.634	-1.24	0.0899	1.34	6725.0	1.72	1.0
sigma[1,1]	0.556	0.00637	0.284	0.0634	0.525	1.17	1990.0	0.51	1.0
sigma[1,2]	0.636	0.00755	0.292	0.0697	0.609	1.26	1497.0	0.384	1.0
sigma[2,1]	0.591	0.0053	0.25	0.176	0.565	1.15	2215.0	0.568	1.0
sigma[2,2]	0.514	0.0117	0.354	0.0401	0.446	1.34	919.0	0.236	1.01
L[1,1]	1.0		4.36e-14	1.0	1.0	1.0			
L[1,2]	0.0		0.0	0.0	0.0	0.0			
L[1,3]	0.0		0.0	0.0	0.0	0.0			
L[1,4]	0.0		0.0	0.0	0.0	0.0			
L[2,1]	-0.000175	0.0012	0.145	-0.293	-5.95e-05	0.27	14465.0	3.71	1.0
L[2,2]	0.989	0.000231	0.015	0.942	0.995	1.0	4202.0	1.08	1.0
L[2,3]	0.0		0.0	0.0	0.0	0.0			
L[2,4]	0.0		0.0	0.0	0.0	0.0			
L[3,1]	0.0149	0.00117	0.136	-0.263	0.0164	0.268	13431.0	3.44	1.0
L[3,2]	-0.00217	0.00121	0.136	-0.278	-0.00281	0.256	12679.0	3.25	1.0
L[3,3]	0.981	0.000249	0.0189	0.927	0.987	0.999	5717.0	1.47	1.0
L[3,4]	0.0		0.0	0.0	0.0	0.0			
L[4,1]	0.0305	0.00149	0.138	-0.252	0.0301	0.287	8523.0	2.19	1.0
L[4,2]	0.026	0.00137	0.136	-0.255	0.0273	0.28	9869.0	2.53	1.0
L[4,3]	-0.0269	0.00162	0.146	-0.327	-0.0268	0.248	8131.0	2.09	1.0
L[4,4]	0.969	0.00032	0.0252	0.898	0.975	0.997	6190.0	1.59	1.0
b1[1,1]	8.53	0.211	9.07	-0.102	4.5	27.9	1840.0	0.472	1.0
b1[1,2]	29.1	0.0826	7.49	16.7	28.3	45.6	8219.0	2.11	1.0
b1[1,3]	8.89	0.207	8.87	0.581	5.47	28.3	1838.0	0.471	1.0
b1[1,4]	12.0	0.189	9.1	0.623	10.6	30.6	2312.0	0.593	1.0
b1[1,5]	16.9	0.0605	4.89	9.49	16.1	28.0	6522.0	1.67	1.0
b1[1,6]	12.3	0.0559	3.36	7.62	11.7	20.1	3599.0	0.923	1.0
b1[1,7]	9.89	0.147	7.99	0.626	7.98	26.9	2951.0	0.757	1.0
b1[1,8]	11.3	0.0694	5.56	4.2	10.0	24.2	6419.0	1.65	1.0
b1[1,9]	15.9	0.0668	6.41	6.37	14.9	30.5	9199.0	2.36	1.0
b1[1,10]	12.4	0.0822	5.27	5.79	11.1	24.9	4111.0	1.05	1.0
b1[1,11]	11.3	0.0542	4.01	6.22	10.3	21.2	5455.0	1.4	1.0
b1[2,1]	4.31	0.0896	4.25	1.77	2.93	17.7	2253.0	0.578	1.0
b1[2,2]	1.36	0.382	10.3	-12.6	-0.975	31.2	724.0	0.186	1.0
b1[2,3]	5.98	0.15	7.84	-4.39	3.11	24.8	2718.0	0.697	1.0
b1[2,4]	4.89	0.15	7.74	-6.34	1.99	23.6	2672.0	0.685	1.0
b1[2,5]	10.9	0.0481	3.95	5.67	9.98	20.0	6724.0	1.72	1.0
b1[2,6]	20.2	0.066	5.17	12.1	19.4	31.7	6138.0	1.57	1.0
b1[2,7]	7.67	0.0985	6.09	1.88	5.33	23.0	3823.0	0.98	1.0
b1[2,8]	13.6	0.0624	5.49	6.01	12.5	26.3	7750.0	1.99	1.0
b1[2,9]	14.1	0.0748	5.5	6.56	12.9	27.0	5398.0	1.38	1.0
b1[2,10]	7.43	0.0543	4.31	2.99	6.11	18.5	6311.0	1.62	1.0
b1[2,11]	10.8	0.0335	3.17	6.34	10.2	18.2	8959.0	2.3	1.0
a1[1,1]	0.123	0.00453	0.195	0.000166	0.0187	0.665	1854.0	0.476	1.0
a1[1,2]	0.0914	0.000261	0.0245	0.0499	0.0887	0.145	8771.0	2.25	1.0
a1[1,3]	0.211	0.00905	0.294	0.00333	0.034	0.928	1057.0	0.271	1.01
a1[1,4]	0.124	0.00858	0.253	0.00433	0.0213	0.942	873.0	0.224	1.01
a1[1,5]	0.176	0.000623	0.0559	0.0813	0.17	0.293	8072.0	2.07	1.0
a1[1,6]	0.267	0.00125	0.079	0.115	0.266	0.422	3968.0	1.02	1.0
a1[1,7]	0.0769	0.00268	0.136	0.00369	0.0246	0.491	2582.0	0.662	1.0
a1[1,8]	0.0958	0.000674	0.0566	0.0258	0.082	0.23	7033.0	1.8	1.0
a1[1,9]	0.0666	0.000347	0.0334	0.0243	0.0589	0.147	9302.0	2.39	1.0
a1[1,10]	0.162	0.00125	0.085	0.0466	0.145	0.353	4592.0	1.18	1.0
a1[1,11]	0.219	0.00108	0.0876	0.0715	0.213	0.398	6554.0	1.68	1.0
a1[2,1]	0.41	0.00473	0.227	0.0223	0.419	0.824	2302.0	0.59	1.0
a1[2,2]	0.0722	0.00172	0.0976	9.84e-05	0.0399	0.322	3217.0	0.825	1.0
a1[2,3]	0.0616	0.00208	0.127	4.37e-05	0.0117	0.432	3751.0	0.962	1.0
a1[2,4]	0.0648	0.00237	0.133	1.55e-05	0.0122	0.478	3159.0	0.81	1.0
a1[2,5]	0.213	0.000941	0.089	0.0734	0.201	0.411	8927.0	2.29	1.0
a1[2,6]	0.119	0.000375	0.0308	0.0629	0.116	0.183	6750.0	1.73	1.0
a1[2,7]	0.183	0.00287	0.168	0.0194	0.125	0.605	3417.0	0.876	1.0
a1[2,8]	0.0843	0.000367	0.0384	0.0305	0.0773	0.17	10951.0	2.81	1.0
a1[2,9]	0.0973	0.000558	0.0434	0.0346	0.0891	0.197	6032.0	1.55	1.0
a1[2,10]	0.19	0.00128	0.116	0.0358	0.168	0.455	8226.0	2.11	1.0
a1[2,11]	0.248	0.000765	0.0836	0.0973	0.241	0.417	11945.0	3.06	1.0
sigma_pr[1,1]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[1,2]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[2,1]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[2,2]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[3,1]	0.556	0.00637	0.284	0.0634	0.525	1.17	1990.0	0.51	1.0
sigma_pr[3,2]	0.636	0.00755	0.292	0.0697	0.609	1.26	1497.0	0.384	1.0
sigma_pr[4,1]	0.591	0.0053	0.25	0.176	0.565	1.15	2215.0	0.568	1.0
sigma_pr[4,2]	0.514	0.0117	0.354	0.0401	0.446	1.34	919.0	0.236	1.01
theta_c_pr2[1,1]	-1.53		8.24e-14	-1.53	-1.53	-1.53			
theta_c_pr2[1,2]	-0.284		8e-15	-0.284	-0.284	-0.284			
theta_c_pr2[1,3]	1.17		6.55e-14	1.17	1.17	1.17			
theta_c_pr2[1,4]	-0.284		8e-15	-0.284	-0.284	-0.284			
theta_c_pr2[1,5]	0.757		3.12e-14	0.757	0.757	0.757			
theta_c_pr2[1,6]	1.17		6.55e-14	1.17	1.17	1.17			
theta_c_pr2[1,7]	0.549		3.6e-15	0.549	0.549	0.549			
theta_c_pr2[1,8]	-0.284		8e-15	-0.284	-0.284	-0.284			
theta_c_pr2[1,9]	-1.53		8.24e-14	-1.53	-1.53	-1.53			
theta_c_pr2[1,10]	-0.701		2.02e-14	-0.701	-0.701	-0.701			
theta_c_pr2[1,11]	0.966		8.4e-15	0.966	0.966	0.966			
theta_c_pr2[2,1]	1.69		6.71e-14	1.69	1.69	1.69			
theta_c_pr2[2,2]	-0.968		6.06e-14	-0.968	-0.968	-0.968			
theta_c_pr2[2,3]	0.548		5.7e-15	0.548	0.548	0.548			
theta_c_pr2[2,4]	-0.968		6.06e-14	-0.968	-0.968	-0.968			
theta_c_pr2[2,5]	-0.392		2.09e-14	-0.392	-0.392	-0.392			
theta_c_pr2[2,6]	0.548		5.7e-15	0.548	0.548	0.548			
theta_c_pr2[2,7]	-0.71		2.4e-14	-0.71	-0.71	-0.71			
theta_c_pr2[2,8]	-0.968		6.06e-14	-0.968	-0.968	-0.968			
theta_c_pr2[2,9]	1.69		6.71e-14	1.69	1.69	1.69			
theta_c_pr2[2,10]	-0.489		3.67e-14	-0.489	-0.489	-0.489			
theta_c_pr2[2,11]	0.0272		7e-16	0.0272	0.0272	0.0272			
theta_c_pr2[3,1]	-0.737	0.0129	0.848	-2.37	-0.787	1.02	4299.0	1.1	1.0
theta_c_pr2[3,2]	0.716	0.0216	0.873	-1.0	0.661	2.56	1627.0	0.417	1.0
theta_c_pr2[3,3]	-0.598	0.0117	0.905	-2.3	-0.673	1.3	6014.0	1.54	1.0
theta_c_pr2[3,4]	-0.418	0.0109	0.921	-2.12	-0.5	1.53	7178.0	1.84	1.0
theta_c_pr2[3,5]	0.567	0.00802	0.683	-0.894	0.555	1.87	7246.0	1.86	1.0
theta_c_pr2[3,6]	1.05	0.00893	0.679	-0.374	1.03	2.36	5778.0	1.48	1.0
theta_c_pr2[3,7]	-0.355	0.00955	0.833	-1.91	-0.43	1.35	7609.0	1.95	1.0
theta_c_pr2[3,8]	0.292	0.00832	0.741	-1.21	0.259	1.78	7928.0	2.03	1.0
theta_c_pr2[3,9]	0.769	0.0093	0.788	-0.876	0.748	2.28	7187.0	1.84	1.0
theta_c_pr2[3,10]	-0.161	0.00815	0.701	-1.67	-0.169	1.22	7399.0	1.9	1.0
theta_c_pr2[3,11]	0.015	0.00891	0.665	-1.42	0.0264	1.28	5570.0	1.43	1.0
theta_c_pr2[4,1]	0.174	0.0157	0.928	-1.59	0.123	1.99	3474.0	0.891	1.0
theta_c_pr2[4,2]	-0.641	0.018	0.785	-2.41	-0.602	0.753	1910.0	0.49	1.0
theta_c_pr2[4,3]	-0.877	0.0209	1.05	-2.66	-1.03	1.31	2500.0	0.641	1.0
theta_c_pr2[4,4]	-1.11	0.0182	0.937	-2.72	-1.23	0.99	2652.0	0.68	1.0
theta_c_pr2[4,5]	0.595	0.00879	0.556	-0.51	0.571	1.67	4004.0	1.03	1.0
theta_c_pr2[4,6]	0.528	0.00877	0.564	-0.609	0.517	1.61	4140.0	1.06	1.0
theta_c_pr2[4,7]	-0.433	0.0109	0.785	-1.9	-0.507	1.23	5140.0	1.32	1.0
theta_c_pr2[4,8]	-0.342	0.00847	0.544	-1.57	-0.322	0.631	4128.0	1.06	1.0
theta_c_pr2[4,9]	-0.458	0.0096	0.605	-1.81	-0.426	0.619	3975.0	1.02	1.0
theta_c_pr2[4,10]	0.391	0.00764	0.609	-0.832	0.364	1.61	6358.0	1.63	1.0
theta_c_pr2[4,11]	0.806	0.00769	0.584	-0.338	0.777	1.97	5763.0	1.48	1.0
b1_mu[1]	12.6	0.0788	4.12	4.95	12.3	21.1	2743.0	0.703	1.0
b1_mu[2]	8.69	0.0527	3.4	2.2	8.53	15.6	4152.0	1.06	1.0
a1_mu[1]	0.128	0.00179	0.0769	0.0302	0.111	0.312	1844.0	0.473	1.0
a1_mu[2]	0.132	0.00112	0.0709	0.0327	0.119	0.294	4009.0	1.03	1.0
Omega[1,1]	1.0		4.36e-14	1.0	1.0	1.0			
Omega[1,2]	-0.000175	0.0012	0.145	-0.293	-5.95e-05	0.27	14465.0	3.71	1.0
Omega[1,3]	0.0149	0.00117	0.136	-0.263	0.0164	0.268	13431.0	3.44	1.0
Omega[1,4]	0.0305	0.00149	0.138	-0.252	0.0301	0.287	8523.0	2.19	1.0
Omega[2,1]	-0.000175	0.0012	0.145	-0.293	-5.95e-05	0.27	14465.0	3.71	1.0
Omega[2,2]	1.0		4.36e-14	1.0	1.0	1.0			
Omega[2,3]	-0.00223	0.00123	0.136	-0.278	-0.0018	0.255	12375.0	3.17	1.0
Omega[2,4]	0.0256	0.00137	0.136	-0.253	0.0263	0.282	9916.0	2.54	1.0
Omega[3,1]	0.0149	0.00117	0.136	-0.263	0.0164	0.268	13431.0	3.44	1.0
Omega[3,2]	-0.00223	0.00123	0.136	-0.278	-0.0018	0.255	12375.0	3.17	1.0
Omega[3,3]	1.0		4.36e-14	1.0	1.0	1.0			
Omega[3,4]	-0.028	0.00163	0.146	-0.327	-0.0285	0.246	7964.0	2.04	1.0
Omega[4,1]	0.0305	0.00149	0.138	-0.252	0.0301	0.287	8523.0	2.19	1.0
Omega[4,2]	0.0256	0.00137	0.136	-0.253	0.0263	0.282	9916.0	2.54	1.0
Omega[4,3]	-0.028	0.00163	0.146	-0.327	-0.0285	0.246	7964.0	2.04	1.0
Omega[4,4]	1.0		4.36e-14	1.0	1.0	1.0			
