	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
a1[2,24]	0.0309	0.000909	0.057	0.00119	0.0114	0.178	3933.0	0.15	1.0
a1[2,25]	0.173	0.000352	0.0429	0.093	0.171	0.26	14873.0	0.569	1.0
a1[2,26]	0.0673	0.000697	0.056	0.0158	0.0478	0.215	6453.0	0.247	1.0
a1[2,27]	0.0858	0.000211	0.0237	0.0474	0.0828	0.137	12712.0	0.486	1.0
a1[2,28]	0.0602	0.000406	0.0363	0.0188	0.0502	0.149	7994.0	0.306	1.0
a1[2,29]	0.103	0.00068	0.0477	0.0351	0.0946	0.212	4921.0	0.188	1.0
a1[2,30]	0.0462	0.000416	0.0342	0.0118	0.0356	0.133	6793.0	0.26	1.0
a1[2,31]	0.0363	0.00105	0.0614	0.000345	0.0112	0.203	3425.0	0.131	1.0
a1[2,32]	0.0388	0.000503	0.0332	0.0113	0.0293	0.12	4357.0	0.167	1.0
a1[2,33]	0.106	0.000383	0.0386	0.048	0.0989	0.194	10194.0	0.39	1.0
a1[2,34]	0.0592	0.000415	0.036	0.0163	0.0502	0.146	7494.0	0.286	1.0
a1[2,35]	0.0603	0.000142	0.0166	0.0338	0.0578	0.0977	13714.0	0.524	1.0
a1[2,36]	0.0956	0.000296	0.0358	0.0425	0.0893	0.175	14623.0	0.559	1.0
a1[2,37]	0.0974	0.000292	0.0333	0.0453	0.0927	0.171	13032.0	0.498	1.0
a1[2,38]	0.122	0.00037	0.0306	0.0675	0.12	0.185	6844.0	0.262	1.0
a1[2,39]	0.0879	0.000232	0.0276	0.0448	0.0839	0.149	14115.0	0.54	1.0
a1[2,40]	0.0637	0.00118	0.0819	0.00506	0.0299	0.291	4808.0	0.184	1.0
a1[2,41]	0.123	0.00159	0.0686	0.028	0.112	0.273	1867.0	0.0714	1.0
a1[2,42]	0.0786	0.000595	0.0513	0.0234	0.0639	0.208	7439.0	0.284	1.0
a1[2,43]	0.277	0.00102	0.095	0.0915	0.273	0.461	8624.0	0.33	1.0
a1[2,44]	0.0872	0.000275	0.0314	0.0418	0.0813	0.159	13087.0	0.5	1.0
a1[2,45]	0.0843	0.000516	0.0498	0.028	0.0702	0.209	9336.0	0.357	1.0
a1[2,46]	0.159	0.00041	0.0487	0.0756	0.154	0.261	14048.0	0.537	1.0
a1[2,47]	0.041	0.000231	0.0226	0.0155	0.0349	0.0969	9504.0	0.363	1.0
a1[2,48]	0.123	0.000284	0.0361	0.0642	0.118	0.202	16181.0	0.619	1.0
a1[2,49]	0.113	0.00131	0.084	0.0168	0.0901	0.318	4087.0	0.156	1.0
a1[2,50]	0.0273	0.000959	0.0541	0.000741	0.00797	0.167	3179.0	0.122	1.0
a1[2,51]	0.0854	0.00103	0.064	0.00508	0.0729	0.236	3878.0	0.148	1.0
a1[2,52]	0.0715	0.000833	0.0639	0.00546	0.0533	0.233	5895.0	0.225	1.0
a1[2,53]	0.221	0.000435	0.0527	0.117	0.219	0.324	14682.0	0.561	1.0
a1[2,54]	0.457	0.00431	0.202	0.0183	0.48	0.781	2189.0	0.0837	1.0
a1[2,55]	0.109	0.000725	0.0634	0.0321	0.0933	0.264	7635.0	0.292	1.0
a1[2,56]	0.0696	0.000631	0.0521	0.0194	0.0527	0.205	6815.0	0.261	1.0
a1[2,57]	0.218	0.000555	0.0675	0.0986	0.212	0.358	14790.0	0.565	1.0
a1[2,58]	0.069	0.000824	0.0598	0.0161	0.0468	0.229	5267.0	0.201	1.0
a1[2,59]	0.18	0.000295	0.0353	0.111	0.179	0.248	14336.0	0.548	1.0
a1[2,60]	0.0832	0.000887	0.0681	0.0139	0.0623	0.257	5894.0	0.225	1.0
a1[2,61]	0.111	0.000203	0.0242	0.0699	0.109	0.162	14180.0	0.542	1.0
a1[2,62]	0.0791	0.000861	0.0654	0.0201	0.058	0.25	5769.0	0.221	1.0
a1[2,63]	0.107	0.000637	0.0638	0.0277	0.0916	0.259	10023.0	0.383	1.0
a1[2,64]	0.466	0.00283	0.172	0.0508	0.475	0.764	3681.0	0.141	1.0
a1[2,65]	0.187	0.00116	0.0899	0.0449	0.177	0.376	6016.0	0.23	1.0
a1[2,66]	0.0433	0.00101	0.0634	0.00336	0.0192	0.219	3918.0	0.15	1.0
a1[2,67]	0.245	0.000961	0.0694	0.107	0.242	0.382	5220.0	0.2	1.0
a1[2,68]	0.201	0.00111	0.0897	0.0571	0.192	0.389	6553.0	0.25	1.0
a1[2,69]	0.117	0.000283	0.0334	0.0627	0.112	0.189	13953.0	0.533	1.0
a1[2,70]	0.311	0.000933	0.0964	0.13	0.305	0.507	10665.0	0.408	1.0
a1[2,71]	0.314	0.000871	0.0889	0.134	0.314	0.484	10414.0	0.398	1.0
a1[2,72]	0.262	0.000391	0.0506	0.164	0.259	0.362	16726.0	0.639	1.0
a1[2,73]	0.0933	0.000253	0.0296	0.0461	0.089	0.159	13709.0	0.524	1.0
a1[2,74]	0.118	0.000338	0.0352	0.0605	0.114	0.194	10843.0	0.414	1.0
a1[2,75]	0.0743	0.000272	0.0229	0.0391	0.0707	0.126	7125.0	0.272	1.0
a1[2,76]	0.12	0.00029	0.0356	0.0622	0.116	0.198	15047.0	0.575	1.0
a1[2,77]	0.102	0.00037	0.04	0.0431	0.0941	0.191	11651.0	0.445	1.0
a1[2,78]	0.139	0.000252	0.0308	0.0823	0.137	0.201	14913.0	0.57	1.0
a1[2,79]	0.129	0.000461	0.0518	0.0494	0.122	0.242	12654.0	0.484	1.0
a1[2,80]	0.0856	0.000342	0.0358	0.0362	0.0782	0.169	10927.0	0.418	1.0
a1[2,81]	0.0976	0.00055	0.0483	0.0332	0.087	0.212	7709.0	0.295	1.0
a1[2,82]	0.128	0.000613	0.0637	0.0403	0.116	0.274	10779.0	0.412	1.0
sigma_pr[1,1]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[1,2]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[2,1]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[2,2]	1.0		4.36e-14	1.0	1.0	1.0			
sigma_pr[3,1]	0.811	0.00237	0.113	0.609	0.8	1.05	2279.0	0.0871	1.0
sigma_pr[3,2]	0.411	0.00338	0.0803	0.245	0.412	0.559	563.0	0.0215	1.0
sigma_pr[4,1]	0.534	0.00189	0.0661	0.401	0.533	0.659	1226.0	0.0469	1.0
sigma_pr[4,2]	0.138	0.00193	0.0438	0.0379	0.14	0.221	514.0	0.0196	1.0
theta_c_pr2[1,1]	-1.49		1.03e-13	-1.49	-1.49	-1.49			
theta_c_pr2[1,2]	-1.49		1.03e-13	-1.49	-1.49	-1.49			
theta_c_pr2[1,3]	-0.183		5e-15	-0.183	-0.183	-0.183			
theta_c_pr2[1,4]	-1.05		5.22e-14	-1.05	-1.05	-1.05			
theta_c_pr2[1,5]	1.55		4.46e-14	1.55	1.55	1.55			
theta_c_pr2[1,6]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,7]	1.77		5.64e-14	1.77	1.77	1.77			
theta_c_pr2[1,8]	0.469		3.59e-14	0.469	0.469	0.469			
theta_c_pr2[1,9]	0.686		4.02e-14	0.686	0.686	0.686			
theta_c_pr2[1,10]	-1.49		1.03e-13	-1.49	-1.49	-1.49			
theta_c_pr2[1,11]	1.34		3.31e-14	1.34	1.34	1.34			
theta_c_pr2[1,12]	-0.183		5e-15	-0.183	-0.183	-0.183			
theta_c_pr2[1,13]	0.903		3.41e-14	0.903	0.903	0.903			
theta_c_pr2[1,14]	1.34		3.31e-14	1.34	1.34	1.34			
theta_c_pr2[1,15]	0.686		4.02e-14	0.686	0.686	0.686			
theta_c_pr2[1,16]	-0.183		5e-15	-0.183	-0.183	-0.183			
theta_c_pr2[1,17]	-1.49		1.03e-13	-1.49	-1.49	-1.49			
theta_c_pr2[1,18]	-0.617		1.18e-14	-0.617	-0.617	-0.617			
theta_c_pr2[1,19]	1.12		5.51e-14	1.12	1.12	1.12			
theta_c_pr2[1,20]	1.99		1.25e-13	1.99	1.99	1.99			
theta_c_pr2[1,21]	1.77		5.64e-14	1.77	1.77	1.77			
theta_c_pr2[1,22]	0.903		3.41e-14	0.903	0.903	0.903			
theta_c_pr2[1,23]	-0.834		2.76e-14	-0.834	-0.834	-0.834			
theta_c_pr2[1,24]	-0.834		2.76e-14	-0.834	-0.834	-0.834			
theta_c_pr2[1,25]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,26]	-0.617		1.18e-14	-0.617	-0.617	-0.617			
theta_c_pr2[1,27]	-0.617		1.18e-14	-0.617	-0.617	-0.617			
theta_c_pr2[1,28]	-0.834		2.76e-14	-0.834	-0.834	-0.834			
theta_c_pr2[1,29]	0.0344		1.8e-15	0.0344	0.0344	0.0344			
theta_c_pr2[1,30]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,31]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,32]	-1.05		5.22e-14	-1.05	-1.05	-1.05			
theta_c_pr2[1,33]	-0.834		2.76e-14	-0.834	-0.834	-0.834			
theta_c_pr2[1,34]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,35]	0.903		3.41e-14	0.903	0.903	0.903			
theta_c_pr2[1,36]	-0.617		1.18e-14	-0.617	-0.617	-0.617			
theta_c_pr2[1,37]	-0.4		2.3e-14	-0.4	-0.4	-0.4			
theta_c_pr2[1,38]	1.77		5.64e-14	1.77	1.77	1.77			
theta_c_pr2[1,39]	0.0344		1.8e-15	0.0344	0.0344	0.0344			
theta_c_pr2[1,40]	-1.05		5.22e-14	-1.05	-1.05	-1.05			
theta_c_pr2[1,41]	-0.617		1.18e-14	-0.617	-0.617	-0.617			
theta_c_pr2[1,42]	-1.49		1.03e-13	-1.49	-1.49	-1.49			
theta_c_pr2[1,43]	-0.834		2.76e-14	-0.834	-0.834	-0.834			
theta_c_pr2[1,44]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,45]	0.903		3.41e-14	0.903	0.903	0.903			
theta_c_pr2[1,46]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,47]	0.903		3.41e-14	0.903	0.903	0.903			
theta_c_pr2[1,48]	0.469		3.59e-14	0.469	0.469	0.469			
theta_c_pr2[1,49]	-0.617		1.18e-14	-0.617	-0.617	-0.617			
theta_c_pr2[1,50]	-0.4		2.3e-14	-0.4	-0.4	-0.4			
theta_c_pr2[1,51]	-0.183		5e-15	-0.183	-0.183	-0.183			
theta_c_pr2[1,52]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,53]	-0.4		2.3e-14	-0.4	-0.4	-0.4			
theta_c_pr2[1,54]	-0.4		2.3e-14	-0.4	-0.4	-0.4			
theta_c_pr2[1,55]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,56]	0.903		3.41e-14	0.903	0.903	0.903			
theta_c_pr2[1,57]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,58]	0.469		3.59e-14	0.469	0.469	0.469			
theta_c_pr2[1,59]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,60]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,61]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,62]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,63]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,64]	-1.49		1.03e-13	-1.49	-1.49	-1.49			
theta_c_pr2[1,65]	0.469		3.59e-14	0.469	0.469	0.469			
theta_c_pr2[1,66]	-1.49		1.03e-13	-1.49	-1.49	-1.49			
theta_c_pr2[1,67]	1.12		5.51e-14	1.12	1.12	1.12			
theta_c_pr2[1,68]	1.12		5.51e-14	1.12	1.12	1.12			
theta_c_pr2[1,69]	1.55		4.46e-14	1.55	1.55	1.55			
theta_c_pr2[1,70]	-1.27		2.24e-14	-1.27	-1.27	-1.27			
theta_c_pr2[1,71]	0.251		1.47e-14	0.251	0.251	0.251			
theta_c_pr2[1,72]	-0.4		2.3e-14	-0.4	-0.4	-0.4			
theta_c_pr2[1,73]	0.0344		1.8e-15	0.0344	0.0344	0.0344			
theta_c_pr2[1,74]	1.77		5.64e-14	1.77	1.77	1.77			
theta_c_pr2[1,75]	1.34		3.31e-14	1.34	1.34	1.34			
theta_c_pr2[1,76]	0.686		4.02e-14	0.686	0.686	0.686			
theta_c_pr2[1,77]	1.55		4.46e-14	1.55	1.55	1.55			
theta_c_pr2[1,78]	1.12		5.51e-14	1.12	1.12	1.12			
theta_c_pr2[1,79]	0.469		3.59e-14	0.469	0.469	0.469			
theta_c_pr2[1,80]	-0.617		1.18e-14	-0.617	-0.617	-0.617			
theta_c_pr2[1,81]	0.0344		1.8e-15	0.0344	0.0344	0.0344			
theta_c_pr2[1,82]	0.469		3.59e-14	0.469	0.469	0.469			
theta_c_pr2[2,1]	1.26		8.24e-14	1.26	1.26	1.26			
theta_c_pr2[2,2]	1.26		8.24e-14	1.26	1.26	1.26			
theta_c_pr2[2,3]	-0.99		6.53e-14	-0.99	-0.99	-0.99			
theta_c_pr2[2,4]	0.121		5e-16	0.121	0.121	0.121			
theta_c_pr2[2,5]	1.48		1.7e-15	1.48	1.48	1.48			
theta_c_pr2[2,6]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,7]	2.23		2.62e-14	2.23	2.23	2.23			
theta_c_pr2[2,8]	-0.797		4.07e-14	-0.797	-0.797	-0.797			
theta_c_pr2[2,9]	-0.537		4.6e-15	-0.537	-0.537	-0.537			
theta_c_pr2[2,10]	1.26		8.24e-14	1.26	1.26	1.26			
theta_c_pr2[2,11]	0.829		3.33e-14	0.829	0.829	0.829			
theta_c_pr2[2,12]	-0.99		6.53e-14	-0.99	-0.99	-0.99			
theta_c_pr2[2,13]	-0.179		6.6e-15	-0.179	-0.179	-0.179			
theta_c_pr2[2,14]	0.829		3.33e-14	0.829	0.829	0.829			
theta_c_pr2[2,15]	-0.537		4.6e-15	-0.537	-0.537	-0.537			
theta_c_pr2[2,16]	-0.99		6.53e-14	-0.99	-0.99	-0.99			
theta_c_pr2[2,17]	1.26		8.24e-14	1.26	1.26	1.26			
theta_c_pr2[2,18]	-0.63		1.5e-14	-0.63	-0.63	-0.63			
theta_c_pr2[2,19]	0.276		5.5e-15	0.276	0.276	0.276			
theta_c_pr2[2,20]	3.08		1.51e-13	3.08	3.08	3.08			
theta_c_pr2[2,21]	2.23		2.62e-14	2.23	2.23	2.23			
theta_c_pr2[2,22]	-0.179		6.6e-15	-0.179	-0.179	-0.179			
theta_c_pr2[2,23]	-0.303		1.44e-14	-0.303	-0.303	-0.303			
theta_c_pr2[2,24]	-0.303		1.44e-14	-0.303	-0.303	-0.303			
theta_c_pr2[2,25]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,26]	-0.63		1.5e-14	-0.63	-0.63	-0.63			
theta_c_pr2[2,27]	-0.63		1.5e-14	-0.63	-0.63	-0.63			
theta_c_pr2[2,28]	-0.303		1.44e-14	-0.303	-0.303	-0.303			
theta_c_pr2[2,29]	-1.02		1.47e-14	-1.02	-1.02	-1.02			
theta_c_pr2[2,30]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,31]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,32]	0.121		5e-16	0.121	0.121	0.121			
theta_c_pr2[2,33]	-0.303		1.44e-14	-0.303	-0.303	-0.303			
theta_c_pr2[2,34]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,35]	-0.179		6.6e-15	-0.179	-0.179	-0.179			
theta_c_pr2[2,36]	-0.63		1.5e-14	-0.63	-0.63	-0.63			
theta_c_pr2[2,37]	-0.859		2.19e-14	-0.859	-0.859	-0.859			
theta_c_pr2[2,38]	2.23		2.62e-14	2.23	2.23	2.23			
theta_c_pr2[2,39]	-1.02		1.47e-14	-1.02	-1.02	-1.02			
theta_c_pr2[2,40]	0.121		5e-16	0.121	0.121	0.121			
theta_c_pr2[2,41]	-0.63		1.5e-14	-0.63	-0.63	-0.63			
theta_c_pr2[2,42]	1.26		8.24e-14	1.26	1.26	1.26			
theta_c_pr2[2,43]	-0.303		1.44e-14	-0.303	-0.303	-0.303			
theta_c_pr2[2,44]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,45]	-0.179		6.6e-15	-0.179	-0.179	-0.179			
theta_c_pr2[2,46]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,47]	-0.179		6.6e-15	-0.179	-0.179	-0.179			
theta_c_pr2[2,48]	-0.797		4.07e-14	-0.797	-0.797	-0.797			
theta_c_pr2[2,49]	-0.63		1.5e-14	-0.63	-0.63	-0.63			
theta_c_pr2[2,50]	-0.859		2.19e-14	-0.859	-0.859	-0.859			
theta_c_pr2[2,51]	-0.99		6.53e-14	-0.99	-0.99	-0.99			
theta_c_pr2[2,52]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,53]	-0.859		2.19e-14	-0.859	-0.859	-0.859			
theta_c_pr2[2,54]	-0.859		2.19e-14	-0.859	-0.859	-0.859			
theta_c_pr2[2,55]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,56]	-0.179		6.6e-15	-0.179	-0.179	-0.179			
theta_c_pr2[2,57]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,58]	-0.797		4.07e-14	-0.797	-0.797	-0.797			
theta_c_pr2[2,59]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,60]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,61]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,62]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,63]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,64]	1.26		8.24e-14	1.26	1.26	1.26			
theta_c_pr2[2,65]	-0.797		4.07e-14	-0.797	-0.797	-0.797			
theta_c_pr2[2,66]	1.26		8.24e-14	1.26	1.26	1.26			
theta_c_pr2[2,67]	0.276		5.5e-15	0.276	0.276	0.276			
theta_c_pr2[2,68]	0.276		5.5e-15	0.276	0.276	0.276			
theta_c_pr2[2,69]	1.48		1.7e-15	1.48	1.48	1.48			
theta_c_pr2[2,70]	0.643		3.77e-14	0.643	0.643	0.643			
theta_c_pr2[2,71]	-0.959		1.92e-14	-0.959	-0.959	-0.959			
theta_c_pr2[2,72]	-0.859		2.19e-14	-0.859	-0.859	-0.859			
theta_c_pr2[2,73]	-1.02		1.47e-14	-1.02	-1.02	-1.02			
theta_c_pr2[2,74]	2.23		2.62e-14	2.23	2.23	2.23			
theta_c_pr2[2,75]	0.829		3.33e-14	0.829	0.829	0.829			
theta_c_pr2[2,76]	-0.537		4.6e-15	-0.537	-0.537	-0.537			
theta_c_pr2[2,77]	1.48		1.7e-15	1.48	1.48	1.48			
theta_c_pr2[2,78]	0.276		5.5e-15	0.276	0.276	0.276			
theta_c_pr2[2,79]	-0.797		4.07e-14	-0.797	-0.797	-0.797			
theta_c_pr2[2,80]	-0.63		1.5e-14	-0.63	-0.63	-0.63			
theta_c_pr2[2,81]	-1.02		1.47e-14	-1.02	-1.02	-1.02			
theta_c_pr2[2,82]	-0.797		4.07e-14	-0.797	-0.797	-0.797			
theta_c_pr2[3,1]	1.77	0.00609	0.677	0.51	1.73	3.12	12354.0	0.472	1.0
theta_c_pr2[3,2]	-1.14	0.0121	0.627	-2.01	-1.26	0.581	2683.0	0.103	1.0
theta_c_pr2[3,3]	-0.291	0.0255	0.547	-1.07	-0.362	0.871	460.0	0.0176	1.01
theta_c_pr2[3,4]	-0.539	0.00724	0.441	-1.29	-0.594	0.442	3714.0	0.142	1.0
theta_c_pr2[3,5]	0.875	0.00661	0.607	-0.246	0.84	2.1	8418.0	0.322	1.0
theta_c_pr2[3,6]	-0.497	0.00581	0.304	-1.11	-0.501	0.0932	2747.0	0.105	1.0
theta_c_pr2[3,7]	-0.267	0.0098	0.94	-1.87	-0.357	1.67	9201.0	0.352	1.0
theta_c_pr2[3,8]	0.377	0.00656	0.748	-0.915	0.309	1.92	12992.0	0.497	1.0
theta_c_pr2[3,9]	1.05	0.00585	0.681	-0.2	1.0	2.47	13572.0	0.519	1.0
theta_c_pr2[3,10]	-0.304	0.00994	0.855	-1.58	-0.463	1.58	7388.0	0.282	1.0
theta_c_pr2[3,11]	-0.676	0.0205	1.16	-2.35	-0.884	1.72	3213.0	0.123	1.0
theta_c_pr2[3,12]	-0.606	0.0146	0.986	-1.97	-0.843	1.63	4571.0	0.175	1.0
theta_c_pr2[3,13]	-0.192	0.0057	0.536	-1.1	-0.26	0.973	8831.0	0.338	1.0
theta_c_pr2[3,14]	0.283	0.00739	0.588	-0.743	0.228	1.53	6327.0	0.242	1.0
theta_c_pr2[3,15]	-0.467	0.013	1.02	-1.99	-0.617	1.66	6127.0	0.234	1.0
theta_c_pr2[3,16]	0.126	0.00686	0.745	-1.1	0.033	1.71	11788.0	0.451	1.0
theta_c_pr2[3,17]	0.745	0.00632	0.7	-0.513	0.686	2.21	12263.0	0.469	1.0
theta_c_pr2[3,18]	-0.624	0.00743	0.514	-1.41	-0.717	0.578	4782.0	0.183	1.0
theta_c_pr2[3,19]	-0.758	0.00631	0.442	-1.51	-0.814	0.226	4908.0	0.188	1.0
theta_c_pr2[3,20]	-1.25	0.0165	0.554	-2.28	-1.27	-0.234	1130.0	0.0432	1.0
theta_c_pr2[3,21]	0.556	0.00632	0.774	-0.868	0.501	2.15	14962.0	0.572	1.0
theta_c_pr2[3,22]	-0.693	0.0124	0.899	-2.02	-0.879	1.3	5274.0	0.202	1.0
theta_c_pr2[3,23]	0.0601	0.0102	0.927	-1.46	-0.0255	1.99	8213.0	0.314	1.0
theta_c_pr2[3,24]	-0.369	0.0149	1.02	-1.85	-0.543	1.79	4685.0	0.179	1.0
theta_c_pr2[3,25]	0.62	0.00822	0.591	-0.386	0.554	1.88	5166.0	0.197	1.0
theta_c_pr2[3,26]	-0.173	0.00978	0.886	-1.56	-0.294	1.69	8208.0	0.314	1.0
theta_c_pr2[3,27]	1.7	0.00587	0.654	0.476	1.66	3.01	12405.0	0.474	1.0
theta_c_pr2[3,28]	0.247	0.00725	0.775	-1.05	0.163	1.88	11423.0	0.437	1.0
theta_c_pr2[3,29]	0.267	0.00628	0.619	-0.785	0.191	1.61	9744.0	0.372	1.0
theta_c_pr2[3,30]	0.165	0.00781	0.802	-1.17	0.0856	1.84	10561.0	0.404	1.0
theta_c_pr2[3,31]	-0.732	0.0203	1.13	-2.2	-1.12	1.86	3112.0	0.119	1.0
theta_c_pr2[3,32]	0.103	0.00999	0.907	-1.4	0.0168	1.97	8233.0	0.315	1.0
theta_c_pr2[3,33]	0.172	0.0122	0.78	-0.998	0.0308	1.92	4111.0	0.157	1.0
theta_c_pr2[3,34]	0.501	0.00664	0.714	-0.72	0.428	2.01	11562.0	0.442	1.0
theta_c_pr2[3,35]	1.24	0.00613	0.746	-0.18	1.2	2.71	14785.0	0.565	1.0
theta_c_pr2[3,36]	0.456	0.00634	0.695	-0.73	0.381	1.94	12043.0	0.46	1.0
theta_c_pr2[3,37]	0.624	0.00658	0.642	-0.493	0.561	1.97	9518.0	0.364	1.0
theta_c_pr2[3,38]	1.21	0.0062	0.607	0.0411	1.19	2.42	9603.0	0.367	1.0
theta_c_pr2[3,39]	1.11	0.00589	0.691	-0.131	1.06	2.54	13801.0	0.528	1.0
theta_c_pr2[3,40]	-0.385	0.0129	0.935	-1.75	-0.551	1.64	5243.0	0.2	1.0
theta_c_pr2[3,41]	-0.0802	0.00732	0.485	-0.884	-0.149	0.992	4394.0	0.168	1.0
theta_c_pr2[3,42]	0.2	0.0075	0.802	-1.14	0.117	1.9	11437.0	0.437	1.0
theta_c_pr2[3,43]	-0.829	0.00658	0.38	-1.48	-0.87	-0.0141	3342.0	0.128	1.0
theta_c_pr2[3,44]	0.66	0.00664	0.747	-0.672	0.604	2.18	12640.0	0.483	1.0
theta_c_pr2[3,45]	-0.171	0.00853	0.875	-1.59	-0.267	1.68	10544.0	0.403	1.0
theta_c_pr2[3,46]	0.0661	0.00599	0.484	-0.774	0.0187	1.1	6513.0	0.249	1.0
theta_c_pr2[3,47]	0.347	0.00772	0.858	-1.22	0.289	2.07	12363.0	0.473	1.0
theta_c_pr2[3,48]	0.506	0.00626	0.669	-0.624	0.432	1.92	11409.0	0.436	1.0
theta_c_pr2[3,49]	0.293	0.0113	0.724	-0.841	0.174	1.93	4133.0	0.158	1.0
theta_c_pr2[3,50]	-0.35	0.0213	1.16	-2.05	-0.509	2.03	2974.0	0.114	1.0
theta_c_pr2[3,51]	-0.652	0.0133	0.618	-1.56	-0.764	0.828	2165.0	0.0828	1.0
theta_c_pr2[3,52]	-0.383	0.00999	0.683	-1.43	-0.507	1.22	4667.0	0.178	1.0
theta_c_pr2[3,53]	0.00108	0.00534	0.385	-0.692	-0.0335	0.806	5205.0	0.199	1.0
theta_c_pr2[3,54]	-1.6	0.0132	0.474	-2.27	-1.66	-0.488	1290.0	0.0493	1.0
theta_c_pr2[3,55]	0.0596	0.00747	0.741	-1.15	-0.0427	1.67	9834.0	0.376	1.0
theta_c_pr2[3,56]	-0.066	0.00848	0.876	-1.57	-0.148	1.73	10683.0	0.408	1.0
theta_c_pr2[3,57]	-0.151	0.00585	0.473	-0.963	-0.206	0.871	6532.0	0.25	1.0
theta_c_pr2[3,58]	-0.327	0.0116	0.971	-1.83	-0.444	1.7	7033.0	0.269	1.0
theta_c_pr2[3,59]	0.699	0.00625	0.48	-0.196	0.672	1.67	5891.0	0.225	1.0
theta_c_pr2[3,60]	-0.194	0.0092	0.782	-1.44	-0.319	1.54	7226.0	0.276	1.0
theta_c_pr2[3,61]	1.85	0.00551	0.713	0.489	1.82	3.27	16723.0	0.639	1.0
theta_c_pr2[3,62]	0.0497	0.00803	0.825	-1.35	-0.0291	1.75	10540.0	0.403	1.0
theta_c_pr2[3,63]	-0.0112	0.00711	0.694	-1.12	-0.119	1.52	9532.0	0.364	1.0
theta_c_pr2[3,64]	-1.41	0.00871	0.401	-2.14	-1.43	-0.73	2121.0	0.0811	1.0
theta_c_pr2[3,65]	-0.177	0.00705	0.575	-1.09	-0.27	1.15	6654.0	0.254	1.0
theta_c_pr2[3,66]	-0.201	0.0125	0.956	-1.67	-0.34	1.87	5839.0	0.223	1.0
theta_c_pr2[3,67]	-0.495	0.0055	0.367	-1.18	-0.518	0.263	4445.0	0.17	1.0
theta_c_pr2[3,68]	-1.13	0.00613	0.393	-1.81	-1.17	-0.273	4103.0	0.157	1.0
theta_c_pr2[3,69]	0.951	0.00631	0.695	-0.332	0.905	2.32	12117.0	0.463	1.0
theta_c_pr2[3,70]	-1.13	0.00622	0.295	-1.75	-1.13	-0.586	2257.0	0.0863	1.0
theta_c_pr2[3,71]	-1.04	0.00577	0.347	-1.67	-1.06	-0.332	3621.0	0.138	1.0
theta_c_pr2[3,72]	-0.486	0.006	0.329	-1.11	-0.5	0.179	3000.0	0.115	1.0
theta_c_pr2[3,73]	0.894	0.00617	0.659	-0.274	0.841	2.25	11420.0	0.437	1.0
theta_c_pr2[3,74]	0.747	0.00623	0.715	-0.572	0.706	2.19	13156.0	0.503	1.0
theta_c_pr2[3,75]	0.457	0.0171	0.947	-1.1	0.352	2.37	3085.0	0.118	1.0
theta_c_pr2[3,76]	0.49	0.00624	0.662	-0.659	0.423	1.89	11270.0	0.431	1.0
