	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[2,17]	-0.147	0.00409	0.314	-0.796	-0.141	0.447	5873.0	0.151	1.0
theta_c_pr[2,18]	0.487	0.00412	0.492	-0.386	0.459	1.47	14261.0	0.367	1.0
theta_c_pr[2,19]	-0.0132	0.0276	0.567	-1.26	-0.00618	1.03	423.0	0.0109	1.01
theta_c_pr[2,20]	-0.305	0.00419	0.34	-1.0	-0.304	0.333	6604.0	0.17	1.0
theta_c_pr[2,21]	-0.995	0.00558	0.54	-1.84	-1.09	0.309	9393.0	0.242	1.0
theta_c_pr[2,22]	-1.56	0.00445	0.419	-2.41	-1.57	-0.724	8873.0	0.228	1.0
theta_c_pr[2,23]	-1.71	0.00884	0.715	-2.84	-1.81	0.0756	6536.0	0.168	1.0
theta_c_pr[2,24]	0.612	0.00459	0.322	-0.0335	0.608	1.23	4926.0	0.127	1.0
theta_c_pr[2,25]	-0.722	0.00552	0.469	-1.44	-0.814	0.411	7208.0	0.186	1.0
theta_c_pr[2,26]	0.4	0.00552	0.297	-0.217	0.399	0.963	2897.0	0.0746	1.0
theta_c_pr[2,27]	-0.52	0.00332	0.297	-1.09	-0.536	0.104	8042.0	0.207	1.0
theta_c_pr[2,28]	0.317	0.00296	0.284	-0.244	0.305	0.889	9194.0	0.237	1.0
theta_c_pr[2,29]	-0.748	0.00365	0.369	-1.43	-0.773	0.0475	10212.0	0.263	1.0
theta_c_pr[2,30]	-2.0	0.0129	0.91	-3.49	-2.15	0.154	5001.0	0.129	1.0
theta_c_pr[2,31]	-1.11	0.00469	0.435	-1.87	-1.15	-0.126	8580.0	0.221	1.0
theta_c_pr[2,32]	-0.18	0.00568	0.382	-0.867	-0.224	0.644	4519.0	0.116	1.0
theta_c_pr[2,33]	-0.321	0.00376	0.304	-0.939	-0.326	0.272	6509.0	0.168	1.0
theta_c_pr[2,34]	-0.229	0.00489	0.267	-0.778	-0.228	0.287	2976.0	0.0766	1.0
theta_c_pr[2,35]	0.02	0.0031	0.261	-0.508	0.0144	0.534	7094.0	0.183	1.0
theta_c_pr[2,36]	0.29	0.00314	0.254	-0.233	0.287	0.783	6581.0	0.169	1.0
theta_c_pr[2,37]	0.72	0.00468	0.354	-0.0128	0.717	1.39	5730.0	0.148	1.0
theta_c_pr[2,38]	0.108	0.00433	0.257	-0.443	0.111	0.589	3539.0	0.0911	1.0
theta_c_pr[2,39]	-0.972	0.00885	0.715	-1.96	-1.15	0.838	6518.0	0.168	1.0
theta_c_pr[2,40]	0.414	0.00602	0.35	-0.224	0.385	1.13	3369.0	0.0868	1.0
theta_c_pr[2,41]	-0.398	0.00377	0.398	-1.14	-0.429	0.454	11127.0	0.287	1.0
theta_c_pr[2,42]	0.776	0.00436	0.468	-0.154	0.77	1.68	11565.0	0.298	1.0
theta_c_pr[2,43]	-0.16	0.00351	0.249	-0.681	-0.161	0.312	5049.0	0.13	1.0
theta_c_pr[2,44]	-0.464	0.00362	0.371	-1.08	-0.517	0.403	10479.0	0.27	1.0
theta_c_pr[2,45]	0.627	0.00276	0.266	0.107	0.619	1.15	9282.0	0.239	1.0
theta_c_pr[2,46]	-0.829	0.00383	0.281	-1.4	-0.836	-0.285	5361.0	0.138	1.0
theta_c_pr[2,47]	0.39	0.0031	0.271	-0.158	0.385	0.92	7621.0	0.196	1.0
theta_c_pr[2,48]	-0.0262	0.00582	0.385	-0.735	-0.0658	0.788	4384.0	0.113	1.0
theta_c_pr[2,49]	-2.02	0.0103	0.756	-3.27	-2.12	-0.134	5374.0	0.138	1.0
theta_c_pr[2,50]	-0.537	0.012	0.487	-1.45	-0.568	0.45	1651.0	0.0425	1.0
theta_c_pr[2,51]	-0.632	0.00853	0.503	-1.52	-0.692	0.46	3479.0	0.0896	1.0
theta_c_pr[2,52]	1.08	0.003	0.29	0.511	1.07	1.66	9344.0	0.241	1.0
theta_c_pr[2,53]	1.79	0.0163	1.03	-1.28	1.95	3.28	3979.0	0.102	1.0
theta_c_pr[2,54]	-0.148	0.0033	0.32	-0.739	-0.175	0.532	9442.0	0.243	1.0
theta_c_pr[2,55]	-0.577	0.0037	0.351	-1.18	-0.617	0.227	9005.0	0.232	1.0
theta_c_pr[2,56]	0.907	0.00308	0.322	0.296	0.889	1.55	10966.0	0.282	1.0
theta_c_pr[2,57]	-0.766	0.00613	0.527	-1.53	-0.887	0.557	7399.0	0.191	1.0
theta_c_pr[2,58]	0.733	0.00315	0.237	0.243	0.733	1.18	5634.0	0.145	1.0
theta_c_pr[2,59]	-0.389	0.00415	0.394	-1.05	-0.45	0.522	9025.0	0.232	1.0
theta_c_pr[2,60]	0.579	0.00576	0.314	-0.0674	0.577	1.18	2969.0	0.0765	1.0
theta_c_pr[2,61]	-0.434	0.0039	0.363	-1.03	-0.482	0.404	8652.0	0.223	1.0
theta_c_pr[2,62]	-0.0627	0.00339	0.381	-0.753	-0.0986	0.749	12666.0	0.326	1.0
theta_c_pr[2,63]	2.1	0.0097	0.786	0.0618	2.15	3.42	6562.0	0.169	1.0
theta_c_pr[2,64]	0.455	0.00548	0.364	-0.221	0.434	1.18	4406.0	0.113	1.0
theta_c_pr[2,65]	-1.32	0.0079	0.671	-2.4	-1.43	0.341	7213.0	0.186	1.0
theta_c_pr[2,66]	0.951	0.00421	0.328	0.309	0.94	1.6	6083.0	0.157	1.0
theta_c_pr[2,67]	0.604	0.0049	0.456	-0.284	0.595	1.49	8652.0	0.223	1.0
theta_c_pr[2,68]	0.508	0.00397	0.303	-0.114	0.504	1.09	5834.0	0.15	1.0
theta_c_pr[2,69]	1.52	0.00539	0.525	0.46	1.51	2.53	9470.0	0.244	1.0
theta_c_pr[2,70]	1.1	0.00456	0.462	0.167	1.1	1.98	10290.0	0.265	1.0
theta_c_pr[2,71]	0.991	0.00352	0.332	0.349	0.977	1.65	8898.0	0.229	1.0
theta_c_pr[2,72]	0.23	0.00376	0.246	-0.291	0.231	0.69	4290.0	0.11	1.0
theta_c_pr[2,73]	0.066	0.00436	0.34	-0.642	0.0663	0.701	6089.0	0.157	1.0
theta_c_pr[2,74]	-0.596	0.00491	0.346	-1.27	-0.609	0.0937	4984.0	0.128	1.0
theta_c_pr[2,75]	0.232	0.0031	0.254	-0.286	0.231	0.727	6748.0	0.174	1.0
theta_d_pr[1,1]	0.559	0.00933	0.807	-1.22	0.593	2.01	7473.0	0.192	1.0
theta_d_pr[1,2]	0.679	0.0045	0.423	-0.311	0.658	1.53	8828.0	0.227	1.0
theta_d_pr[1,3]	-2.59	0.0638	0.886	-4.1	-2.67	-0.291	193.0	0.00496	1.02
theta_d_pr[1,4]	0.0329	0.0039	0.451	-0.96	0.0342	0.899	13342.0	0.344	1.0
theta_d_pr[1,5]	0.0954	0.00479	0.71	-1.42	0.107	1.44	22009.0	0.567	1.0
theta_d_pr[1,6]	0.315	0.00742	0.394	-0.626	0.34	0.981	2826.0	0.0728	1.0
theta_d_pr[1,7]	-0.424	0.00687	0.79	-2.08	-0.411	1.09	13211.0	0.34	1.0
theta_d_pr[1,8]	0.0308	0.00524	0.738	-1.51	0.0307	1.45	19814.0	0.51	1.0
theta_d_pr[1,9]	0.0635	0.00503	0.779	-1.56	0.0594	1.53	23981.0	0.618	1.0
theta_d_pr[1,10]	0.418	0.00534	0.656	-1.19	0.467	1.64	15047.0	0.387	1.0
theta_d_pr[1,11]	-0.356	0.00649	0.84	-2.17	-0.288	1.21	16717.0	0.431	1.0
theta_d_pr[1,12]	-0.599	0.00753	0.816	-2.33	-0.57	0.941	11730.0	0.302	1.0
theta_d_pr[1,13]	-0.45	0.00411	0.597	-1.79	-0.43	0.644	21130.0	0.544	1.0
theta_d_pr[1,14]	0.76	0.00708	0.688	-0.686	0.76	2.06	9432.0	0.243	1.0
theta_d_pr[1,15]	0.483	0.00668	0.74	-1.26	0.542	1.8	12259.0	0.316	1.0
theta_d_pr[1,16]	0.274	0.00514	0.712	-1.31	0.291	1.61	19190.0	0.494	1.0
theta_d_pr[1,17]	0.0547	0.00469	0.738	-1.56	0.0794	1.43	24790.0	0.638	1.0
theta_d_pr[1,18]	-0.282	0.00423	0.493	-1.48	-0.236	0.555	13587.0	0.35	1.0
theta_d_pr[1,19]	-1.98	0.0463	0.759	-3.49	-1.98	-0.597	269.0	0.00692	1.01
theta_d_pr[1,20]	0.189	0.00538	0.788	-1.51	0.207	1.63	21480.0	0.553	1.0
theta_d_pr[1,21]	-0.689	0.00934	0.777	-2.33	-0.667	0.795	6918.0	0.178	1.0
theta_d_pr[1,22]	-0.0656	0.00517	0.829	-1.82	-0.0429	1.49	25705.0	0.662	1.0
theta_d_pr[1,23]	-0.271	0.00544	0.835	-2.08	-0.226	1.29	23576.0	0.607	1.0
theta_d_pr[1,24]	1.27	0.0231	0.736	-0.549	1.35	2.48	1020.0	0.0263	1.0
theta_d_pr[1,25]	0.346	0.00543	0.717	-1.3	0.395	1.65	17397.0	0.448	1.0
theta_d_pr[1,26]	-0.136	0.00489	0.777	-1.76	-0.133	1.32	25188.0	0.649	1.0
theta_d_pr[1,27]	-0.0866	0.0046	0.729	-1.68	-0.0598	1.27	25076.0	0.646	1.0
theta_d_pr[1,28]	-0.623	0.0111	0.705	-2.04	-0.647	0.792	4023.0	0.104	1.0
theta_d_pr[1,29]	-0.104	0.00501	0.751	-1.73	-0.077	1.31	22426.0	0.578	1.0
theta_d_pr[1,30]	-0.0428	0.00563	0.834	-1.95	0.041	1.47	21968.0	0.566	1.0
theta_d_pr[1,31]	0.643	0.007	0.798	-1.2	0.688	2.09	12967.0	0.334	1.0
theta_d_pr[1,32]	1.46	0.0291	0.826	-0.638	1.56	2.8	805.0	0.0207	1.01
theta_d_pr[1,33]	-0.683	0.00952	0.741	-2.2	-0.703	0.787	6055.0	0.156	1.0
theta_d_pr[1,34]	0.574	0.0066	0.831	-1.22	0.595	2.09	15835.0	0.408	1.0
theta_d_pr[1,35]	0.348	0.00495	0.722	-1.28	0.376	1.66	21229.0	0.547	1.0
theta_d_pr[1,36]	0.0146	0.00538	0.704	-1.44	0.0152	1.38	17095.0	0.44	1.0
theta_d_pr[1,37]	-0.395	0.00489	0.741	-1.89	-0.401	1.02	22957.0	0.591	1.0
theta_d_pr[1,38]	0.198	0.0053	0.768	-1.45	0.219	1.6	20995.0	0.541	1.0
theta_d_pr[1,39]	-0.112	0.00517	0.713	-1.74	-0.0418	1.18	18989.0	0.489	1.0
theta_d_pr[1,40]	-0.969	0.0152	0.647	-2.17	-1.02	0.476	1809.0	0.0466	1.0
theta_d_pr[1,41]	0.343	0.00536	0.717	-1.32	0.391	1.63	17941.0	0.462	1.0
theta_d_pr[1,42]	-0.102	0.0137	0.459	-1.32	-0.0322	0.568	1119.0	0.0288	1.0
theta_d_pr[1,43]	0.652	0.00899	0.78	-1.1	0.706	2.03	7527.0	0.194	1.0
theta_d_pr[1,44]	0.482	0.00605	0.745	-1.27	0.541	1.8	15141.0	0.39	1.0
theta_d_pr[1,45]	-0.00293	0.00415	0.577	-1.24	-0.00225	1.11	19288.0	0.497	1.0
theta_d_pr[1,46]	0.102	0.00512	0.8	-1.61	0.123	1.6	24357.0	0.627	1.0
theta_d_pr[1,47]	0.897	0.00685	0.718	-0.727	0.91	2.22	10975.0	0.283	1.0
theta_d_pr[1,48]	-1.4	0.0279	0.779	-2.91	-1.43	0.254	780.0	0.0201	1.0
theta_d_pr[1,49]	0.0952	0.0056	0.879	-1.82	0.148	1.73	24666.0	0.635	1.0
theta_d_pr[1,50]	-1.24	0.0232	0.728	-2.76	-1.22	0.212	985.0	0.0254	1.0
theta_d_pr[1,51]	-0.94	0.0134	0.724	-2.47	-0.921	0.427	2938.0	0.0756	1.0
theta_d_pr[1,52]	0.161	0.0038	0.501	-0.905	0.162	1.09	17326.0	0.446	1.0
theta_d_pr[1,53]	0.198	0.0148	0.343	-0.807	0.23	0.703	539.0	0.0139	1.01
theta_d_pr[1,54]	-0.276	0.00514	0.707	-1.83	-0.24	1.01	18932.0	0.488	1.0
theta_d_pr[1,55]	-0.0879	0.00492	0.746	-1.7	-0.0631	1.33	22978.0	0.592	1.0
theta_d_pr[1,56]	-0.272	0.004	0.547	-1.49	-0.252	0.727	18764.0	0.483	1.0
theta_d_pr[1,57]	0.47	0.00531	0.726	-1.25	0.53	1.76	18676.0	0.481	1.0
theta_d_pr[1,58]	-0.842	0.00544	0.687	-2.35	-0.811	0.376	15934.0	0.41	1.0
theta_d_pr[1,59]	-0.765	0.0108	0.731	-2.28	-0.765	0.721	4618.0	0.119	1.0
theta_d_pr[1,60]	0.881	0.0121	0.833	-0.905	0.905	2.39	4699.0	0.121	1.0
theta_d_pr[1,61]	-0.278	0.00476	0.736	-1.86	-0.262	1.13	23909.0	0.616	1.0
theta_d_pr[1,62]	-0.221	0.0044	0.627	-1.65	-0.186	0.93	20344.0	0.524	1.0
theta_d_pr[1,63]	0.343	0.00678	0.273	-0.225	0.346	0.827	1625.0	0.0419	1.0
theta_d_pr[1,64]	-0.993	0.0106	0.632	-2.36	-0.974	0.151	3552.0	0.0915	1.0
theta_d_pr[1,65]	0.0727	0.00522	0.78	-1.64	0.127	1.55	22321.0	0.575	1.0
theta_d_pr[1,66]	-0.748	0.004	0.505	-1.87	-0.723	0.133	15908.0	0.41	1.0
theta_d_pr[1,67]	-0.0106	0.00442	0.443	-0.877	-0.0397	0.921	10036.0	0.258	1.0
theta_d_pr[1,68]	0.178	0.00496	0.775	-1.44	0.176	1.64	24354.0	0.627	1.0
theta_d_pr[1,69]	0.64	0.00774	0.317	0.0946	0.608	1.29	1673.0	0.0431	1.0
theta_d_pr[1,70]	0.509	0.00372	0.375	-0.334	0.509	1.19	10174.0	0.262	1.0
theta_d_pr[1,71]	0.88	0.00432	0.451	-0.11	0.882	1.71	10880.0	0.28	1.0
theta_d_pr[1,72]	-0.0634	0.00479	0.736	-1.63	-0.0505	1.32	23659.0	0.609	1.0
theta_d_pr[1,73]	0.725	0.014	0.845	-1.16	0.773	2.21	3641.0	0.0938	1.0
theta_d_pr[1,74]	1.64	0.0362	1.01	-0.762	1.78	3.27	784.0	0.0202	1.01
theta_d_pr[1,75]	0.931	0.0114	0.75	-0.816	0.978	2.26	4349.0	0.112	1.0
theta_d_pr[2,1]	0.739	0.00424	0.584	-0.501	0.744	1.84	19032.0	0.49	1.0
theta_d_pr[2,2]	0.606	0.0097	1.01	-1.51	0.619	2.47	10799.0	0.278	1.0
theta_d_pr[2,3]	-0.613	0.069	1.21	-3.45	-0.504	1.41	306.0	0.00789	1.01
theta_d_pr[2,4]	-0.638	0.00528	0.846	-2.36	-0.643	0.971	25709.0	0.662	1.0
theta_d_pr[2,5]	0.212	0.00455	0.654	-1.2	0.22	1.44	20653.0	0.532	1.0
theta_d_pr[2,6]	1.04	0.0053	0.75	-0.54	1.05	2.46	20068.0	0.517	1.0
theta_d_pr[2,7]	-0.496	0.00589	0.807	-2.06	-0.556	1.21	18755.0	0.483	1.0
theta_d_pr[2,8]	-0.499	0.00461	0.683	-1.97	-0.49	0.792	21966.0	0.566	1.0
theta_d_pr[2,9]	-0.374	0.00554	0.634	-1.75	-0.358	0.801	13083.0	0.337	1.0
theta_d_pr[2,10]	0.525	0.00609	0.871	-1.39	0.547	2.14	20453.0	0.527	1.0
theta_d_pr[2,11]	-0.444	0.00644	0.914	-2.22	-0.486	1.39	20136.0	0.519	1.0
theta_d_pr[2,12]	-0.463	0.00765	0.959	-2.3	-0.525	1.47	15723.0	0.405	1.0
theta_d_pr[2,13]	-0.0821	0.00501	0.789	-1.66	-0.105	1.45	24786.0	0.638	1.0
theta_d_pr[2,14]	-1.12	0.0173	0.77	-2.71	-1.12	0.302	1989.0	0.0512	1.0
theta_d_pr[2,15]	0.609	0.00635	0.844	-1.28	0.648	2.15	17632.0	0.454	1.0
theta_d_pr[2,16]	-0.051	0.005	0.728	-1.64	-0.0236	1.29	21140.0	0.544	1.0
theta_d_pr[2,17]	0.213	0.0043	0.665	-1.2	0.218	1.5	23901.0	0.616	1.0
theta_d_pr[2,18]	-0.0726	0.00631	0.892	-1.84	-0.0913	1.64	20017.0	0.515	1.0
theta_d_pr[2,19]	-0.291	0.0702	1.1	-3.0	-0.223	1.62	244.0	0.00628	1.01
theta_d_pr[2,20]	0.253	0.00434	0.621	-1.09	0.264	1.44	20433.0	0.526	1.0
theta_d_pr[2,21]	-0.733	0.00878	0.961	-2.51	-0.82	1.22	11982.0	0.309	1.0
theta_d_pr[2,22]	-0.0734	0.00497	0.799	-1.72	-0.0833	1.49	25878.0	0.666	1.0
theta_d_pr[2,23]	-0.276	0.00564	0.907	-2.11	-0.302	1.52	25800.0	0.664	1.0
theta_d_pr[2,24]	0.863	0.0129	0.819	-0.949	0.926	2.27	4022.0	0.104	1.0
theta_d_pr[2,25]	0.395	0.0054	0.789	-1.31	0.415	1.87	21312.0	0.549	1.0
theta_d_pr[2,26]	-0.159	0.00409	0.563	-1.37	-0.157	0.911	18969.0	0.488	1.0
theta_d_pr[2,27]	0.0343	0.00461	0.713	-1.44	0.0179	1.44	23948.0	0.617	1.0
theta_d_pr[2,28]	-1.06	0.00572	0.752	-2.57	-1.07	0.437	17301.0	0.446	1.0
theta_d_pr[2,29]	-0.205	0.00497	0.76	-1.78	-0.219	1.3	23419.0	0.603	1.0
theta_d_pr[2,30]	-0.0478	0.00565	0.952	-2.0	-0.0568	1.8	28362.0	0.73	1.0
