	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_d_pr[2,31]	0.537	0.00679	0.836	-1.43	0.596	2.01	15177.0	0.391	1.0
theta_d_pr[2,32]	0.967	0.0188	1.04	-1.39	1.13	2.58	3062.0	0.0789	1.0
theta_d_pr[2,33]	-0.465	0.0055	0.775	-1.96	-0.521	1.13	19887.0	0.512	1.0
theta_d_pr[2,34]	0.3	0.00532	0.566	-0.965	0.323	1.33	11297.0	0.291	1.0
theta_d_pr[2,35]	0.166	0.00505	0.7	-1.38	0.192	1.47	19226.0	0.495	1.0
theta_d_pr[2,36]	-0.573	0.00615	0.678	-2.0	-0.555	0.708	12181.0	0.314	1.0
theta_d_pr[2,37]	-0.539	0.00473	0.593	-1.8	-0.528	0.574	15720.0	0.405	1.0
theta_d_pr[2,38]	0.272	0.00442	0.609	-1.0	0.278	1.43	18961.0	0.488	1.0
theta_d_pr[2,39]	-0.128	0.00581	0.88	-1.89	-0.169	1.62	22909.0	0.59	1.0
theta_d_pr[2,40]	-1.31	0.0104	0.916	-3.0	-1.4	0.549	7801.0	0.201	1.0
theta_d_pr[2,41]	0.519	0.00534	0.768	-1.14	0.526	1.99	20703.0	0.533	1.0
theta_d_pr[2,42]	0.96	0.00677	0.888	-0.896	0.97	2.61	17179.0	0.442	1.0
theta_d_pr[2,43]	0.647	0.00503	0.662	-0.873	0.676	1.85	17364.0	0.447	1.0
theta_d_pr[2,44]	0.489	0.00586	0.783	-1.28	0.519	1.91	17878.0	0.46	1.0
theta_d_pr[2,45]	-0.437	0.00472	0.708	-1.91	-0.431	0.916	22480.0	0.579	1.0
theta_d_pr[2,46]	0.0135	0.0047	0.651	-1.41	0.0301	1.25	19173.0	0.494	1.0
theta_d_pr[2,47]	-0.163	0.0135	0.761	-1.8	-0.127	1.16	3162.0	0.0814	1.0
theta_d_pr[2,48]	0.0863	0.019	1.16	-1.93	-0.0178	2.35	3741.0	0.0963	1.0
theta_d_pr[2,49]	0.0457	0.00496	0.915	-1.84	0.0412	1.8	34112.0	0.878	1.0
theta_d_pr[2,50]	-0.651	0.025	1.13	-2.77	-0.679	1.48	2037.0	0.0525	1.0
theta_d_pr[2,51]	-0.558	0.0157	1.08	-2.54	-0.637	1.57	4717.0	0.121	1.0
theta_d_pr[2,52]	-0.426	0.00492	0.711	-1.91	-0.426	0.915	20852.0	0.537	1.0
theta_d_pr[2,53]	-0.0692	0.0058	0.973	-2.09	-0.0744	1.76	28166.0	0.725	1.0
theta_d_pr[2,54]	0.557	0.00635	0.828	-1.05	0.507	2.21	17023.0	0.438	1.0
theta_d_pr[2,55]	0.123	0.00501	0.75	-1.38	0.0936	1.61	22415.0	0.577	1.0
theta_d_pr[2,56]	-0.172	0.00463	0.753	-1.73	-0.179	1.27	26447.0	0.681	1.0
theta_d_pr[2,57]	0.316	0.00614	0.824	-1.57	0.371	1.78	18009.0	0.464	1.0
theta_d_pr[2,58]	0.616	0.00553	0.615	-0.622	0.605	1.82	12360.0	0.318	1.0
theta_d_pr[2,59]	-0.432	0.00777	0.94	-2.12	-0.546	1.54	14667.0	0.378	1.0
theta_d_pr[2,60]	0.33	0.0078	0.594	-1.0	0.359	1.4	5787.0	0.149	1.0
theta_d_pr[2,61]	0.0594	0.0066	0.839	-1.51	-0.0118	1.83	16179.0	0.417	1.0
theta_d_pr[2,62]	0.182	0.00564	0.819	-1.47	0.145	1.8	21071.0	0.543	1.0
theta_d_pr[2,63]	-0.467	0.00637	0.964	-2.42	-0.476	1.35	22928.0	0.59	1.0
theta_d_pr[2,64]	0.446	0.0185	0.959	-1.47	0.462	2.19	2686.0	0.0692	1.0
theta_d_pr[2,65]	0.0817	0.00552	0.868	-1.71	0.0669	1.79	24712.0	0.636	1.0
theta_d_pr[2,66]	-0.122	0.00872	0.766	-1.7	-0.127	1.33	7706.0	0.198	1.0
theta_d_pr[2,67]	-0.838	0.00703	0.905	-2.65	-0.862	0.938	16569.0	0.427	1.0
theta_d_pr[2,68]	-0.279	0.00514	0.632	-1.62	-0.265	0.902	15103.0	0.389	1.0
theta_d_pr[2,69]	-1.13	0.00687	0.927	-3.01	-1.13	0.657	18215.0	0.469	1.0
theta_d_pr[2,70]	0.252	0.00609	0.856	-1.53	0.259	1.83	19787.0	0.51	1.0
theta_d_pr[2,71]	0.305	0.0125	0.813	-1.4	0.318	1.8	4236.0	0.109	1.0
theta_d_pr[2,72]	-0.234	0.00445	0.632	-1.62	-0.227	0.959	20175.0	0.52	1.0
theta_d_pr[2,73]	1.21	0.00485	0.651	-0.231	1.22	2.43	18021.0	0.464	1.0
theta_d_pr[2,74]	1.42	0.0149	1.01	-1.11	1.63	2.92	4572.0	0.118	1.0
theta_d_pr[2,75]	0.308	0.00912	0.732	-1.35	0.36	1.59	6441.0	0.166	1.0
sigma[1,1]	0.846	0.00412	0.128	0.624	0.831	1.12	962.0	0.0248	1.0
sigma[1,2]	0.42	0.00841	0.103	0.101	0.426	0.593	151.0	0.00389	1.02
sigma[2,1]	0.576	0.00123	0.0687	0.441	0.574	0.711	3108.0	0.08	1.0
sigma[2,2]	0.154	0.00283	0.0494	0.0509	0.153	0.254	304.0	0.00783	1.01
L[1,1]	1.0		7.75e-14	1.0	1.0	1.0			
L[1,2]	0.0		0.0	0.0	0.0	0.0			
L[1,3]	0.0		0.0	0.0	0.0	0.0			
L[1,4]	0.0		0.0	0.0	0.0	0.0			
L[2,1]	-0.000845	0.000762	0.144	-0.296	-0.000122	0.273	35712.0	0.92	1.0
L[2,2]	0.989	0.000172	0.0147	0.943	0.995	1.0	7344.0	0.189	1.0
L[2,3]	0.0		0.0	0.0	0.0	0.0			
L[2,4]	0.0		0.0	0.0	0.0	0.0			
L[3,1]	0.19	0.000929	0.105	-0.0289	0.192	0.382	12795.0	0.329	1.0
L[3,2]	-0.00634	0.000804	0.103	-0.216	-0.0071	0.189	16487.0	0.425	1.0
L[3,3]	0.97	0.000213	0.0231	0.909	0.976	0.998	11785.0	0.304	1.0
L[3,4]	0.0		0.0	0.0	0.0	0.0			
L[4,1]	0.0221	0.00137	0.1	-0.185	0.0233	0.208	5390.0	0.139	1.0
L[4,2]	-0.0134	0.00102	0.0961	-0.208	-0.0137	0.165	8879.0	0.229	1.0
L[4,3]	-0.292	0.00233	0.113	-0.516	-0.295	-0.073	2356.0	0.0607	1.0
L[4,4]	0.938	0.000741	0.0375	0.842	0.944	0.991	2561.0	0.0659	1.0
b1[1,1]	26.5	0.0652	7.19	13.8	25.9	41.3	12168.0	0.313	1.0
b1[1,2]	2.8	0.086	5.36	-0.111	0.924	19.5	3881.0	0.0999	1.0
b1[1,3]	27.2	0.216	6.43	16.5	26.4	41.1	888.0	0.0229	1.0
b1[1,4]	10.7	0.0426	3.72	5.99	9.91	19.6	7628.0	0.196	1.0
b1[1,5]	26.0	0.0388	5.85	16.1	25.4	38.4	22779.0	0.587	1.0
b1[1,6]	9.5	0.0245	2.4	5.96	9.1	15.0	9562.0	0.246	1.0
b1[1,7]	20.5	0.0775	9.17	5.12	19.7	39.3	14004.0	0.361	1.0
b1[1,8]	21.1	0.0552	7.42	9.18	20.2	37.0	18061.0	0.465	1.0
b1[1,9]	26.6	0.0459	6.94	14.6	25.9	41.1	22814.0	0.588	1.0
b1[1,10]	10.7	0.0813	8.33	1.18	8.49	29.7	10511.0	0.271	1.0
b1[1,11]	16.8	0.154	10.9	1.05	16.4	38.5	5044.0	0.13	1.0
b1[1,12]	15.9	0.103	9.43	1.72	14.8	35.7	8326.0	0.214	1.0
b1[1,13]	19.0	0.0449	5.48	10.6	18.1	31.3	14908.0	0.384	1.0
b1[1,14]	17.9	0.0541	5.61	9.85	16.8	30.8	10735.0	0.276	1.0
b1[1,15]	13.1	0.0962	9.64	0.928	11.4	33.8	10025.0	0.258	1.0
b1[1,16]	16.9	0.0584	7.33	6.07	15.8	33.0	15739.0	0.405	1.0
b1[1,17]	20.5	0.0491	7.04	8.8	19.8	35.6	20538.0	0.529	1.0
b1[1,18]	12.4	0.0512	5.12	6.12	11.1	24.8	10028.0	0.258	1.0
b1[1,19]	19.7	0.318	6.67	9.59	18.6	34.4	440.0	0.0113	1.01
b1[1,20]	23.7	0.054	7.88	10.5	23.0	40.4	21278.0	0.548	1.0
b1[1,21]	17.6	0.0865	9.02	3.56	16.6	36.5	10878.0	0.28	1.0
b1[1,22]	17.4	0.0894	8.96	2.65	16.8	35.8	10039.0	0.259	1.0
b1[1,23]	15.2	0.124	9.89	0.769	14.2	35.6	6373.0	0.164	1.0
b1[1,24]	14.6	0.158	6.66	5.87	13.0	30.0	1777.0	0.0458	1.0
b1[1,25]	13.7	0.0767	8.46	2.06	12.4	32.4	12173.0	0.313	1.0
b1[1,26]	30.7	0.0457	6.78	18.5	30.2	44.7	21997.0	0.566	1.0
b1[1,27]	18.5	0.0567	7.61	6.1	17.6	34.7	17961.0	0.463	1.0
b1[1,28]	22.3	0.0463	6.07	12.7	21.4	35.6	17220.0	0.443	1.0
b1[1,29]	17.5	0.0712	8.19	4.39	16.6	34.7	13222.0	0.341	1.0
b1[1,30]	10.8	0.157	11.2	-3.48	8.2	35.3	5098.0	0.131	1.0
b1[1,31]	14.0	0.0903	9.19	1.09	12.7	33.8	10360.0	0.267	1.0
b1[1,32]	11.6	0.265	8.9	1.82	8.57	32.2	1129.0	0.0291	1.01
b1[1,33]	22.5	0.0495	7.02	10.7	21.8	37.4	20137.0	0.519	1.0
b1[1,34]	26.2	0.0721	7.98	12.1	25.7	42.8	12272.0	0.316	1.0
b1[1,35]	18.4	0.0518	7.01	7.5	17.4	33.6	18367.0	0.473	1.0
b1[1,36]	21.5	0.0493	6.5	10.9	20.6	35.5	17352.0	0.447	1.0
b1[1,37]	31.1	0.0378	5.84	20.5	30.8	43.2	23871.0	0.615	1.0
b1[1,38]	25.5	0.0509	7.23	12.9	24.9	40.6	20148.0	0.519	1.0
b1[1,39]	13.6	0.126	9.16	1.4	12.3	32.9	5297.0	0.136	1.0
b1[1,40]	20.1	0.0307	4.33	13.1	19.5	29.7	19826.0	0.511	1.0
b1[1,41]	15.0	0.0578	7.78	3.43	13.9	31.8	18083.0	0.466	1.0
b1[1,42]	9.51	0.0445	3.94	4.58	8.52	19.2	7871.0	0.203	1.0
b1[1,43]	20.3	0.0702	7.81	7.62	19.5	36.8	12365.0	0.318	1.0
b1[1,44]	15.4	0.0696	8.4	3.36	14.1	33.5	14566.0	0.375	1.0
b1[1,45]	18.0	0.0375	4.38	11.0	17.4	27.7	13625.0	0.351	1.0
b1[1,46]	21.3	0.0638	8.44	6.49	20.7	38.7	17537.0	0.452	1.0
b1[1,47]	18.1	0.0576	6.74	8.39	16.9	33.3	13688.0	0.353	1.0
b1[1,48]	25.6	0.0671	7.21	13.2	24.9	40.8	11551.0	0.297	1.0
b1[1,49]	14.7	0.136	11.0	-1.1	14.0	36.7	6455.0	0.166	1.0
b1[1,50]	18.4	0.0718	7.04	7.76	17.3	33.9	9628.0	0.248	1.0
b1[1,51]	17.1	0.0651	7.47	5.73	15.9	33.2	13165.0	0.339	1.0
b1[1,52]	15.6	0.0269	3.4	10.2	15.2	23.2	15933.0	0.41	1.0
b1[1,53]	2.93	0.0826	3.64	1.26	2.15	12.6	1944.0	0.0501	1.0
b1[1,54]	19.5	0.0564	7.2	7.94	18.6	35.0	16248.0	0.418	1.0
b1[1,55]	19.0	0.069	8.33	5.36	18.2	36.2	14574.0	0.375	1.0
b1[1,56]	17.3	0.0474	4.63	10.3	16.6	27.7	9523.0	0.245	1.0
b1[1,57]	13.8	0.084	9.29	1.78	12.2	33.9	12247.0	0.315	1.0
b1[1,58]	26.6	0.137	5.88	16.1	26.2	38.7	1831.0	0.0471	1.0
b1[1,59]	20.2	0.0616	7.65	7.95	19.3	36.5	15411.0	0.397	1.0
b1[1,60]	28.9	0.125	8.02	14.9	28.1	45.5	4135.0	0.106	1.0
b1[1,61]	19.8	0.061	7.9	6.65	19.1	36.2	16748.0	0.431	1.0
b1[1,62]	16.0	0.0568	6.79	6.22	14.8	31.4	14275.0	0.368	1.0
b1[1,63]	1.8	0.036	1.73	0.921	1.6	2.67	2303.0	0.0593	1.0
b1[1,64]	21.0	0.047	5.93	11.6	20.2	34.3	15921.0	0.41	1.0
b1[1,65]	13.7	0.11	9.4	0.704	12.6	33.4	7251.0	0.187	1.0
b1[1,66]	18.0	0.0438	3.63	11.8	17.7	25.7	6850.0	0.176	1.0
b1[1,67]	10.1	0.0294	2.87	6.43	9.56	16.6	9494.0	0.244	1.0
b1[1,68]	26.5	0.0478	6.97	14.5	25.7	41.2	21234.0	0.547	1.0
b1[1,69]	3.36	0.00769	0.742	2.28	3.24	4.96	9307.0	0.24	1.0
b1[1,70]	7.13	0.0277	2.64	4.12	6.49	13.6	9120.0	0.235	1.0
b1[1,71]	8.84	0.036	2.76	5.06	8.29	15.3	5880.0	0.151	1.0
b1[1,72]	24.8	0.0461	6.71	13.3	24.1	38.9	21146.0	0.545	1.0
b1[1,73]	22.9	0.0926	7.89	9.58	22.0	39.3	7259.0	0.187	1.0
b1[1,74]	16.6	0.353	11.5	1.78	14.9	40.0	1062.0	0.0273	1.01
b1[1,75]	18.2	0.0779	6.98	8.24	16.9	34.0	8024.0	0.207	1.0
b1[2,1]	28.5	0.0442	6.26	17.6	27.9	41.6	20039.0	0.516	1.0
b1[2,2]	5.43	0.0869	5.36	2.0	3.41	21.7	3805.0	0.098	1.0
b1[2,3]	1.81	0.929	9.11	-3.69	-0.618	33.6	96.1	0.00248	1.03
b1[2,4]	8.05	0.0277	3.15	4.14	7.32	15.8	12932.0	0.333	1.0
b1[2,5]	23.9	0.0395	5.55	14.6	23.3	35.9	19725.0	0.508	1.0
b1[2,6]	9.3	0.00964	1.37	6.76	9.21	12.1	20263.0	0.522	1.0
b1[2,7]	13.9	0.13	8.74	2.15	12.3	33.1	4535.0	0.117	1.0
b1[2,8]	18.3	0.0509	6.7	7.9	17.2	33.1	17342.0	0.447	1.0
b1[2,9]	24.2	0.0476	6.38	13.5	23.4	37.9	17923.0	0.462	1.0
b1[2,10]	11.4	0.0748	7.52	2.54	9.44	28.8	10087.0	0.26	1.0
b1[2,11]	10.8	0.136	10.4	-1.11	8.35	33.5	5830.0	0.15	1.0
b1[2,12]	7.72	0.157	9.2	-2.65	4.38	29.7	3412.0	0.0879	1.0
b1[2,13]	12.3	0.0748	4.46	6.43	11.3	22.7	3548.0	0.0914	1.0
b1[2,14]	21.3	0.0364	5.0	12.9	20.7	32.0	18818.0	0.485	1.0
b1[2,15]	14.4	0.0915	8.77	2.62	12.9	33.3	9190.0	0.237	1.0
b1[2,16]	16.3	0.0487	6.48	6.69	15.2	30.8	17716.0	0.456	1.0
b1[2,17]	18.1	0.043	6.25	8.39	17.2	31.6	21101.0	0.543	1.0
b1[2,18]	7.18	0.0415	3.96	3.25	5.94	17.8	9126.0	0.235	1.0
b1[2,19]	-0.27	0.852	7.12	-4.45	-1.52	25.8	69.9	0.0018	1.05
b1[2,20]	22.5	0.056	7.19	10.6	21.6	38.0	16447.0	0.424	1.0
b1[2,21]	8.63	0.206	8.48	0.117	5.61	29.6	1696.0	0.0437	1.0
b1[2,22]	13.9	0.085	8.43	1.38	12.9	32.0	9840.0	0.253	1.0
b1[2,23]	9.87	0.107	9.26	-1.29	7.55	30.8	7524.0	0.194	1.0
b1[2,24]	22.6	0.0332	4.79	14.7	22.1	32.9	20901.0	0.538	1.0
b1[2,25]	13.8	0.0764	7.65	3.21	12.5	30.6	10027.0	0.258	1.0
b1[2,26]	26.6	0.0894	6.5	15.6	26.0	40.4	5290.0	0.136	1.0
b1[2,27]	14.8	0.0536	6.79	4.98	13.7	29.8	16054.0	0.413	1.0
b1[2,28]	14.0	0.126	5.9	5.88	12.7	27.7	2202.0	0.0567	1.0
b1[2,29]	13.6	0.0615	7.28	3.33	12.3	29.9	14003.0	0.361	1.0
b1[2,30]	7.48	0.134	10.2	-5.17	3.44	30.9	5824.0	0.15	1.0
b1[2,31]	16.6	0.075	8.01	3.66	15.8	33.6	11411.0	0.294	1.0
b1[2,32]	21.3	0.054	6.42	11.2	20.5	35.2	14106.0	0.363	1.0
b1[2,33]	13.7	0.175	7.01	4.14	12.2	29.8	1606.0	0.0414	1.0
b1[2,34]	28.3	0.0483	6.89	16.3	27.7	42.8	20342.0	0.524	1.0
b1[2,35]	18.5	0.0443	6.09	9.11	17.6	32.0	18851.0	0.485	1.0
b1[2,36]	18.6	0.0407	5.69	9.75	17.7	31.2	19536.0	0.503	1.0
b1[2,37]	24.8	0.112	5.58	15.4	24.2	37.0	2461.0	0.0634	1.0
b1[2,38]	24.3	0.0457	6.33	13.9	23.6	38.1	19140.0	0.493	1.0
b1[2,39]	9.64	0.0899	7.98	0.972	7.35	28.4	7876.0	0.203	1.0
b1[2,40]	8.87	0.261	5.42	2.91	7.1	22.2	430.0	0.0111	1.01
b1[2,41]	15.1	0.0534	6.98	4.89	14.0	30.5	17065.0	0.439	1.0
b1[2,42]	5.93	0.0225	2.16	3.5	5.44	11.0	9242.0	0.238	1.0
b1[2,43]	23.1	0.0457	6.54	12.3	22.4	37.1	20466.0	0.527	1.0
b1[2,44]	16.7	0.0571	7.33	5.84	15.6	32.6	16456.0	0.424	1.0
b1[2,45]	15.0	0.0321	4.0	8.83	14.4	24.0	15495.0	0.399	1.0
b1[2,46]	19.3	0.0586	7.66	6.62	18.5	35.4	17091.0	0.44	1.0
b1[2,47]	22.8	0.0394	6.09	12.8	22.2	35.9	23920.0	0.616	1.0
b1[2,48]	10.7	0.465	8.17	2.69	7.68	31.7	309.0	0.00795	1.01
b1[2,49]	12.5	0.123	10.0	-0.587	11.2	34.0	6591.0	0.17	1.0
b1[2,50]	4.78	0.444	6.98	-0.45	1.93	24.9	248.0	0.00638	1.01
b1[2,51]	6.04	0.308	6.8	0.333	3.24	24.3	488.0	0.0126	1.01
b1[2,52]	14.0	0.0235	3.08	9.21	13.6	20.9	17201.0	0.443	1.0
b1[2,53]	1.76	0.0536	2.59	0.599	1.26	6.93	2342.0	0.0603	1.0
b1[2,54]	14.3	0.0632	6.6	5.55	12.9	29.4	10923.0	0.281	1.0
b1[2,55]	15.3	0.0703	7.74	4.08	14.2	32.2	12115.0	0.312	1.0
b1[2,56]	12.2	0.0344	3.56	7.02	11.5	20.5	10714.0	0.276	1.0
b1[2,57]	14.9	0.0734	8.15	3.53	13.6	32.6	12348.0	0.318	1.0
b1[2,58]	16.6	0.0463	3.07	11.4	16.3	23.1	4413.0	0.114	1.0
b1[2,59]	10.7	0.215	7.47	2.25	8.5	28.7	1210.0	0.0312	1.0
b1[2,60]	33.6	0.0486	7.04	20.8	33.1	48.2	21024.0	0.541	1.0
b1[2,61]	14.5	0.0779	7.49	3.71	13.3	30.8	9235.0	0.238	1.0
b1[2,62]	11.3	0.0548	6.0	3.97	9.72	25.7	11969.0	0.308	1.0
b1[2,63]	1.76	0.0282	1.44	0.8	1.56	3.1	2620.0	0.0675	1.0
b1[2,64]	9.72	0.277	5.38	4.35	8.02	24.2	377.0	0.00972	1.01
b1[2,65]	11.4	0.0935	8.44	0.847	9.78	30.2	8161.0	0.21	1.0
b1[2,66]	8.94	0.131	2.7	5.4	8.37	15.5	425.0	0.0109	1.01
b1[2,67]	7.08	0.0431	3.47	3.1	6.16	15.7	6495.0	0.167	1.0
b1[2,68]	25.1	0.0464	6.54	14.1	24.4	39.0	19850.0	0.511	1.0
b1[2,69]	5.52	0.0127	1.55	3.29	5.25	9.06	14860.0	0.383	1.0
b1[2,70]	8.41	0.0217	2.31	5.36	7.97	13.7	11282.0	0.291	1.0
b1[2,71]	13.2	0.017	2.33	9.08	13.0	18.1	18736.0	0.482	1.0
b1[2,72]	21.3	0.0437	5.93	11.6	20.6	34.0	18354.0	0.473	1.0
b1[2,73]	26.4	0.0437	6.37	15.7	25.7	40.1	21241.0	0.547	1.0
b1[2,74]	28.1	0.0726	7.12	15.8	27.4	43.0	9604.0	0.247	1.0
b1[2,75]	23.3	0.0416	6.0	13.4	22.6	36.4	20799.0	0.536	1.0
a1[1,1]	0.0554	0.000168	0.018	0.029	0.0523	0.097	11591.0	0.299	1.0
a1[1,2]	0.218	0.00204	0.169	0.00463	0.194	0.578	6847.0	0.176	1.0
a1[1,3]	0.095	0.000551	0.024	0.0533	0.0926	0.146	1896.0	0.0488	1.0
a1[1,4]	0.223	0.00121	0.0826	0.0781	0.217	0.393	4651.0	0.12	1.0
a1[1,5]	0.132	0.00023	0.0353	0.0707	0.129	0.205	23619.0	0.608	1.0
a1[1,6]	0.249	0.000675	0.0673	0.121	0.247	0.383	9941.0	0.256	1.0
a1[1,7]	0.0391	0.000284	0.0317	0.0123	0.0293	0.119	12462.0	0.321	1.0
a1[1,8]	0.0754	0.000275	0.0359	0.0305	0.0664	0.163	17092.0	0.44	1.0
a1[1,9]	0.0938	0.0002	0.0304	0.0476	0.0886	0.162	23071.0	0.594	1.0
a1[1,10]	0.0589	0.000732	0.0739	0.00627	0.0296	0.266	10196.0	0.263	1.0
a1[1,11]	0.0397	0.00158	0.0882	0.00199	0.0102	0.304	3122.0	0.0804	1.0
a1[1,12]	0.0267	0.000529	0.0431	0.003	0.0143	0.116	6629.0	0.171	1.0
a1[1,13]	0.155	0.000357	0.0508	0.0721	0.149	0.263	20206.0	0.52	1.0
a1[1,14]	0.168	0.000665	0.0645	0.0649	0.159	0.305	9397.0	0.242	1.0
a1[1,15]	0.0463	0.000844	0.0742	0.00424	0.0185	0.257	7740.0	0.199	1.0
a1[1,16]	0.0573	0.000262	0.0333	0.0189	0.048	0.139	16124.0	0.415	1.0
a1[1,17]	0.0479	0.000146	0.0209	0.0209	0.0432	0.0982	20560.0	0.529	1.0
a1[1,18]	0.157	0.000819	0.0758	0.0461	0.145	0.325	8571.0	0.221	1.0
a1[1,19]	0.12	0.00122	0.0437	0.0531	0.113	0.218	1280.0	0.033	1.0
a1[1,20]	0.0445	0.000132	0.019	0.0199	0.0403	0.0898	20934.0	0.539	1.0
a1[1,21]	0.049	0.000493	0.0483	0.0122	0.0332	0.175	9568.0	0.246	1.0
a1[1,22]	0.0137	0.000168	0.0155	0.00233	0.00935	0.0491	8491.0	0.219	1.0
a1[1,23]	0.0227	0.000849	0.0524	0.000982	0.00821	0.138	3810.0	0.0981	1.0
a1[1,24]	0.0946	0.000974	0.0498	0.0292	0.0837	0.207	2613.0	0.0673	1.0
a1[1,25]	0.042	0.000579	0.0478	0.00753	0.025	0.167	6811.0	0.175	1.0
a1[1,26]	0.0706	0.000119	0.0182	0.0405	0.0682	0.11	23415.0	0.603	1.0
a1[1,27]	0.042	0.00021	0.0247	0.0153	0.0353	0.104	13832.0	0.356	1.0
a1[1,28]	0.133	0.000545	0.0467	0.0601	0.126	0.236	7335.0	0.189	1.0
a1[1,29]	0.0367	0.000384	0.0304	0.0107	0.0277	0.111	6278.0	0.162	1.0
a1[1,30]	0.0227	0.000806	0.0492	0.000143	0.00491	0.152	3729.0	0.096	1.0
a1[1,31]	0.0236	0.000415	0.036	0.00267	0.0127	0.107	7527.0	0.194	1.0
a1[1,32]	0.0556	0.000911	0.0523	0.00746	0.0366	0.187	3300.0	0.085	1.0
a1[1,33]	0.0525	0.000144	0.0205	0.0245	0.0486	0.101	20375.0	0.525	1.0
a1[1,34]	0.038	0.000124	0.0151	0.0181	0.0347	0.0735	14790.0	0.381	1.0
a1[1,35]	0.0684	0.000253	0.0335	0.026	0.0603	0.15	17549.0	0.452	1.0
a1[1,36]	0.104	0.000346	0.0402	0.0466	0.0958	0.197	13490.0	0.347	1.0
a1[1,37]	0.124	0.000175	0.0254	0.0774	0.123	0.176	20989.0	0.541	1.0
a1[1,38]	0.0573	0.000131	0.0197	0.0289	0.0536	0.103	22539.0	0.58	1.0
a1[1,39]	0.0467	0.00124	0.07	0.00496	0.0202	0.242	3187.0	0.0821	1.0
a1[1,40]	0.163	0.000288	0.0437	0.0814	0.162	0.25	23112.0	0.595	1.0
a1[1,41]	0.0434	0.00029	0.0351	0.0118	0.0323	0.134	14728.0	0.379	1.0
a1[1,42]	0.16	0.00081	0.0734	0.0496	0.149	0.323	8208.0	0.211	1.0
a1[1,43]	0.0459	0.000213	0.0236	0.018	0.0398	0.104	12235.0	0.315	1.0
a1[1,44]	0.0518	0.000417	0.0449	0.0125	0.0367	0.171	11640.0	0.3	1.0
a1[1,45]	0.156	0.000413	0.045	0.0772	0.153	0.251	11898.0	0.306	1.0
a1[1,46]	0.0295	0.000193	0.0204	0.011	0.0242	0.0752	11133.0	0.287	1.0
a1[1,47]	0.109	0.000413	0.0512	0.0393	0.0987	0.228	15386.0	0.396	1.0
a1[1,48]	0.0647	0.000169	0.021	0.0337	0.0612	0.112	15410.0	0.397	1.0
a1[1,49]	0.0169	0.000671	0.0436	0.000263	0.00422	0.122	4223.0	0.109	1.0
a1[1,50]	0.0689	0.000292	0.0333	0.0257	0.0612	0.148	13014.0	0.335	1.0
a1[1,51]	0.0547	0.000279	0.0341	0.0183	0.0454	0.138	14980.0	0.386	1.0
a1[1,52]	0.22	0.000422	0.0548	0.114	0.219	0.328	16864.0	0.434	1.0
a1[1,53]	0.449	0.00278	0.187	0.0166	0.469	0.755	4505.0	0.116	1.0
a1[1,54]	0.0578	0.000202	0.0266	0.0235	0.0516	0.122	17327.0	0.446	1.0
a1[1,55]	0.0454	0.000321	0.0331	0.0153	0.0356	0.127	10601.0	0.273	1.0
a1[1,56]	0.195	0.000688	0.0607	0.0891	0.19	0.32	7773.0	0.2	1.0
a1[1,57]	0.0487	0.00068	0.0605	0.00687	0.0248	0.221	7918.0	0.204	1.0
a1[1,58]	0.111	0.000552	0.0271	0.0655	0.107	0.169	2410.0	0.0621	1.0
a1[1,59]	0.066	0.000286	0.0353	0.0256	0.0567	0.153	15233.0	0.392	1.0
a1[1,60]	0.0732	0.000298	0.0252	0.0363	0.0686	0.131	7183.0	0.185	1.0
a1[1,61]	0.0501	0.000259	0.0297	0.0189	0.042	0.122	13175.0	0.339	1.0
a1[1,62]	0.0711	0.000319	0.038	0.0242	0.0615	0.162	14168.0	0.365	1.0
a1[1,63]	0.503	0.00215	0.158	0.0956	0.513	0.773	5424.0	0.14	1.0
a1[1,64]	0.114	0.000259	0.0367	0.0543	0.109	0.195	20042.0	0.516	1.0
a1[1,65]	0.027	0.000783	0.0496	0.0019	0.0108	0.158	4019.0	0.104	1.0
a1[1,66]	0.212	0.000446	0.0471	0.12	0.21	0.304	11165.0	0.288	1.0
a1[1,67]	0.225	0.000584	0.0698	0.0805	0.225	0.359	14252.0	0.367	1.0
a1[1,68]	0.105	0.000226	0.0342	0.0529	0.1	0.183	22960.0	0.591	1.0
a1[1,69]	0.401	0.00287	0.131	0.161	0.392	0.666	2086.0	0.0537	1.0
a1[1,70]	0.252	0.000704	0.0928	0.078	0.248	0.436	17376.0	0.447	1.0
a1[1,71]	0.2	0.000695	0.0705	0.0769	0.195	0.348	10284.0	0.265	1.0
a1[1,72]	0.0815	0.000188	0.0278	0.0406	0.0764	0.146	21730.0	0.56	1.0
a1[1,73]	0.047	0.000261	0.0211	0.0202	0.0422	0.0985	6544.0	0.169	1.0
a1[1,74]	0.0282	0.000549	0.0314	0.00385	0.015	0.109	3272.0	0.0843	1.0
a1[1,75]	0.0826	0.00037	0.039	0.0297	0.0745	0.172	11123.0	0.286	1.0
a1[2,1]	0.106	0.000194	0.0274	0.0603	0.103	0.164	19944.0	0.514	1.0
a1[2,2]	0.297	0.00255	0.184	0.018	0.298	0.641	5194.0	0.134	1.0
a1[2,3]	0.1	0.00276	0.0643	0.000985	0.0929	0.242	543.0	0.014	1.01
